;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;"Всего  (сумма граф 4-6; сумма граф 7-9)";Из графы 3 обучающихся по образовательным программам начального общего образования (1–4 классы);Из графы 3 обучающихся по образовательным программам основного общего образования (5–9 классы);Из графы 3 обучающихся по образовательным программам среднего общего образования (10–11(12) классы);Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);1729294;269796;979966;479532;1724862;2988;1444
2;В том числе по профилям обучения:       гуманитарный – всего;770682;197344;458396;114942;769176;859;647
3;из них с изучением языков:             английского;557411;154694;324729;77988;556231;672;508
4;французского;39492;8320;25764;5408;39420;44;28
5;немецкого;51005;10892;34365;5748;50927;55;23
6;других европейских;13304;3230;8494;1580;13203;60;41
7;восточных;9072;781;6736;1555;9050;12;10
8;естественнонаучный;143737;7648;75135;60954;143375;171;191
9;социально-экономический;94995;;25302;69693;94468;411;116
10;технологический;117408;1752;43203;72453;117170;158;80
11;технический;27029;1398;16135;9496;26964;57;8
12;сельскохозяйственный;3711;82;2796;833;3711;;
13;математический;263567;24547;210608;28412;263245;228;94
14;другие;271002;21803;114447;134752;269561;1059;382
