;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
19;Изготовитель художественных изделий из бересты;12476;6;6;;;;;;6;;;;;;;6;;
20;Изготовитель художественных изделий из дерева;12478;4;3;1;;;;;3;;;;;;;4;;
21;Изготовитель художественных изделий из керамики;12480;8;4;4;;;;;5;;4;3;1;;;8;;
22;Изготовитель художественных изделий из металла;12485;3;3;;;;;;;;;;;;;3;;
23;Исполнитель художественно-оформительских работ;12565;670;;618;49;3;;;434;10;8;8;;2;7;667;3;
24;Кабельщик-спайщик;12624;5;;5;;;;;;;;;;;;5;;
25;Каменщик;12680;56;;24;26;6;;;6;;21;1;1;;;56;;
26;Кассир билетный;12719;55;;55;;;;;34;;;;;;;55;;
27;Киномеханик;12745;2;;1;;1;;;;;;;;;;2;;
28;Кондитер;12901;474;6;358;110;;;;400;3;;;;1;7;456;18;
29;Контролер качества продукции и технологического процесса;12974;2;;2;;;;;2;;;;;;;2;;
30;Контролер станочных и слесарных работ;13063;28;;28;;;;;;;;;;;;28;;
31;Корректор;13134;197;;197;;;;;150;37;2;;2;;2;197;;
32;Косметик;13138;196;15;180;;1;;;177;4;;;;;;196;;
33;Кроликовод;13205;10;;10;;;;;10;;;;;;;10;;
34;Кузнец ручной ковки;13227;4;;4;;;;;;;;;;;;4;;
35;Курьер;13247;27;;;27;;;;;;;;;;;27;;
36;Кухонный рабочий;13249;5;;5;;;;;4;;5;2;;;;5;;
37;Лаборант-микробиолог;13265;263;;263;;;;;176;3;;;;1;;263;;
38;Лаборант по физикомеханическим испытаниям;13302;47;;39;8;;;;14;2;;;;;;47;;
39;Лаборант спектрального анализа;13317;1;;1;;;;;;;;;;;;1;;
40;Лаборант химико-бактериологического анализа;13319;41;;41;;;;;31;23;;;;;;41;;
41;Лаборант химического анализа;13321;1024;;1022;2;;;;668;32;2;;1;1;9;1024;;
42;Лепщик архитектурных деталей;13370;9;;9;;;;;7;;;;;;;9;;
43;Лесовод;13376;12;;12;;;;;4;;;;;;;12;;
44;Макетчик макетно-модельного проектирования;13444;52;;45;7;;;;32;;;;;;1;52;;
45;Макетчик художественных макетов;13448;8;;8;;;;;4;;;;;;;8;;
46;Маляр;13450;33;;33;;;;;8;;33;14;3;;;33;;
47;Машинист фальцевальных машин;14317;7;;7;;;;;5;;5;;1;;;7;;
48;Машинист холодильных установок;14341;1;;1;;;;;;;;;;;;1;;
49;Механизатор (докер-механизатор) комплексной бригады на погрузочно-разгрузочных работах;14444;6;6;;;;;;;;;;;;;6;;
50;Механик по обслуживанию съемочной аппаратуры;14454;2;;2;;;;;1;;;;;;;2;;
51;Модистка головных уборов;14504;2;2;;;;;;;;;;;;;2;;
52;Монтажник;14544;1;;;1;;;;;;;;;;;1;;
53;Монтажник радиоэлектронной аппаратуры и приборов;14618;136;;116;20;;;;31;;1;1;;;1;136;;
54;Монтажник электрооборудования летательных аппаратов;14658;1;;1;;;;;;;;;;;;1;;
55;Монтировщик шин;14700;20;;20;;;;;;;;;;;;20;;
56;Наладчик станков и манипуляторов с программным управлением;14989;77;;77;;;;;37;;;;;;1;77;;
57;Наладчик технологического оборудования;14995;270;;270;;;;;105;;;;;;1;270;;
58;Няня;15135;111;45;66;;;;;83;;15;2;3;2;;105;6;
59;Облицовщик-плиточник;15220;43;;42;;1;;;2;;4;;3;;;43;;
60;Обработчик рыбы и морепродуктов;15341;5;;5;;;;;;;;;;;;5;;
61;Обработчик справочного и информационного материала;15349;98;;74;24;;;;47;;;;;1;1;98;;
62;Обувщик по ремонту обуви;15398;8;;8;;;;;;;8;1;5;;;8;;
63;Оленевод;15460;10;;;10;;;;6;;;;;;;10;;
64;Оператор видеозаписи;15521;462;;462;;;;;331;;1;;1;;4;462;;
65;Оператор лазерной голографической установки;15657;6;;6;;;;;1;;1;1;;;;6;;
66;Оператор машинного доения;15699;4;;;4;;;;4;;;;;;;4;;
67;Оператор связи;16019;29;;29;;;;;;;;;;;;29;;
68;Оператор станков с программным управлением;16045;274;;274;;;;;111;;2;;;;6;274;;
69;Оператор швейного оборудования;16185;11;;11;;;;;10;;11;2;5;;;11;;
70;Оператор электронно-вычислительных и вычислительных машин;16199;6754;113;6168;445;28;;;2714;186;58;13;28;11;49;6701;41;12
71;Отделочник изделий из древесины;16314;4;;4;;;;;;;;;;;;4;;
72;Официант;16399;148;5;139;4;;;;90;1;1;1;;;3;148;;
73;Оформитель готовой продукции;16401;6;;6;;;;;4;;;;;;;6;;
74;Оформитель табло, виньеток и альбомов;16409;33;;33;;;;;22;;1;;1;;;33;;
75;Парикмахер;16437;403;26;251;108;9;;9;349;2;;;;;1;368;35;
76;Пекарь;16472;96;18;68;10;;;;65;1;;;;;;96;;
77;Переплетчик;16519;12;;12;;;;;6;;12;3;9;;;12;;
78;Плотник;16671;30;;30;;;;;;;;;;;;30;;
79;Повар;16675;973;52;617;297;7;;;540;9;45;6;9;3;5;924;49;
80;Пожарный;16781;153;;141;;;;12;26;;;;;;;153;;
81;Портной;16909;81;4;41;33;3;;;72;;24;9;;;;52;29;
82;Приготовитель напитков;17192;58;;58;;;;;41;;1;;1;1;;58;;
83;Приемосдатчик груза и багажа;17244;3;;3;;;;;1;;;;;;;3;;
84;Пчеловод;17521;3;;;3;;;;;;;;;;;3;;
85;Рабочий зеленого строительства;17530;12;;12;;;;;3;;;;;;;12;;
86;Рабочий плодоовощного хранилища;17542;14;;14;;;;;6;;7;;;;;14;;
87;Рабочий по благоустройству населенных пунктов;17543;22;;;22;;;;4;;;;;;;22;;
88;Рабочий по комплексному обслуживанию и ремонту зданий;17544;33;7;20;;6;;;;;24;6;1;;;33;;
89;Радиомеханик по обслуживанию и ремонту радиотелевизионной аппаратуры;17553;1;;1;;;;;;;;;;;;1;;
90;Резчик по дереву и бересте;17938;1;;1;;;;;;;1;;1;;;1;;
91;Реставратор произведений из дерева;18050;2;;2;;;;;2;;;;;;;2;;
92;Реставратор художественных изделий и декоративных предметов;18061;27;;27;;;;;18;1;;;;1;;27;;
93;Ретушер;18065;16;;16;;;;;12;;;;;;;16;;
94;Садовник;18103;98;4;72;9;13;;;38;;64;24;21;;;98;;
95;Сборщик изделий из древесины;18161;1;;1;;;;;;;;;;;;1;;
96;Сборщик изделий из пластмасс;18165;4;;4;;;;;;;4;1;2;;;4;;
97;Сборщик очков;18216;70;;70;;;;;36;;;;;;2;70;;
98;Сборщик электрических машин и аппаратов;18312;15;;15;;;;;3;;;;;;;15;;
99;Сварщик арматурных сеток и каркасов;18329;1;;;1;;;;;;;;;;;1;;
100;Сварщик изделий из тугоплавких металлов;18333;1;;;1;;;;;;;;;;;1;;
101;Оператор лазерных установок;18336;25;17;8;;;;;9;;;;;;;25;;
102;Сварщик на установках ТВЧ;18340;18;;18;;;;;;;18;6;;;;18;;
103;Слесарь механосборочных работ;18466;94;20;57;17;;;;1;;;;;;;94;;
104;Слесарь по ремонту автомобилей;18511;1092;19;759;302;12;;;155;13;8;;3;1;3;1067;25;
105;Слесарь по ремонту дорожно-строительных машин и тракторов;18522;9;;9;;;;;;;;;;;;9;;
106;Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования;18526;1;;1;;;;;;;;;;;;1;;
107;Слесарь по ремонту подвижного состава;18540;24;;24;;;;;4;;;;;;;24;;
108;Слесарь по ремонту технологических установок;18547;3;3;;;;;;;;;;;;;3;;
109;Слесарь-ремонтник;18559;73;2;53;;18;;;2;;12;3;;;1;73;;
110;Слесарь-сантехник;18560;7;;1;6;;;;;;1;1;;;;7;;
111;Слесарь-сборщик летательных аппаратов;18567;4;;4;;;;;;;;;;;;4;;
112;Слесарь строительный;18576;5;;5;;;;;;;;;;;;5;;
113;Слесарь-электрик по ремонту электрооборудования;18590;2;;2;;;;;;;;;;;;2;;
114;Собаковод;18621;11;;8;3;;;;9;;;;;;;11;;
115;Станочник деревообрабатывающих станков;18783;8;;3;5;;;;;;;;;;;8;;
116;Станочник широкого профиля;18809;2;;2;;;;;;;;;;;;2;;
117;Столяр;18874;148;11;122;15;;;;;;115;36;24;;;148;;
118;Столяр строительный;18880;98;29;69;;;;;;1;68;12;13;;;98;;
119;Стрелок;18885;42;;42;;;;;20;;;;;;;42;;
120;Съемщик мультипликационных проб;19027;38;;38;;;;;26;15;;;;;;38;;
121;Токарь;19149;83;31;40;12;;;;;;12;5;;;;83;;
122;Тракторист;19203;1304;162;694;336;62;42;8;122;6;11;1;2;;2;1272;32;
123;Тракторист-машинист сельскохозяйственного производства;19205;409;126;151;104;28;;;44;;4;;;;;409;;
124;Уборщик производственных помещений;19258;9;;9;;;;;3;;9;7;;;;9;;
125;Формовщик стеклопластиковых изделий;19433;38;;38;;;;;6;;;;;;1;38;;
126;Формовщик теста;19441;13;;13;;;;;6;;13;3;7;;;13;;
127;Фотограф;19459;779;1;778;;;;;577;17;4;3;1;;7;779;;
128;Фотограф;19460;3;;;3;;;;3;;;;;;;3;;
129;Художник декоративной росписи по металлу;19517;4;;;4;;;;2;;;;;;;4;;
130;Художник миниатюрной живописи;19519;9;;9;;;;;9;1;;;;;;9;;
131;Художник росписи по дереву;19520;5;;2;3;;;;3;;;;;;;5;;
132;Цветочница;19525;53;9;44;;;;;38;;2;;;;;53;;
133;Швея;19601;633;115;342;174;2;;;542;7;112;28;28;;1;599;34;
134;Штукатур;19727;146;;109;37;;;;36;1;45;8;2;;;146;;
135;Электроворсовальщик;19754;2;;2;;;;;;;;;;;;2;;
136;Электрогазосварщик-врезчик;19758;5;;;5;;;;;;;;;;;5;;
137;Электромонтажник-наладчик;19798;11;11;;;;;;;;;;;;;11;;
138;Электромонтажник по освещению и осветительным сетям;19806;75;;53;22;;;;10;8;;;;1;2;75;;
139;Электромонтер по обслуживанию электрооборудования электростанций;19848;11;;7;4;;;;;;;;;;;11;;
140;Электромонтер по обслуживанию электроустановок;19850;1;;;1;;;;;;;;;;;1;;
141;Электромонтер по ремонту и обслуживанию электрооборудования;19861;218;41;152;25;;;;16;;;;;;;218;;
142;Электромонтер приемопередающей станции спутниковой связи;19872;4;4;;;;;;;;;;;;;4;;
143;Ювелир-гравер;19962;13;;13;;;;;;;;;;;;13;;
144;Ювелир-монтировщик;19966;27;;27;;;;;11;;;;;1;1;27;;
145;Агент;20001;7;;;7;;;;4;;;;;;;7;;
146;Агент банка;20002;467;;467;;;;;252;4;;;;1;3;467;;
147;Агент коммерческий;20004;103;16;28;59;;;;56;;1;;;;1;98;5;
148;Агент по закупкам;20015;2;;2;;;;;1;;;;;;;2;;
149;Агент рекламный;20032;92;;10;82;;;;19;;;;;;;92;;
150;Агент страховой;20034;111;;111;;;;;53;3;;;;;2;111;;
151;Архивариус;20190;40;;40;;;;;39;;;;;;;40;;
152;Дежурный по этажу (гостиницы, кемпинга, пансионата);21269;34;;34;;;;;19;;;;;;1;34;;
153;Дежурный пульта управления;21271;4;;4;;;;;1;;;;;;;4;;
154;Инкассатор;22890;11;;11;;;;;3;;;;;;;11;;
155;Кассир;23369;20;19;1;;;;;7;;;;;;;20;;
156;Контролер (Сберегательного банка);23548;2;;2;;;;;1;;;;;;;2;;
157;Машинистка, работающая с иностранным текстом;24033;2;;2;;;;;1;;;;;;;2;;
158;Медицинский регистратор;24042;19;;18;1;;;;4;;;;;;;19;;
159;Младшая медицинская сестра по уходу за больными;24232;1169;25;1039;101;1;;3;767;79;2;;1;;10;1169;;
160;Младшая сестра милосердия;24234;128;;;128;;;;102;;;;;;1;128;;
161;Младший воспитатель;24236;327;2;131;192;;2;;213;2;;;;;1;325;2;
162;Младший фармацевт;24237;12;;12;;;;;7;;;;;;1;12;;
163;Оператор диспетчерской (производственно-диспетчерской) службы;25308;23;;23;;;;;4;;;;;;1;23;;
164;Оператор по обработке перевозочных документов;25337;2;;2;;;;;2;;;;;;;2;;
165;Паспортист;25474;32;;32;;;;;25;19;;;;;1;32;;
166;Портье;25627;28;;27;1;;;;17;;;;;;;28;;
167;Секретарь-машинистка;26353;395;19;247;121;8;;;337;8;1;1;;;2;354;33;8
168;Секретарь суда;26409;269;;254;15;;;;162;4;1;;1;;3;269;;
169;Секретарь учебной части;26426;1;;1;;;;;;;;;;;;1;;
170;Социальный работник;26527;65;;48;15;2;;;47;;14;11;;;;65;;
171;Счетовод;26804;14;;14;;;;;13;;;;;;;14;;
172;Учетчик;27238;32;;32;;;;;19;;;;;;;32;;
173;Чертежник;27530;1226;2;1223;1;;;;380;72;4;;3;3;5;1226;;
174;Чертежник-конструктор;27534;770;;770;;;;;246;9;2;;1;;4;770;;
175;Шифровальщик;27618;74;;74;;;;;10;7;;;;;;74;;
176;Экспедитор;27770;161;;161;;;;;81;1;3;1;2;1;3;161;;
177;Экспедитор по перевозке грузов;27772;61;;61;;;;;35;;;;;;2;61;;
178;Другие;99999;380;109;190;31;50;;;180;;11;6;2;;;377;3;
179;Кассир торгового зала;880040;39;;28;3;8;;;25;;;;;;;39;;
180;Помощник воспитателя;880187;164;99;;65;;;;102;;7;;1;;;164;;
181;Сестра-хозяйка;880190;2;2;;;;;;2;;;;;;;2;;
182;Водитель автомобиля;880193;10070;255;7527;1000;1016;272;;4113;285;15;3;11;20;53;9972;95;3
183;Водитель мототранспортных средств;880195;75;14;37;17;7;;;17;;;;;;;75;;
184;Гидрометнаблюдатель;880199;4;;4;;;;;;;;;;;;4;;
185;Монтажник каркасно-обшивных конструкций;880558;38;;;38;;;;7;;;;;;;38;;
186;Сборщик изделий электронной техники;881669;7;;7;;;;;;;;;;;;7;;
187;Художник по костюму;883780;44;;44;;;;;38;;;;;;;44;;
188;Контролер пищевой продукции;883815;50;;50;;;;;18;;;;;;1;50;;
189;Продавец непродовольственных товаров;884235;96;;78;18;;;;46;23;;;;2;1;96;;
190;Продавец продовольственных товаров;884236;69;;47;22;;;;63;;1;;;;1;69;;
191;Машинист электропоезда;884297;4;4;;;;;;;;;;;;;4;;
192;Проводник пассажирского вагона;884308;12;;12;;;;;4;;;;;;;12;;
193;Рулевой;884366;1;1;;;;;;;;;;;;;1;;
194;Водитель самоходных механизмов;884389;11;7;;;;;4;;;;;;;;11;;
195;Огранщик вставок для ювелирных и художественных изделий;884705;7;;7;;;;;4;;;;;;;7;;
196;Ювелир;884712;1;;1;;;;;1;;;;;;;1;;
197;Специалист по маникюру;884813;309;;303;6;;;;293;6;;;;;4;309;;
198;Рабочий по комплексной уборке и содержанию домовладений;884829;3;3;;;;;;;;3;;;;;3;;
199;Рабочий зеленого хозяйства;884873;227;24;186;10;7;;;123;;20;6;5;;1;226;1;
200;Вожатый;890084;2426;5;2398;23;;;;1662;58;7;;6;3;21;2426;;
201;Частный детектив;890140;154;;154;;;;;71;10;;;;;3;154;;
202;Полицейский;890141;471;;471;;;;;259;15;1;;;;;471;;
203;Санитар;890142;3;;3;;;;;;;3;1;;;;3;;
204;Оператор наземных средств управления беспилотным летательным аппаратом;890143;774;;751;23;;;;212;18;;;;2;8;774;;
205;Инструктор-проводник по пешеходному туризму и трекингу;890145;16;;16;;;;;4;;;;;;;16;;
206;Консультант в области развития цифровой грамотности населения (цифровой куратор);890166;3891;7;3868;16;;;;1741;83;16;4;12;7;28;3891;;
207;Сварщик ручной дуговой сварки плавящимся покрытым электродом;890189;22;;10;12;;;;;;;;;;;22;;
208;Секретарь-администратор;890203;65;5;42;18;;;;63;;2;1;;;2;65;;
209;;;;;;;;;;;;;;;;;;;
210;;;;;;;;;;;;;;;;;;;
211;;;;;;;;;;;;;;;;;;;
212;;;;;;;;;;;;;;;;;;;
213;;;;;;;;;;;;;;;;;;;
214;;;;;;;;;;;;;;;;;;;
215;;;;;;;;;;;;;;;;;;;
216;;;;;;;;;;;;;;;;;;;
217;;;;;;;;;;;;;;;;;;;
218;;;;;;;;;;;;;;;;;;;
219;;;;;;;;;;;;;;;;;;;
220;;;;;;;;;;;;;;;;;;;
221;;;;;;;;;;;;;;;;;;;
222;;;;;;;;;;;;;;;;;;;
223;;;;;;;;;;;;;;;;;;;
224;;;;;;;;;;;;;;;;;;;
225;;;;;;;;;;;;;;;;;;;
