;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
111;Корейский;118;62;;;;;53;9;;;;;
112;Корякский;119;184;18;23;23;16;92;12;;;;;
113;Крымско-татарский;126;14870;1764;1743;1690;1797;7030;845;1;;;;21
114;Кумыкский;129;62326;7053;7535;7042;7027;31304;2327;3;31;4;;40
115;Лакский;134;12645;1433;1510;1455;1387;6114;731;2;13;;;
116;Лезгинский;139;44919;4894;5131;5138;4922;21981;2839;2;9;3;;1
117;Латышский;138;;;;;;;;;;;;
118;Литовский;141;;;;;;;;;;;;
119;Марийский (Марийский горный);154;2521;207;202;233;252;1506;120;;;;1;
120;Лугово-восточный марийский  (Марийский луговой);142;18780;929;1768;1806;2023;11503;733;;;;18;138
121;Мокша-мордовский  (Мордовский мокша);158;15860;113;2909;3112;2758;6869;99;;;;;
122;Мордовский (Мордовский эрзя);163;16233;136;3420;3053;2810;6687;127;;;;;
123;Мансийский (Манси);151;;;;;;;;;;;;
124;Нанайский;166;501;81;73;83;66;165;11;22;;;;
125;Ненецкий;172;5123;566;537;447;496;2811;19;62;116;;69;
126;Ногайский;178;5749;636;642;658;640;2872;301;;;;;5
127;Немецкий;171;479;49;45;40;43;237;51;;14;;;
128;Новогреческий;898;;;;;;;;;;;;
129;Нивхский (на двух диалектах);175;18;13;2;2;1;;;;;;;
130;Осетинский;186;69845;7090;7577;7331;7666;34841;5327;13;;;;152
131;Польский;192;;;;;;;;;;;;
132;Рутульский;201;1332;133;125;150;147;703;74;;;;;
133;Саамский;203;;;;;;;;;;;;
134;Селькупский;208;149;21;20;9;9;79;;2;9;;;
135;Табасаранский;222;18475;1851;1966;1966;1976;9381;1335;;;;;
136;Татарский;228;290428;32833;33370;33116;33702;139534;15986;188;221;11;1467;923
137;Татский;229;132;11;15;17;13;76;;;;;;
138;Тофаларский;238;32;;14;7;11;;;;;;;
139;Тувинский;240;35398;3384;3701;3684;3651;18434;2082;180;211;8;63;384
140;Турецкий;241;;;;;;;;;;;;
141;Туркменский;242;;;;;;;;;;;;
142;Удмуртский;236;17275;1585;1661;1802;1817;9721;681;8;;;;2
143;Украинский;251;1760;111;107;186;163;1103;90;;;;;
144;Хакасский;261;7498;790;970;733;843;3587;485;;;;90;22
145;Хантыйский (на трех диалектах);262;1311;161;144;152;152;577;16;31;11;;67;2
146;Финский;256;1793;157;187;217;176;935;121;;;;;
147;Чеченский;273;319591;31003;33510;31612;33173;168744;20869;351;109;;220;279
148;Черкесский;897;6436;754;685;682;657;3234;424;;;;;
149;Чувашский;275;66177;7640;6801;7187;7761;34624;1594;215;124;;231;201
150;Чукотский;276;743;79;101;83;77;383;14;;6;;;
151;Эвенский;284;813;83;80;96;92;381;81;;;;;
152;Эскимосский;288;37;4;6;2;4;21;;;;;;
153;Эвенкийский;283;1248;100;132;138;134;679;65;;;;;
154;Эстонский;290;;;;;;;;;;;;
155;Юкагирский;293;58;3;5;4;7;30;7;;;;2;
156;Якутский;297;35965;3200;3966;3827;3736;17765;3361;1;6;;103;148
157;Агульский;004;1686;172;208;206;169;806;125;;;;;
158;Греческий;069;79;9;13;10;;41;6;;;;;
159;Китайский;114;;;;;;;;;;;;
160;Негидальский;170;;;;;;;;;;;;
161;Удэгейский;247;5;;5;;;;;;;;;
162;Ульчский;252;;;;;;;;;;;;
163;Цахурский;268;428;40;60;43;54;212;19;;;;;
164;Шорский;280;15;5;;;;10;;;;;;
165;Энецкий;286;;;;;;;;;;;;
166;Орокский (Уйльта);250;;;;;;;;;;;;
167;Телеутский;230;144;;20;27;26;71;;;;;;
168;Сойотский;998;42;;12;7;12;11;;;;;;
169;Численность обучающихся, изучающих родной (нерусский) язык факультативно или в кружках;;76149;;;;;;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
