;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);26349.01;25716.01;24809.81;17135;2150;430;582;2503;2396;16782;593
2;в том числе:       руководящие работники – всего;1781.74;1746.54;1732.89;1622;126;2;41;149;143;1589;32
3;из них:             директор;358.23;355.73;351.73;356;17;;13;18;17;356;2
4;заместители директора;1238.44;1205.49;1191.14;1079;96;2;27;113;107;1052;28
5;руководитель филиала;5;5;5;4;;;;2;2;4;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);16595.54;16302.82;15837.73;9981;1287;176;504;1470;1431;9800;278
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);13627.2;13518.13;13192.3;8206;920;109;368;1095;1069;8031;91
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3268.91;3261.41;3229.71;2510;195;54;54;273;270;2429;3
9;русского языка и литературы;1597.05;1584.51;1560.16;949;99;4;44;113;111;939;13
10;языка народов России и литературы;1.67;1.67;1.67;;;;;;;;
11;истории, экономики, права, обществознания;790.01;787.91;764.63;494;55;1;26;71;69;471;1
12;информатики;322.56;321.36;300.67;207;19;1;7;29;26;196;1
13;физики;374.96;367.24;349.45;235;26;1;11;37;35;227;8
14;математики;1359.86;1350.14;1322.9;714;109;6;51;102;99;726;10
15;химии;244.39;242.11;229.48;185;13;1;5;15;15;185;2
16;географии;370.31;368.74;355.09;237;34;;16;24;24;242;1
17;биологии;363.43;362.03;346.03;248;29;;10;42;42;239;1
18;иностранных языков;1493.41;1478.71;1459.5;961;149;8;69;173;163;936;13
19;из них:                         английского языка;1278.87;1265.39;1251.46;771;127;8;57;125;120;778;10
20;немецкого языка;151.37;148.7;144.08;140;9;;4;33;28;113;2
21;французского языка;40.11;39.06;38.73;43;3;;1;7;6;39;1
22;китайского языка;1.77;1.77;1.77;;1;;;1;1;1;
23;физической культуры;924.47;924.47;898.59;644;65;18;21;84;84;621;
24;труда (технологии);552.63;549.34;533.25;344;38;2;17;46;45;340;3
25;музыки и пения;272.52;272;259.86;174;19;3;8;24;24;171;2
26;изобразительного искусства, черчения;176.77;176.13;167.24;119;16;4;4;19;19;116;1
27;основ безопасности и защиты Родины;117.71;117.36;109.91;57;12;1;4;9;9;59;
28;основ духовно-нравственной культуры народов России;64.72;64.62;63.49;3;6;;2;;;12;
29;прочих предметов;1331.82;1288.38;1240.67;125;36;5;19;34;34;122;32
30;учителя-логопеды;282.6;250.1;228.35;162;20;2;14;15;14;165;40
31;учителя-дефектологи;149.73;134.03;123.33;83;13;;11;7;7;90;16
32;из них:                      олигофренопедагог;43.25;39;33.5;30;5;;4;;;35;3
33;тифлопедагог;;;;;;;;;;;
34;сурдопедагог;1.75;1.75;1.75;1;;;;;;1;
35;социальные педагоги;249.84;238.09;231.84;157;27;2;8;23;22;159;13
36;педагоги дополнительного образования;368.84;345.92;302.89;99;26;5;9;30;30;93;20
37;педагоги-психологи;348.78;319.13;301.24;241;49;;23;47;47;245;31
38;воспитатели;975.33;941.9;929.1;626;77;37;12;102;95;601;28
39;мастера производственного обучения;4.5;3;3;4;;;;2;2;2;
40;тьюторы;30.95;23.95;22.95;16;4;1;2;2;2;18;7
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;137.67;133.67;132.17;51;109;10;50;12;12;176;5
42;другие;420.1;394.9;370.56;336;42;10;7;135;131;220;27
43;учебно-вспомогательный персонал;1606.06;1549.61;1463.22;1147;137;39;19;171;161;1105;54
44;иной персонал;6365.67;6117.04;5775.97;4385;600;213;18;713;661;4288;229
45;из них:             ассистент (помощник);15.9;12.9;12.9;11;5;1;2;3;3;12;3
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;376.62;365.42;360.22;363;24;15;3;51;46;340;8
49;из них воспитатели;314.9;305.9;302.65;315;22;15;1;47;42;296;7
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;44.4;44.4;44.18;51;2;;;3;3;44;
51;из них учителя;39.4;39.4;39.18;40;1;;;2;2;36;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
