;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);10710;7440;6331;;54;;5;2385;1100;409;2738;1647;8;6;9121;
2;в том числе:       руководящие работники – всего;800;744;545;;19;;3;38;9;3;148;44;;;678;
3;из них:             директор;156;153;139;;11;;2;;;;37;8;;;123;
4;заместители директора;545;495;367;;6;;1;26;7;2;102;33;;;455;
5;руководитель филиала;4;4;1;;1;;;;;;1;;;;3;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);7285;6034;5671;;34;;2;1156;1042;8;2585;1596;8;6;6530;7185
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);5923;5024;4819;;30;;2;841;774;7;2350;1383;5;5;5320;5885.7
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1789;1288;1252;;1;;1;475;459;6;741;475;2;2;1780;1793.4
9;русского языка и литературы;681;650;641;;3;;;24;21;;291;154;;;669;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;352;342;327;;2;;;4;4;;133;65;1;2;263;
12;информатики;176;155;141;;;;;20;10;1;64;36;;;124;
13;физики;187;181;174;;3;;;5;5;;95;32;;;146;
14;математики;557;535;517;;1;;;17;10;;221;128;;;522;
15;химии;136;135;132;;5;;;1;1;;67;17;;;125;
16;географии;165;154;147;;1;;;10;8;;80;29;;;153;
17;биологии;179;177;173;;6;;1;2;2;;84;33;;;172;
18;иностранных языков;746;702;677;;4;;;37;32;;242;199;1;1;716;
19;из них:                         английского языка;644;601;557;;3;;;23;19;;204;158;1;1;618;
20;немецкого языка;100;88;78;;1;;;10;8;;35;30;;;94;
21;французского языка;1;1;1;;;;;;;;1;;;;1;
22;китайского языка;1;;;;;;;1;;;;;;;;
23;физической культуры;418;321;313;;1;;;95;92;;152;105;1;;260;
24;труда (технологии);208;148;124;;;;;60;44;;58;55;;;142;
25;музыки и пения;138;81;73;;;;;56;55;;56;28;;;130;
26;изобразительного искусства, черчения;72;48;45;;;;;23;20;;26;11;;;68;
27;основ безопасности и защиты Родины;74;67;45;;1;;;7;6;;20;14;;;14;
28;основ духовно-нравственной культуры народов России;9;7;7;;;;;2;2;;4;;;;9;
29;прочих предметов;36;33;31;;2;;;3;3;;16;2;;;27;
30;учителя-логопеды;115;107;102;;;;;6;6;;24;27;;;115;104
31;учителя-дефектологи;100;92;84;;;;;8;7;;13;18;;;100;81.1
32;из них:                   олигофренопедагог;9;9;9;;;;;;;;2;1;;;9;8.5
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;5;5;5;;;;;;;;1;1;;;5;5
35;социальные педагоги;117;91;73;;;;;23;18;;14;19;;;114;107
36;педагоги дополнительного образования;174;109;87;;;;;53;36;;17;7;;;121;158.3
37;педагоги-психологи;169;160;140;;2;;;6;4;;36;26;2;1;163;159
38;воспитатели;344;195;160;;;;;141;137;1;105;83;1;;299;424.8
39;мастера производственного обучения;;;;;;;;;;;;;;;;3
40;тьюторы;47;34;30;;;;;13;10;;1;4;;;43;40
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;55;43;38;;;;;9;8;;7;4;;;53;38
42;другие;241;179;138;;2;;;56;42;;18;25;;;202;208
43;учебно-вспомогательный персонал;683;315;50;;1;;;300;26;36;5;5;;;564;
44;иной персонал;1942;347;65;;;;;891;23;362;;2;;;1349;
45;из них:             ассистент (помощник);32;14;7;;;;;13;2;1;;;;;30;27
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;264;137;113;;;;;126;123;;97;70;;;263;
49;из них воспитатели;224;111;91;;;;;112;109;;86;64;;;224;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;27;26;24;;;;;1;1;;8;5;;;23;
51;из них учителя;27;26;24;;;;;1;1;;8;5;;;23;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;281;202;196;;;;;56;53;1;63;54;4;1;219;
53;из них учителя - всего;175;118;117;;;;;43;41;;39;41;1;;143;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;59;37;37;;;;;18;18;;7;14;1;;50;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;2968;2425;2299;;11;;1;393;362;1;975;650;2;1;2369;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;66;50;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;777;;;;;;;;;;;;;;;
58;из них директор;156;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;7189;;;;;;;;;;;;;;;
60;из них учителя;5893;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);;;;;;;;;;;;;;;;
62;из них женщин;;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;;;;;;;;;;;;;;;;
64;медицинские сестры;;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;5897;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;4406;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;4093;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;313;;;;;;;;;;;;;;;
