;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);1776;35;66;62;97;109;213;247;241;258;147;157;85;50;9
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);1760;35;65;60;93;108;213;247;239;256;145;155;85;50;9
3;в том числе (из строки 02) обучались:       очно;1756;35;65;60;91;108;212;247;239;255;145;155;85;50;9
4;очно-заочно;4;;;;2;;1;;;1;;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;473;30;;;23;25;37;61;52;74;55;116;;;
7;10 лет;520;;29;22;36;47;136;45;63;58;58;5;21;;
8;11 лет;266;;4;8;;3;4;106;8;8;1;31;48;45;
9;12 лет;238;5;;;10;8;18;24;111;23;14;1;10;5;9
10;13 лет;263;;32;30;24;25;18;11;5;93;17;2;6;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);16;;1;2;4;1;;;2;2;2;2;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;1;;;;;;;;;;;1;;;
13;10 лет;4;;;1;1;;;;1;1;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;4;;;;;;;;1;;2;1;;;
16;13 лет;7;;1;1;3;1;;;;1;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;16;;1;2;4;1;;;2;2;2;2;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
