;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);25135.14;24419.92;23599.23;17631;2516;666;926;2793;2682;17354;750
2;в том числе:       руководящие работники – всего;1300.55;1262.8;1256.7;1176;108;2;79;124;121;1159;36
3;из них:             директор;425.5;416;416;421;36;1;24;45;44;414;10
4;заместители директора;765.25;737.75;733.65;654;64;;51;67;66;648;25
5;руководитель филиала;8.25;8;7.5;7;3;;1;3;3;7;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);15849.66;15491.69;15085.59;10322;1440;278;772;1564;1520;10216;454
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);13316.53;13191;12859.46;8785;1161;207;646;1285;1252;8675;227
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3331.18;3321.51;3296.92;2617;288;88;127;357;349;2552;11
9;русского языка и литературы;1789.62;1784.74;1754.58;1099;136;24;74;163;159;1063;32
10;языка народов России и литературы;9.64;9.64;9.64;4;;;;;;3;
11;истории, экономики, права, обществознания;891.14;885.77;863.61;543;91;5;63;80;79;554;9
12;информатики;319.9;313.98;299.38;201;30;3;22;24;24;208;8
13;физики;392.17;386.39;367.53;248;40;3;25;32;30;258;22
14;математики;1533.47;1528.51;1512.64;845;109;8;72;110;105;853;42
15;химии;255.29;251.1;231.93;181;27;1;16;22;20;189;13
16;географии;405.14;404;396.07;291;39;3;23;37;36;295;6
17;биологии;405.92;404.08;390.95;297;31;1;19;44;43;283;6
18;иностранных языков;1478.15;1463.37;1426.41;996;135;6;94;167;163;967;37
19;из них:                         английского языка;1311.29;1297.33;1262.56;850;114;6;78;126;120;847;32
20;немецкого языка;149.45;147.57;141.53;134;14;;8;27;27;111;3
21;французского языка;13.55;13.55;13.2;8;3;;2;3;3;8;
22;китайского языка;;;;;;;;;;;
23;физической культуры;782.63;778.68;750.64;610;87;22;39;108;104;587;9
24;труда (технологии);591.91;581.93;568.61;392;57;15;27;59;59;394;14
25;музыки и пения;242.7;239.84;230.38;156;27;9;12;25;25;156;4
26;изобразительного искусства, черчения;164.88;163.82;160.1;117;13;4;5;17;17;113;1
27;основ безопасности и защиты Родины;128.21;126.11;119.43;67;13;3;6;13;13;65;4
28;основ духовно-нравственной культуры народов России;50.59;49.48;48.95;;3;1;;;;4;2
29;прочих предметов;543.99;498.05;431.69;121;35;11;22;27;26;131;7
30;учителя-логопеды;183.77;167.86;157.49;116;25;;21;17;17;124;18
31;учителя-дефектологи;49.69;44.94;42.14;20;5;1;3;3;3;22;8
32;из них:                      олигофренопедагог;11.3;11.3;10.05;6;1;;1;;;7;
33;тифлопедагог;1;1;1;;1;1;;;;1;
34;сурдопедагог;4;4;4;4;;;;;;4;
35;социальные педагоги;204.76;188.96;186.21;140;26;3;13;23;22;140;19
36;педагоги дополнительного образования;245.89;202.73;175.23;61;22;4;13;24;22;62;47
37;педагоги-психологи;278.08;247.36;238.86;189;35;4;19;28;27;195;36
38;воспитатели;803.44;732.37;725.96;614;73;36;11;106;101;582;36
39;мастера производственного обучения;2.1;1.6;1.6;2;;;;;;2;1
40;тьюторы;64.41;56.5;55.89;34;12;6;5;5;5;41;8
