;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);37298.2;36461.68;35158.15;23263;3531;824;1519;3279;3055;23515;593
2;в том числе:       руководящие работники – всего;2001.85;1955.45;1909.2;1649;175;9;111;183;167;1635;25
3;из них:             директор;368.5;351.1;344;340;24;1;16;25;23;352;10
4;заместители директора;1393.3;1341.9;1305.15;1067;120;5;78;127;115;1083;11
5;руководитель филиала;10.5;10.5;10.5;8;;;;;;8;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);25432.98;24972.72;24274.08;15408;2364;397;1278;2067;1918;15689;325
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);17850.86;17689.71;17243.53;11089;1492;238;826;1395;1298;11162;74
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4765.31;4728.03;4684.4;3550;431;144;184;407;385;3568;6
9;русского языка и литературы;2190.46;2173.61;2129.05;1262;171;6;108;166;156;1266;7
10;языка народов России и литературы;0.22;0.22;0.22;;;;;;;;
11;истории, экономики, права, обществознания;1072.31;1063.41;1032.85;658;89;6;54;93;85;650;4
12;информатики;464.67;459.56;441.14;289;38;5;20;31;29;295;1
13;физики;471.17;462.62;438.55;278;49;3;29;31;24;295;8
14;математики;1897.82;1880.06;1835.64;1025;144;13;96;116;103;1057;14
15;химии;319.32;316.17;300.47;212;23;;18;33;32;204;3
16;географии;485.23;482.2;467.11;296;45;3;32;34;34;306;
17;биологии;501.58;496.23;477.04;323;48;1;33;42;40;325;2
18;иностранных языков;2015.2;1995.42;1957.67;1313;164;4;111;166;153;1309;6
19;из них:                         английского языка;1936.13;1894.98;1863.2;1242;156;4;107;140;126;1264;6
20;немецкого языка;44.31;44.31;43.68;41;;;;12;11;29;
21;французского языка;6.91;6.91;6.91;6;;;;1;1;7;
22;китайского языка;2.16;2.16;2.16;1;1;;1;;;2;
23;физической культуры;1201.2;1191.68;1152.44;825;90;26;36;98;94;811;2
24;труда (технологии);731.4;724.42;693.67;432;68;8;39;69;62;429;5
25;музыки и пения;348.05;342.44;309.69;201;39;10;16;32;28;205;3
26;изобразительного искусства, черчения;257.85;255.95;245.6;174;29;7;15;29;28;175;2
27;основ безопасности и защиты Родины;140.41;138.7;128.15;80;26;1;16;14;13;94;2
28;основ духовно-нравственной культуры народов России;41.8;41.23;40.48;2;4;;2;;;8;
29;прочих предметов;946.86;937.76;909.36;169;34;1;17;34;32;165;9
30;учителя-логопеды;913.35;851.1;808.05;486;90;5;66;52;51;532;63
31;учителя-дефектологи;482.65;440.35;421.52;187;58;5;41;14;14;255;35
32;из них:                      олигофренопедагог;104.07;100.97;98.97;39;8;;6;3;3;53;1
33;тифлопедагог;8.58;8.08;8;1;1;;1;;;2;
34;сурдопедагог;21.6;21.6;18.1;8;3;;3;1;1;13;
35;социальные педагоги;332.23;318.63;314.63;203;38;3;24;43;39;196;10
36;педагоги дополнительного образования;832.46;811.88;728.44;254;57;11;24;48;45;264;21
37;педагоги-психологи;757.4;698.72;681.16;422;91;2;58;64;59;456;58
38;воспитатели;2633.64;2596.63;2581.16;2033;306;99;124;313;286;2013;22
39;мастера производственного обучения;1;1;1;;;;;1;1;1;
40;тьюторы;176.96;156.91;150.97;75;43;4;34;13;12;99;18
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;191.25;187.75;180;27;60;12;33;5;5;106;1
42;другие;1261.18;1220.04;1163.62;632;129;18;48;119;108;605;23
43;учебно-вспомогательный персонал;3060.21;2981;2847.85;1887;271;92;68;325;316;1834;64
44;иной персонал;6803.16;6552.51;6127.02;4319;721;326;62;704;654;4357;179
45;из них:             ассистент (помощник);91.05;71.55;67.58;44;17;4;8;9;9;64;6
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;0.04;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;2289.88;2187.15;2174.41;1923;181;58;62;211;197;1933;19
49;из них воспитатели;1661.6;1570.12;1568.37;1503;134;45;39;173;159;1498;9
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;35.46;35.35;34.64;62;5;1;2;2;2;64;
51;из них учителя;35.45;35.34;34.63;50;5;1;2;1;1;58;
;;;;;;;;;;;;
