;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);23515;15714;13684;2;72;;9;5589;2458;1358;5687;3698;30;14;20641;
2;в том числе:       руководящие работники – всего;1635;1590;1128;;23;;2;35;1;3;180;45;2;2;1396;
3;из них:             директор;352;349;331;;15;;1;1;;;62;14;;;295;
4;заместители директора;1083;1052;752;;6;;1;21;1;1;108;26;2;2;910;
5;руководитель филиала;8;8;8;;;;;;;;;;;;8;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);15689;13027;12396;2;49;;7;2574;2303;11;5504;3649;28;12;14389;12727
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);11162;9710;9346;1;43;;6;1406;1298;8;4580;2572;22;8;10063;9128.5
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3568;2664;2622;;4;;;885;847;2;1420;836;9;4;3547;3043.4
9;русского языка и литературы;1266;1222;1198;;3;;;40;36;;594;261;2;1;1235;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;650;632;612;;3;;;18;17;;311;136;;;513;
12;информатики;295;272;247;;3;;2;19;14;1;136;65;1;1;219;
13;физики;295;289;269;;4;;1;3;3;;141;57;1;;239;
14;математики;1057;1025;983;;2;;;30;28;;517;228;3;;979;
15;химии;204;203;194;;2;;;1;1;;104;38;1;1;193;
