;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);21447.42;19804.52;18357.59;13607;1465;353;599;1542;1393;13530;385
2;в том числе:       руководящие работники – всего;1092.81;1014.26;966.06;968;77;4;53;96;90;950;25
3;из них:             директор;338.9;321.9;308.5;322;12;;7;21;21;323;8
4;заместители директора;734.16;662.16;617.76;604;54;2;39;58;53;619;17
5;руководитель филиала;10.25;9.7;9.5;11;;;;2;2;7;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);13174.38;12140.69;11163.24;7606;863;127;494;910;816;7532;234
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);10678.34;9904.78;9104.02;6407;625;87;370;711;653;6263;138
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2856.43;2690.43;2491.01;1918;141;48;72;167;147;1881;11
9;русского языка и литературы;1342.55;1241.82;1148.42;799;67;6;46;85;76;779;22
10;языка народов России и литературы;1.49;1.49;1.39;;;;;;;;1
11;истории, экономики, права, обществознания;728.35;672.97;615.05;430;49;1;30;50;48;420;5
12;информатики;249.43;233.2;206.53;164;23;1;12;24;22;159;5
13;физики;321.62;294.49;264.97;217;19;;14;27;21;214;8
14;математики;1110.68;1042.82;959.77;574;61;2;38;63;60;575;30
15;химии;235.2;217.19;197.59;177;21;;12;15;13;179;4
16;географии;329.57;306.57;281.87;242;20;6;7;29;29;235;3
17;биологии;332.26;306.83;275.02;195;21;;17;25;23;192;4
18;иностранных языков;1062.22;974.47;886.71;654;93;2;67;105;97;631;22
19;из них:                         английского языка;828.94;738.72;660.06;480;72;2;52;77;70;483;21
