;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);729;21;23;11;58;47;96;85;101;87;105;90;5;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);729;21;23;11;58;47;96;85;101;87;105;90;5;;
3;в том числе (из строки 02) обучались:       очно;640;17;19;11;55;42;86;73;89;73;94;76;5;;
4;очно-заочно;49;1;3;;1;2;7;8;7;12;4;4;;;
5;заочно;40;3;1;;2;3;3;4;5;2;7;10;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;470;13;;;31;34;55;61;67;63;60;86;;;
7;10 лет;150;;16;10;22;7;25;19;18;12;14;3;4;;
8;11 лет;46;8;1;;;5;10;;12;5;5;;;;
9;12 лет;1;;;;;;;;1;;;;;;
10;13 лет;62;;6;1;5;1;6;5;3;7;26;1;1;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);;;;;;;;;;;;;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;;;;;;;;;;;;;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;;;;;;;;;;;;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
