;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 37,38);119377;74050;
2;в том числе:       руководящие работники – всего;1598;1262;
3;педагогические работники - всего (сумма строк 04, 25, 26, 30-36);76757;54864;34916.09
4;в том числе:          учителя–всего (сумма строк 05-15,19-24);52312;39236;24608.67
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;3972;3849;2484.47
6;русского языка и литературы;3249;3082;1759.29
7;языка народов России и литературы;545;496;245.44
8;истории, экономики, права, обществознания;3517;2434;1686.89
9;информатики и ИКТ;2868;1569;1132.45
10;физики;3686;2258;1830.31
11;математики;3105;2615;1744.89
12;химии;3279;2858;1419.86
13;географии;1700;1376;803.11
14;биологии;1959;1715;1000.18
15;иностранных языков;6752;6218;3147.82
16;из них:                      английского языка;4556;4180;2261.49
17;немецкого языка;1499;1367;700.36
18;французского языка;356;330;131.4
19;физической культуры;4173;1316;2482
20;трудового обучения (технологии);2798;1241;1320.62
21;музыки и пения;4002;3368;1878.3
22;изобразительного искусства, черчения;1332;1166;580.05
23;основ безопасности жизнедеятельности;857;138;389.79
24;прочих предметов;4518;3537;1938.72
25;учителя-логопеды;1447;1424;741.41
26;учителя-дефектологи;567;550;305.29
27;из них:                олигофренопедагог;107;105;47.85
28;тифлопедагог;17;16;11.7
29;сурдопедагог;8;8;4.2
30;социальные педагоги;356;323;213.28
31;педагоги дополнительного образования;14451;7843;6305.16
32;педагоги-психологи;1577;1459;870.61
33;воспитатели;1335;1069;714.95
34;мастера производственного обучения;146;58;57.6
35;тьюторы;203;159;105.46
36;другие;4363;2743;2210.45
37;учебно-вспомогательный персонал;8137;4085;
38;иной персонал;32885;13839;
39;из них:             ассистент(помощник);28;20;28.5
40;сурдопереводчик;3;;0.5
41;тифлосурдопереводчик;;;1
42;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;909;815;479.85
43;из них воспитатели;290;275;130.4
44;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;827;682;359.62
45;из них учителя;741;572;317.62
46;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;3436;;
47;Из общей численности мастеров производственного обучения (из строки 34 графы 3) - работники организаций – всего;22;;
48;Из общей численности учителей-дефектологов (стр.26 гр.3) - учителя, имеющие специальное дефектологическое образование;228;;
49;Справка 3. Кроме того (кроме строки 01), численность медицинских работников (сумма строк 51-52) (чел);7041;;
50;из них женщин (чел);6426;;
51;в том числе:          врачи всех специальностей (чел);2501;;
52;медицинские сестры (чел);4540;;
53;.Из строки 04 графы 3 – численность учителей, использующих в учебном процессе персональные компьютеры (чел);27788;;
