;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);12026;7821;6962;;41;;3;2478;1035;904;2192;1797;3;20;10361;
2;в том числе:       руководящие работники – всего;868;834;704;;14;;2;26;4;5;225;108;;4;765;
3;из них:             директор;331;323;298;;6;;1;2;2;;93;41;;2;261;
4;заместители директора;536;496;381;;7;;;24;2;5;124;59;;1;501;
5;руководитель филиала;;;;;;;;;;;;;;;;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);7737;6541;6168;;23;;1;1117;982;10;1964;1683;3;16;6986;5195.8
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);6808;5890;5613;;20;;1;861;775;8;1840;1516;3;15;6107;4567.5
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2251;1725;1692;;;;;508;486;3;565;528;;8;2229;1558.4
9;русского языка и литературы;838;803;789;;3;;;27;27;;261;195;1;2;823;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;427;409;393;;3;;;14;11;;143;86;;;322;
12;информатики;151;137;105;;;;;13;5;1;44;31;1;;112;
13;физики;207;206;197;;1;;;1;1;;76;40;;;169;
14;математики;668;642;613;;2;;;21;18;;185;156;;2;631;
15;химии;163;161;150;;2;;;2;1;;61;39;;;150;
16;географии;179;175;164;;2;;;1;;;65;42;;1;160;
17;биологии;210;205;192;;4;;1;5;5;;73;51;1;1;197;
18;иностранных языков;776;754;732;;1;;;17;15;;143;149;;1;735;
19;из них:                         английского языка;696;662;637;;1;;;15;13;;115;130;;1;658;
20;немецкого языка;61;58;57;;;;;2;2;;20;15;;;58;
21;французского языка;15;15;15;;;;;;;;7;3;;;15;
22;китайского языка;2;2;2;;;;;;;;;;;;2;
23;физической культуры;456;304;292;;;;;146;131;;96;120;;;217;
24;труда (технологии);227;174;137;;;;;48;28;4;66;35;;;153;
25;музыки и пения;93;57;46;;1;;;35;30;;19;17;;;88;
26;изобразительного искусства, черчения;79;60;52;;;;;19;14;;22;13;;;73;
27;основ безопасности и защиты Родины;54;52;35;;1;;;2;1;;15;9;;;20;
28;основ духовно-нравственной культуры народов России;5;4;4;;;;;1;1;;2;1;;;5;
29;прочих предметов;24;22;20;;;;;1;1;;4;4;;;23;
30;учителя-логопеды;70;69;67;;1;;;;;;16;11;;;70;47.9
31;учителя-дефектологи;24;23;23;;;;;1;1;;6;6;;;24;20
32;из них:                   олигофренопедагог;4;4;4;;;;;;;;2;1;;;4;3
33;тифлопедагог;1;1;1;;;;;;;;1;;;;1;1
34;сурдопедагог;4;4;4;;;;;;;;1;3;;;4;3.5
35;социальные педагоги;84;68;55;;;;;15;11;;11;8;;;79;52.9
