;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 40,41);3448;2023;1792.6
2;в том числе:       руководящие работники – всего;37;30;21.5
3;педагогические работники - всего (сумма строк 04, 27, 28, 32-39);2376;1604;1289.8
4;в том числе:          учителя–всего (сумма строк 05-15, 20-26);1284;926;747.2
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;55;54;42.5
6;русского языка и литературы;81;79;66.7
7;языка народов России и литературы;1;1;0.5
8;истории, экономики, права, обществознания;72;49;45
9;информатики;83;43;40.7
10;физики;81;53;47.4
11;математики;82;73;62
12;химии;79;69;43.3
13;географии;36;31;20.3
14;биологии;59;50;34.7
15;иностранных языков;138;126;86.2
16;из них:                      английского языка;118;106;80
17;немецкого языка;14;14;4
18;французского языка;;;
19;китайского языка;1;1;0.4
20;физической культуры;100;24;67.6
21;труда (технологии);86;41;47.6
22;музыки и пения;74;61;46.2
23;изобразительного искусства, черчения;15;15;8.3
24;основ безопасности и защиты Родины;18;1;8.1
25;основ духовно-нравственной культуры народов России;2;2;0.7
26;прочих предметов;222;154;94.4
27;учителя-логопеды;82;82;51.1
28;учителя-дефектологи;49;47;35.4
29;из них:                олигофренопедагог;29;27;17.3
30;тифлопедагог;1;1;0.4
31;сурдопедагог;;;1.2
32;социальные педагоги;23;22;11.6
33;педагоги дополнительного образования;649;316;282.4
34;педагоги-психологи;78;73;39.8
35;воспитатели;29;26;18.1
36;мастера производственного обучения;7;3;3.7
37;тьюторы;14;13;7.5
38;советники директора по воспитанию и взаимодействию          с детскими общественными объединениям;14;13;8
39;другие;147;83;74.1
40;учебно-вспомогательный персонал;174;95;87.5
41;иной персонал;861;294;446
42;из них:             ассистент(помощник);2;2;2
43;сурдопереводчик;1;1;0.5
44;тифлосурдопереводчик;;;
45;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;10;10;3.2
46;из них воспитатели;3;3;0.4
47;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;3;3;2.3
48;из них учителя;3;3;2.3
49;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;77;;
50;Из общей численности мастеров производственного обучения (из строки 36 графы 3) - работники организаций – всего;;;
51;Из общей численности учителей-дефектологов (стр.28 гр.3) - учителя, имеющие специальное дефектологическое образование;22;;
52;Справочно. Код по ОКЕИ: человек – 792  Кроме того (кроме строки 01), численность медицинских работников (сумма строк 54-55);67;;
53;из них женщин;58;;
54;в том числе:          врачи всех специальностей;42;;
55;медицинские сестры;25;;
56;.Из строки 04 графы 3 – численность учителей, использующих в учебном процессе персональные компьютеры;795;;
