;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);18971;11145;10006;;21;1;5;4032;1363;2398;3123;1548;;14;16215;
2;в том числе:       руководящие работники – всего;1410;1375;1110;;6;;2;30;7;5;310;75;;2;1259;
3;из них:             директор;350;346;329;;3;;;3;2;;82;19;;1;313;
4;заместители директора;915;895;736;;3;;2;18;5;2;225;55;;1;813;
5;руководитель филиала;4;4;3;;;;;;;;;;;;3;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);10336;8956;8773;;15;;3;1372;1263;2;2810;1471;;12;9426;9159.7
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);8169;7246;7172;;11;;2;921;887;;2540;1237;;9;7431;7093.1
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2516;1944;1932;;;;;570;565;;765;365;;4;2503;2225
9;русского языка и литературы;931;901;898;;1;;;30;30;;343;122;;;920;
10;языка народов России и литературы;10;8;8;;;;;2;2;;6;1;;;10;
11;истории, экономики, права, обществознания;507;495;488;;3;;1;12;12;;187;76;;;424;
12;информатики;190;172;170;;;;;18;14;;65;29;;;153;
13;физики;226;225;223;;2;;1;1;1;;64;41;;;184;
14;математики;737;722;718;;1;;;15;13;;223;124;;1;701;
15;химии;160;160;160;;1;;;;;;56;27;;;152;
16;географии;240;235;233;;;;;5;5;;83;36;;1;213;
17;биологии;217;212;211;;;;;5;5;;74;36;;;206;
18;иностранных языков;836;808;793;;2;;;28;28;;209;149;;1;800;
19;из них:                         английского языка;804;776;755;;1;;;28;28;;195;145;;1;771;
20;немецкого языка;7;7;7;;;;;;;;;1;;;7;
21;французского языка;2;2;2;;;;;;;;1;;;;2;
22;китайского языка;10;8;8;;;;;;;;4;1;;;8;
23;физической культуры;660;591;587;;1;;;69;63;;229;113;;2;433;
24;труда (технологии);392;320;313;;;;;72;65;;103;62;;;283;
25;музыки и пения;146;96;94;;;;;50;47;;32;16;;;141;
26;изобразительного искусства, черчения;151;136;132;;;;;15;14;;54;19;;;142;
27;основ безопасности и защиты Родины;114;105;100;;;;;9;5;;28;8;;;38;
28;основ духовно-нравственной культуры народов России;;;;;;;;;;;;;;;;
29;прочих предметов;136;116;112;;;;;20;18;;19;13;;;128;
30;учителя-логопеды;218;216;211;;;;;2;2;;49;39;;1;217;208
31;учителя-дефектологи;110;109;108;;;;;1;1;;27;18;;;107;107
32;из них:                   олигофренопедагог;67;66;66;;;;;1;1;;14;14;;;65;61
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;14;14;14;;;;;;;;13;1;;;14;14
35;социальные педагоги;193;162;155;;;;;31;25;;16;19;;;190;171.5
36;педагоги дополнительного образования;290;218;181;;1;;1;72;54;;32;20;;;196;247.4
37;педагоги-психологи;309;304;294;;;;;5;4;;70;44;;2;298;285.5
38;воспитатели;533;320;304;;;;;210;189;;53;62;;;522;513.4
39;мастера производственного обучения;11;4;3;;;;;6;1;;1;1;;;4;9
40;тьюторы;90;70;64;;;;;20;18;;1;2;;;89;87
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;69;58;57;;;;;11;10;;2;5;;;62;55.5
42;другие;344;249;224;;3;;;93;72;2;19;24;;;310;322
43;учебно-вспомогательный персонал;790;276;62;;;;;303;61;166;3;2;;;714;
44;иной персонал;6435;538;61;;;1;;2327;32;2225;;;;;4816;
45;из них:             ассистент (помощник);37;5;4;;;;;16;1;14;;;;;34;34
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;250;139;136;;;;;107;94;;14;28;;;249;
49;из них воспитатели;214;108;106;;;;;104;91;;11;23;;;214;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;67;64;63;;1;;;3;2;;20;9;;;58;
51;из них учителя;67;64;63;;1;;;3;2;;20;9;;;58;
