;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
38;воспитатели;1150;56;55;98;90;157;154;216;203;192;177;135;129;109;104;61;58;59;50;67;58
39;мастера производственного обучения;14;;;1;;;;2;1;1;;1;;1;;3;;1;;4;1
40;тьюторы;81;5;4;5;5;15;14;17;15;13;13;8;8;6;6;5;4;4;4;3;2
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;294;15;13;45;40;59;56;73;69;48;46;27;23;13;11;9;8;4;1;1;1
42;другие;1047;66;54;107;89;132;114;178;149;149;106;105;75;76;57;74;61;82;63;78;48
43;учебно-вспомогательный персонал;3357;193;155;277;211;438;344;529;423;399;310;356;283;326;248;306;214;278;174;255;169
44;иной персонал;18723;404;282;748;502;1501;1024;2042;1413;2389;1630;2680;1857;2827;1900;2779;1763;1984;1038;1369;623
45;из них:             ассистент (помощник);6;;;;;2;2;1;1;2;;1;1;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;107;7;7;19;17;20;19;23;23;17;13;9;8;5;5;2;2;2;2;3;3
49;из них воспитатели;96;6;6;18;16;20;19;21;21;12;8;8;7;5;5;2;2;2;2;2;2
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;1;;;;;;;;;;;;;;;;;;;1;
51;из них учителя;1;;;;;;;;;;;;;;;;;;;1;
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
