;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);19312.97;18887.39;18519.38;15442;1982;357;629;2027;1886;15397;348
2;в том числе:       руководящие работники – всего;1241.02;1199.42;1190.37;1109;129;7;68;147;134;1089;38
3;из них:             директор;284.74;264.74;261.74;275;18;1;7;27;25;265;21
4;заместители директора;825.58;806.33;801.58;724;97;5;56;102;94;718;13
5;руководитель филиала;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);11265.94;11062.74;10832.33;8166;1122;135;524;1048;998;8256;176
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8996.09;8911.08;8746.84;6619;785;79;390;775;750;6634;83
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2260.12;2256.13;2238.37;1978;176;31;80;205;194;1952;6
9;русского языка и литературы;1213.55;1205.59;1194.89;832;88;2;50;77;76;841;8
10;языка народов России и литературы;144.54;143.14;141.91;116;9;;4;11;11;109;3
11;истории, экономики, права, обществознания;602.15;597.76;592.12;404;57;1;33;50;47;416;3
12;информатики;208.4;203.35;196.16;155;19;3;9;21;21;156;3
13;физики;269.7;260.63;249.92;196;26;;11;36;36;181;11
14;математики;951.28;947.51;937.23;615;95;3;52;73;73;632;7
15;химии;171.49;167.78;155.3;138;23;;13;23;23;143;6
16;географии;270.69;268.35;261.21;197;20;;11;23;23;196;3
17;биологии;270.87;267.53;259.84;184;30;3;17;15;14;194;3
18;иностранных языков;987.85;973.73;952.06;685;88;6;50;93;90;682;14
19;из них:                         английского языка;901.41;883.29;865.82;604;81;5;43;77;74;609;11
20;немецкого языка;60.8;58.8;55.57;59;1;;1;9;9;52;2
21;французского языка;25.64;25.64;24.67;21;2;;2;3;3;21;
22;китайского языка;;;;;;;;;;;
23;физической культуры;560.94;559.58;553.99;442;41;6;23;42;41;444;1
24;труда (технологии);395.92;393.12;382.31;293;41;7;14;45;45;295;5
25;музыки и пения;147.41;147.33;141.99;112;14;7;3;20;20;107;2
26;изобразительного искусства, черчения;111.07;111.07;107.4;93;8;3;2;9;8;92;2
27;основ безопасности и защиты Родины;127.38;120.6;118.46;93;11;2;7;16;14;87;6
28;основ духовно-нравственной культуры народов России;30.79;30.69;29.31;1;4;;3;1;;6;
29;прочих предметов;271.94;257.19;234.37;85;35;5;8;15;14;101;
30;учителя-логопеды;108.25;101.95;96.74;73;11;;7;5;5;77;5
31;учителя-дефектологи;37.33;30.33;29.83;27;5;;4;5;5;27;8
32;из них:                      олигофренопедагог;1;;;;;;;;;;1
33;тифлопедагог;;;;;;;;;;;
