;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);25238.27;23555.81;22123.63;16076;1959;465;749;1936;1772;16099;324
2;в том числе:       руководящие работники – всего;1217.6;1163.78;1134.93;1086;76;;41;98;87;1055;19
3;из них:             директор;286;272;267;269;13;;6;17;16;272;7
4;заместители директора;778.95;741.63;724.38;646;56;;32;64;56;643;10
5;руководитель филиала;87.35;84.35;83.85;84;3;;2;8;7;86;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);15173.27;14276.27;13425.07;9253;1167;179;650;1078;997;9340;84
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);12045.29;11489.19;10869.64;7766;845;113;499;835;776;7774;37
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2940.56;2815.36;2732.31;2333;185;38;94;222;203;2300;2
9;русского языка и литературы;1552.12;1479.57;1405.75;973;96;8;60;82;75;983;7
10;языка народов России и литературы;2.6;2.6;2.22;;;;;;;;
11;истории, экономики, права, обществознания;740.22;709.45;668.59;492;62;7;38;57;56;495;1
12;информатики;308.8;286.41;266.77;203;29;1;19;25;23;210;1
13;физики;374.44;353.27;331.15;267;24;1;15;25;25;268;3
14;математики;1324.74;1261.56;1205.33;773;94;5;61;73;63;790;8
15;химии;242.15;225.71;203.31;189;16;;9;18;18;192;2
16;географии;350.1;330.98;307.09;238;24;4;14;17;16;246;1
17;биологии;362.14;345.58;320.59;245;23;3;14;22;22;242;
18;иностранных языков;1253.7;1203.63;1136.94;841;125;7;92;137;129;827;6
19;из них:                         английского языка;1160.93;1107.68;1047.85;768;111;6;81;115;108;767;4
20;немецкого языка;56.86;54.75;52.17;45;5;1;2;7;7;42;
21;французского языка;18.55;17.95;13.77;19;1;;1;6;4;15;
22;китайского языка;1.97;1.97;1.97;1;1;;;;;2;
23;физической культуры;735.35;705.17;651.97;493;67;19;26;56;52;505;2
24;труда (технологии);468.5;444.27;413.79;309;34;4;21;43;40;296;1
25;музыки и пения;231.26;218.36;194.62;141;15;6;8;20;19;137;2
26;изобразительного искусства, черчения;174.58;165.23;152.02;113;14;5;5;16;14;112;
27;основ безопасности и защиты Родины;159.69;144.26;131.54;94;18;2;10;8;7;106;1
28;основ духовно-нравственной культуры народов России;49.95;45.4;41.27;2;4;;2;1;1;7;
29;прочих предметов;774.39;752.38;704.38;60;15;3;11;13;13;58;
30;учителя-логопеды;173.54;150.24;138.2;98;18;;13;10;10;101;6
31;учителя-дефектологи;96.3;79.1;76;47;9;1;8;5;5;52;3
32;из них:                      олигофренопедагог;14.5;13;11.5;6;2;;2;;;9;
33;тифлопедагог;9.5;9.5;9.5;9;;;;;;8;
34;сурдопедагог;;;;8;1;;1;1;1;8;
35;социальные педагоги;174.37;150.27;140.55;89;12;3;5;10;9;91;8
36;педагоги дополнительного образования;443.83;380.65;319.57;124;32;8;12;27;22;126;4
37;педагоги-психологи;276.64;249.89;229.75;165;35;1;24;28;28;173;3
38;воспитатели;1186.28;1099.57;1033.22;715;98;32;37;102;91;703;5
39;мастера производственного обучения;5.05;2.85;2.85;1;;;;1;1;;1
40;тьюторы;117.65;76.75;73.25;30;15;8;4;10;10;34;12
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;113;108.3;104.8;28;67;9;35;8;8;109;
42;другие;541.32;489.46;437.24;190;36;4;13;42;37;177;5
43;учебно-вспомогательный персонал;1250.65;1156.9;1062.7;818;70;25;21;111;109;742;7
44;иной персонал;7596.75;6958.86;6500.93;4919;646;261;37;649;579;4962;214
45;из них:             ассистент (помощник);12.15;6;6;6;2;1;;3;3;5;5
46;сурдопереводчик;1.5;;;1;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;239.65;223.11;219.85;197;12;6;1;10;8;212;
49;из них воспитатели;206.45;191.75;187.4;163;10;6;1;10;8;194;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;13.15;13.15;10.15;13;;;;;;10;
51;из них учителя;10.6;10.6;7.6;9;;;;;;9;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
