;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);30137;17437;16292;2;84;;10;7193;2771;3360;6725;7781;;3;25516;
2;в том числе:       руководящие работники – всего;2165;2106;1881;1;32;;3;50;22;4;531;303;;1;1884;
3;из них:             директор;777;769;762;1;17;;1;5;5;;205;141;;1;630;
4;заместители директора;1342;1291;1071;;15;;2;41;15;4;309;147;;;1214;
5;руководитель филиала;37;35;35;;;;;2;2;;5;9;;;31;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);17259;14414;14195;1;51;;7;2752;2587;28;6185;7455;;2;15681;13723.2
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);14911;12731;12605;1;44;;5;2115;2019;16;5731;6551;;2;13484;11823.5
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4600;3400;3383;;1;;;1190;1182;4;1727;2083;;1;4584;3766
9;русского языка и литературы;1867;1779;1774;;7;;;74;71;1;856;770;;;1848;
10;языка народов России и литературы;21;17;17;;;;;4;4;;9;9;;;21;
11;истории, экономики, права, обществознания;1017;978;967;1;10;;1;36;29;1;400;428;;;844;
12;информатики;349;320;313;;2;;;23;19;2;156;146;;;291;
13;физики;442;426;420;;4;;2;16;13;;187;190;;;353;
14;математики;1483;1390;1373;;4;;1;87;81;1;526;706;;;1406;
15;химии;329;323;319;;2;;;2;2;1;150;122;;;311;
16;географии;516;489;485;;1;;;27;25;;215;227;;;476;
17;биологии;484;467;464;;1;;;16;12;;210;193;;;459;
18;иностранных языков;1499;1400;1384;;7;;1;89;83;1;459;701;;1;1451;
19;из них:                         английского языка;1288;1211;1193;;6;;1;68;65;1;395;576;;1;1244;
20;немецкого языка;192;169;166;;;;;21;18;;45;114;;;189;
21;французского языка;18;18;18;;1;;;;;;16;2;;;17;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;1037;785;777;;3;;;243;232;4;416;399;;;484;
24;труда (технологии);510;382;367;;;;;128;102;;170;247;;;353;
25;музыки и пения;245;145;140;;2;;;99;89;1;89;101;;;233;
26;изобразительного искусства, черчения;171;136;135;;;;;35;33;;55;73;;;165;
27;основ безопасности и защиты Родины;217;189;184;;;;;27;23;;75;96;;;87;
28;основ духовно-нравственной культуры народов России;14;11;10;;;;;3;3;;4;3;;;13;
29;прочих предметов;110;94;93;;;;;16;16;;27;57;;;105;
30;учителя-логопеды;153;146;143;;1;;;7;7;;40;49;;;153;121.3
31;учителя-дефектологи;38;35;34;;;;;3;3;;15;13;;;38;29.3
32;из них:                   олигофренопедагог;10;9;9;;;;;1;1;;1;4;;;10;9
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;9;8;8;;;;;;;;6;1;;;9;9
35;социальные педагоги;246;205;197;;2;;1;40;38;1;60;97;;;241;185.1
36;педагоги дополнительного образования;57;41;32;;;;;16;11;;10;16;;;31;59.5
37;педагоги-психологи;371;357;348;;3;;1;12;11;2;109;134;;;368;284.1
38;воспитатели;815;422;400;;;;;379;342;3;119;391;;;774;570.4
39;мастера производственного обучения;11;6;4;;;;;4;4;1;2;4;;;3;8.7
40;тьюторы;36;24;24;;1;;;12;12;;1;10;;;34;20.5
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;114;89;84;;;;;25;22;;12;28;;;114;78.7
42;другие;507;358;324;;;;;139;118;5;86;162;;;441;401.5
43;учебно-вспомогательный персонал;1238;387;144;;1;;;553;107;189;9;14;;;1121;
44;иной персонал;9475;530;72;;;;;3838;55;3139;;9;;;6830;
45;из них:             ассистент (помощник);3;1;;;;;;2;2;;;;;;3;25.2
46;сурдопереводчик;;;;;;;;;;;;;;;;22.2
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;6.3
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;442;200;195;;;;;228;215;2;43;211;;;442;
49;из них воспитатели;409;179;174;;;;;220;208;2;39;186;;;409;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;30;28;27;;;;;2;1;;4;18;;;25;
51;из них учителя;28;25;25;;;;;2;1;;4;18;;;22;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;357;311;306;;;;;34;31;;96;125;;;234;
53;из них учителя - всего;248;214;210;;;;;29;26;;73;102;;;178;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;61;46;46;;;;;12;10;;22;18;;;45;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;622;509;506;;;;;74;67;;195;289;;;481;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;17;16;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;1548;;;;;;;;;;;;;;;
58;из них директор;601;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;13901;;;;;;;;;;;;;;;
60;из них учителя;12115;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);30;;;;;;;;;;;;;;;
62;из них женщин;29;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;4;;;;;;;;;;;;;;;
64;медицинские сестры;26;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;12336;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;11104;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;10247;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;857;;;;;;;;;;;;;;;
