;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);23092.29;21338.24;19312.64;16255;1947;513;855;2200;2030;16002;665
2;в том числе:       руководящие работники – всего;1170.43;1099.8;1050.5;1039;80;2;51;129;114;981;36
3;из них:             директор;284.61;263.61;252.61;274;16;;10;28;26;277;9
4;заместители директора;817.62;757.99;698.56;698;57;2;35;89;77;670;25
5;руководитель филиала;40;37.5;36.5;18;;;;1;1;15;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);15318.97;14146.52;12607.78;9907;1216;243;731;1273;1214;9875;421
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);12327.04;11562.58;10296.93;7983;910;172;565;956;915;7967;259
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3040.54;2933.33;2609.37;2339;230;78;111;231;223;2345;13
9;русского языка и литературы;1456.89;1369.14;1231.38;939;100;7;77;99;95;952;20
10;языка народов России и литературы;;;;;;;;;;;
11;истории, экономики, права, обществознания;771.7;732.61;665.94;521;69;3;53;71;67;525;13
12;информатики;342.19;319.58;280.77;228;29;8;14;33;32;221;14
13;физики;362.76;336.49;299.01;245;31;3;24;35;34;242;18
14;математики;1265.64;1195.1;1070.85;764;98;11;70;89;85;772;28
15;химии;261.85;241.65;214.78;194;18;1;14;25;24;188;7
16;географии;338.34;316.39;277.26;221;24;3;18;31;31;213;9
17;биологии;366.15;347.55;314.44;252;25;;21;30;27;247;5
18;иностранных языков;1279.27;1195.81;1083.9;874;113;10;78;127;121;864;50
19;из них:                         английского языка;1146.98;1050.41;936.11;746;94;9;63;100;97;760;39
20;немецкого языка;104.04;93.19;89.52;110;8;;7;15;14;97;5
21;французского языка;5;5;5;5;1;;1;3;3;5;
22;китайского языка;;;;;;;;;;;
23;физической культуры;801.55;761.94;683.28;573;72;21;37;79;76;567;10
24;труда (технологии);506.3;465.28;408.68;349;30;7;13;38;38;344;13
25;музыки и пения;243.19;224.03;203.53;169;16;4;8;26;23;161;5
26;изобразительного искусства, черчения;183.27;172.24;144.98;122;19;4;12;14;13;122;4
27;основ безопасности и защиты Родины;130.45;117.55;104.92;79;10;2;7;11;11;77;7
28;основ духовно-нравственной культуры народов России;32.71;30.71;26.17;4;3;;2;;;8;
29;прочих предметов;944.24;803.18;677.67;110;23;10;6;17;15;119;43
30;учителя-логопеды;295.15;263.3;235.16;222;28;;21;28;28;222;20
31;учителя-дефектологи;79.85;61.35;50.6;49;12;1;6;5;5;54;7
32;из них:                      олигофренопедагог;22.75;18.25;14;16;1;;1;3;3;14;2
33;тифлопедагог;;;;;;;;;;;
34;сурдопедагог;;;;2;2;;2;;;2;
35;социальные педагоги;153.05;137.15;128.9;113;18;4;13;18;18;115;10
36;педагоги дополнительного образования;749.63;630.46;515.4;292;46;16;23;45;42;290;26
37;педагоги-психологи;406.77;351.62;322.24;291;62;4;39;47;45;309;34
38;воспитатели;637.13;561.12;526.21;574;45;20;11;97;88;515;19
39;мастера производственного обучения;5;5;5;9;1;1;;;;5;
40;тьюторы;91.85;69.7;64.55;66;17;4;9;12;12;67;16
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;102.4;94.4;90.4;40;24;5;17;4;3;76;7
42;другие;471.1;409.84;372.39;268;53;16;27;61;58;255;23
43;учебно-вспомогательный персонал;1471.02;1351.77;1228.77;1066;137;43;49;175;157;1035;33
44;иной персонал;5131.87;4740.15;4425.59;4243;514;225;24;623;545;4111;175
45;из них:             ассистент (помощник);1.45;1.45;0.5;;1;;1;;;1;
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;302.91;283.34;271.58;290;10;5;;33;31;288;6
49;из них воспитатели;261.17;242.67;235.29;243;6;3;;26;24;255;3
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;64.21;62.04;52.13;48;5;;5;4;4;69;1
51;из них учителя;60.04;59.04;49.13;41;4;;4;4;4;64;1
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
