;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;"Всего  (сумма граф 4-6; сумма граф 7-9)";Из графы 3 обучающихся по образовательным программам начального общего образования (1–4 классы);Из графы 3 обучающихся по образовательным программам основного общего образования (5–9 классы);Из графы 3 обучающихся по образовательным программам среднего общего образования (10–11(12) классы);Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, углубленно изучающих  учебные предметы - всего;23869;2662;14200;7007;23610;242;17
2;из них:        русский язык;1444;32;1266;146;1443;;1
3;литературное чтение;11;11;;;11;;
4;родной язык и (или) государственный язык       республики Российской Федерации;8;;;8;8;;
5;литературное чтение на родном языке;4;4;;;4;;
6;окружающий мир;29;29;;;29;;
7;математика;9431;1336;5009;3086;9430;1;
8;изобразительное искусство;780;373;407;;780;;
9;музыка;424;256;168;;424;;
10;труд (технология);1259;17;1242;;1259;;
11;физическая культура;182;164;;18;182;;
12;литература;1117;;454;663;1115;1;1
13;родная литература;;;;;;;
14;иностранный язык;2514;713;1394;407;2514;;
15;из них:              английский;2278;713;1168;397;2278;;
16;немецкий;367;;357;10;367;;
17;французский;;;;;;;
18;испанский;;;;;;;
19;другие европейские языки;;;;;;;
20;китайский;;;;;;;
21;другие восточные языки;;;;;;;
22;информатика;4190;;2746;1444;4190;;
23;история;1682;;491;1191;1582;84;16
24;обществознание;3379;;541;2838;3223;156;
25;география;860;;343;517;797;63;
26;физика;2726;;1683;1043;2726;;
27;химия;2015;;1242;773;2015;;
28;биология;3316;;2108;1208;3215;85;16
29;основы безопасности и защиты Родины;490;;480;10;490;;
