;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 40,41);1017;586;306.4
2;в том числе:       руководящие работники – всего;15;9;9.7
3;педагогические работники - всего (сумма строк 04, 27, 28, 32-39);509;364;149.9
4;в том числе:          учителя–всего (сумма строк 05-15, 20-26);349;253;110.4
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;29;29;15.7
6;русского языка и литературы;24;19;9.8
7;языка народов России и литературы;;;
8;истории, экономики, права, обществознания;15;11;6.4
9;информатики;18;7;1.8
10;физики;26;17;10.4
11;математики;35;29;14.5
12;химии;17;16;4.2
13;географии;10;9;3.1
14;биологии;14;11;3.5
15;иностранных языков;37;33;10.5
16;из них:                      английского языка;33;30;9.2
17;немецкого языка;3;3;1.3
18;французского языка;;;
19;китайского языка;;;
20;физической культуры;34;8;11.6
21;труда (технологии);17;7;7.5
22;музыки и пения;25;24;4.9
23;изобразительного искусства, черчения;7;7;2.9
24;основ безопасности и защиты Родины;10;2;2.3
25;основ духовно-нравственной культуры народов России;2;1;1
26;прочих предметов;29;23;12
27;учителя-логопеды;17;16;7.5
28;учителя-дефектологи;4;4;1.5
29;из них:                олигофренопедагог;;;
30;тифлопедагог;;;
31;сурдопедагог;1;1;
32;социальные педагоги;3;2;0.5
33;педагоги дополнительного образования;89;48;25.8
34;педагоги-психологи;13;13;3.3
35;воспитатели;5;5;1.5
36;мастера производственного обучения;;;
37;тьюторы;4;4;1.2
38;советники директора по воспитанию и взаимодействию          с детскими общественными объединениям;2;2;0.4
39;другие;23;17;7.3
40;учебно-вспомогательный персонал;146;67;52.4
41;иной персонал;347;146;115.2
42;из них:             ассистент(помощник);;;
43;сурдопереводчик;;;
44;тифлосурдопереводчик;;;
45;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;5;5;1
46;из них воспитатели;1;1;0.5
47;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;2;;0.5
48;из них учителя;2;;
49;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;32;;
50;Из общей численности мастеров производственного обучения (из строки 36 графы 3) - работники организаций – всего;;;
51;Из общей численности учителей-дефектологов (стр.28 гр.3) - учителя, имеющие специальное дефектологическое образование;1;;
52;Справочно. Код по ОКЕИ: человек – 792  Кроме того (кроме строки 01), численность медицинских работников (сумма строк 54-55);19;;
53;из них женщин;17;;
54;в том числе:          врачи всех специальностей;7;;
55;медицинские сестры;12;;
56;.Из строки 04 графы 3 – численность учителей, использующих в учебном процессе персональные компьютеры;91;;
