;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);42407.38;40453.78;38758.92;27052;3889;747;1341;4359;4127;26582;1451
2;в том числе:       руководящие работники – всего;1115.64;1064.61;1046.63;1040;81;1;56;116;111;994;44
3;из них:             директор;674.39;638.89;632.9;640;34;1;21;45;44;636;26
4;заместители директора;414.85;394.57;381.19;365;45;;33;63;60;346;15
5;руководитель филиала;4.8;4.55;4.55;4;;;;1;1;2;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);32434.28;31128.48;29815.75;18977;2639;412;1225;2836;2718;18801;955
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);25521.02;24943.64;24032.45;16000;1968;296;978;2246;2160;15731;489
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;6266.16;6175.83;6089.04;4894;520;160;183;614;594;4769;69
9;русского языка и литературы;3397.45;3332.23;3245.71;2017;223;9;124;254;252;1989;52
10;языка народов России и литературы;9.54;9.54;8.34;;;;;1;1;;
11;истории, экономики, права, обществознания;1744.98;1716.91;1657.74;1075;132;9;84;146;139;1056;20
12;информатики;479.97;467.72;438.83;313;46;7;19;50;46;307;19
13;физики;792.86;766.93;723.86;497;62;2;36;71;67;489;38
14;математики;2869.97;2803.92;2703.51;1519;222;12;131;229;217;1522;83
15;химии;485.15;465.4;429.78;345;45;3;29;59;56;333;22
16;географии;797.69;783.68;751.25;548;63;3;35;87;85;532;12
17;биологии;788.4;767.9;732.16;498;75;3;48;73;70;502;13
18;иностранных языков;2662.85;2594.16;2508.29;1726;239;16;142;256;247;1713;72
19;из них:                         английского языка;2283.67;2215.34;2134.64;1457;201;11;114;214;207;1451;61
20;немецкого языка;330.13;321.72;307.56;226;30;4;22;28;27;223;8
21;французского языка;29.66;28.66;27.66;27;1;;1;3;3;27;
22;китайского языка;1.34;1.34;1.34;;2;;1;;;2;
23;физической культуры;1588.83;1555.74;1501.24;1116;142;40;58;180;174;1075;28
24;труда (технологии);1053.13;1031.07;994.51;667;66;12;33;87;81;646;17
25;музыки и пения;444.08;426.93;398.26;278;46;12;18;48;46;280;13
26;изобразительного искусства, черчения;274.08;266.18;247.21;158;20;;9;27;27;151;4
27;основ безопасности и защиты Родины;283.15;268.92;250.78;156;36;4;23;30;26;165;10
28;основ духовно-нравственной культуры народов России;95.76;93.14;81.16;2;1;;1;;;4;
29;прочих предметов;1486.97;1417.44;1270.78;191;30;4;5;34;32;198;17
30;учителя-логопеды;375.92;300.96;287.19;183;42;6;21;26;25;202;53
31;учителя-дефектологи;294.07;233.22;221.64;95;26;2;16;14;13;109;51
32;из них:                      олигофренопедагог;49.75;38.6;38.6;24;8;1;3;3;3;30;3
33;тифлопедагог;29.45;24.2;23.2;13;1;;1;2;2;12;2
34;сурдопедагог;0.5;;;;;;;;;;
35;социальные педагоги;348.09;311.35;299.56;190;34;2;17;39;36;181;31
36;педагоги дополнительного образования;1029.75;917.54;838.24;220;48;12;17;44;41;224;54
37;педагоги-психологи;561.94;490.67;469;309;85;7;45;67;66;327;67
38;воспитатели;1472.57;1371.87;1337.81;983;176;51;40;188;176;967;73
39;мастера производственного обучения;7.03;5.03;5.03;6;1;;;2;2;3;2
40;тьюторы;264.84;210.57;197.44;115;40;10;6;26;24;122;53
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;323.62;317.12;291.12;18;54;6;27;2;2;103;2
42;другие;2235.43;2026.51;1836.27;858;165;20;58;182;173;832;80
43;учебно-вспомогательный персонал;1212.11;1156.65;1106.43;999;147;35;25;177;162;951;41
44;иной персонал;7645.35;7104.04;6790.11;6036;1022;299;35;1230;1136;5836;411
45;из них:             ассистент (помощник);20.06;10.06;8.06;8;2;1;;2;1;7;2
46;сурдопереводчик;0.5;0.5;0.5;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;537.7;500.01;489.26;524;56;19;18;76;67;505;11
49;из них воспитатели;479.18;458.68;448.88;484;50;15;15;63;54;477;10
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;86.32;79.15;79.15;48;3;;2;1;1;57;1
51;из них учителя;78.87;72.2;72.2;45;3;;2;1;1;54;1
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
