;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);26582;17332;15893;3;122;1;14;5380;2904;1924;2435;2467;38;24;22655;
2;в том числе:       руководящие работники – всего;994;973;892;;18;1;2;12;4;3;99;44;;;836;
3;из них:             директор;636;627;596;;10;;1;5;4;;54;26;;;514;
4;заместители директора;346;329;277;;8;1;1;6;;3;42;18;;;312;
5;руководитель филиала;2;2;2;;;;;;;;;;;;2;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);18801;15500;14849;3;104;;12;3059;2809;35;2330;2423;29;24;16972;10887.6
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);15731;13309;12926;3;94;;8;2268;2161;13;2185;2241;29;23;14147;9060.4
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4769;3377;3323;;4;;;1353;1331;3;657;743;8;8;4758;3052.5
9;русского языка и литературы;1989;1883;1862;;29;;2;95;94;1;368;284;3;4;1955;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;1056;1001;970;1;12;;3;44;39;;166;150;4;3;864;
12;информатики;307;275;262;;1;;;28;21;;52;46;2;;239;
13;физики;489;473;452;;1;;1;13;12;;66;58;;;350;
14;математики;1522;1445;1411;;8;;;66;61;1;201;206;3;3;1426;
15;химии;333;321;314;;7;;;8;8;;61;39;1;1;312;
16;географии;532;498;489;1;2;;;31;29;;91;59;3;1;477;
17;биологии;502;478;465;;3;;;20;19;;79;84;;1;474;
18;иностранных языков;1713;1598;1568;1;20;;1;87;80;1;159;258;4;2;1661;
19;из них:                         английского языка;1451;1354;1311;;16;;1;63;56;1;122;215;3;1;1403;
20;немецкого языка;223;190;186;1;1;;;23;22;;21;31;;;219;
21;французского языка;27;27;27;;2;;;;;;9;4;;;27;
22;китайского языка;2;1;1;;;;;;;;;;;;2;
23;физической культуры;1075;858;812;;2;;;206;188;1;117;114;;;551;
24;труда (технологии);646;497;458;;1;;;138;117;4;58;97;;;436;
25;музыки и пения;280;169;150;;3;;;103;94;2;39;39;;;271;
26;изобразительного искусства, черчения;151;126;119;;1;;;24;23;;29;17;1;;149;
27;основ безопасности и защиты Родины;165;151;122;;;;;12;10;;11;10;;;33;
28;основ духовно-нравственной культуры народов России;4;2;2;;;;;1;1;;;1;;;4;
29;прочих предметов;198;157;147;;;;1;39;34;;31;36;;;187;
30;учителя-логопеды;202;192;186;;;;;8;8;;26;14;;;202;130
31;учителя-дефектологи;109;101;95;;;;;8;7;;7;11;;1;107;56.9
32;из них:                   олигофренопедагог;30;27;25;;;;;3;3;;3;4;;;28;15
33;тифлопедагог;12;10;10;;;;;2;2;;;2;;;12;12
34;сурдопедагог;;;;;;;;;;;;;;;;
35;социальные педагоги;181;155;143;;;;;24;17;;10;8;;;175;86
36;педагоги дополнительного образования;224;141;101;;;;;66;40;5;16;8;;;151;98.7
37;педагоги-психологи;327;308;286;;2;;;14;13;;29;15;;;321;185.5
38;воспитатели;967;465;412;;;;;465;410;6;27;83;;;896;456.4
39;мастера производственного обучения;3;2;1;;;;;1;;;;;;;;1
40;тьюторы;122;77;75;;1;;;44;43;;;1;;;118;68.2
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;103;83;75;;1;;;20;16;;1;2;;;97;44.5
42;другие;832;667;549;;6;;4;141;94;11;29;40;;;758;465.6
43;учебно-вспомогательный персонал;951;280;78;;;;;345;34;169;;;1;;852;
44;иной персонал;5836;579;74;;;;;1964;57;1717;6;;8;;3995;
45;из них:             ассистент (помощник);7;;;;;;;3;;1;;;;;7;1
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;505;177;155;;;;;267;222;3;5;23;;;504;
49;из них воспитатели;477;162;142;;;;;254;214;3;5;20;;;476;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;57;55;55;;1;;;1;1;;3;2;;;43;
51;из них учителя;54;52;52;;1;;;1;1;;3;2;;;41;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;793;650;605;;1;;;125;117;1;64;65;;;654;
53;из них учителя - всего;595;489;458;;1;;;82;77;1;46;58;;;450;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;181;131;125;;;;;44;42;;15;10;;;151;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;1151;918;900;;2;;;131;119;1;88;107;1;2;890;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;55;50;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;803;;;;;;;;;;;;;;;
58;из них директор;547;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;15508;;;;;;;;;;;;;;;
60;из них учителя;11803;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);118;;;;;;;;;;;;;;;
62;из них женщин;107;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;20;;;;;;;;;;;;;;;
64;медицинские сестры;98;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;13467;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;12167;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;11061;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;1106;;;;;;;;;;;;;;;
