;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);4011;131;112;92;317;366;327;415;455;495;557;552;88;67;37
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);4002;131;112;92;317;365;327;415;455;492;555;549;88;67;37
3;в том числе (из строки 02) обучались:       очно;3972;131;112;91;317;365;327;415;455;492;543;532;88;67;37
4;очно-заочно;1;;;1;;;;;;;;;;;
5;заочно;29;;;;;;;;;;12;17;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;2576;103;;;181;216;227;285;318;363;439;444;;;
7;10 лет;364;;47;47;43;45;21;24;33;31;31;35;7;;
8;11 лет;38;;4;2;2;3;3;3;7;3;5;3;2;1;
9;12 лет;695;28;;;51;63;49;79;67;67;47;62;79;66;37
10;13 лет;329;;61;43;40;38;27;24;30;28;33;5;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);9;;;;;1;;;;3;2;3;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;8;;;;;;;;;3;2;3;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;1;;;;;1;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;9;;;;;1;;;;3;2;3;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
