;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;"Всего  (сумма граф 4-6; сумма граф 7-9)";Из графы 3 обучающихся по образовательным программам начального общего образования (1–4 классы);Из графы 3 обучающихся по образовательным программам основного общего образования (5–9 классы);Из графы 3 обучающихся по образовательным программам среднего общего образования (10–11(12) классы);Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, углубленно изучающих  учебные предметы - всего;58592;11241;30955;16396;58108;23;461
2;из них:        русский язык;6124;1091;4252;781;6124;;
3;литературное чтение;235;235;;;235;;
4;родной язык и (или) государственный язык       республики Российской Федерации;35;;12;23;35;;
5;литературное чтение на родном языке;;;;;;;
6;окружающий мир;469;469;;;469;;
7;математика;21742;5332;9063;7347;21689;2;51
8;изобразительное искусство;90;53;37;;90;;
9;музыка;;;;;;;
10;труд (технология);41;25;16;;41;;
11;физическая культура;195;25;170;;195;;
12;литература;3651;;1255;2396;3341;19;291
13;родная литература;14;;14;;14;;
14;иностранный язык;12615;4518;6588;1509;12614;1;
15;из них:              английский;11408;4350;5718;1340;11407;1;
16;немецкий;701;72;526;103;701;;
17;французский;506;96;344;66;506;;
18;испанский;;;;;;;
19;другие европейские языки;;;;;;;
20;китайский;;;;;;;
21;другие восточные языки;;;;;;;
22;информатика;4876;;3337;1539;4876;;
23;история;3023;;958;2065;2624;19;380
24;обществознание;9230;;1891;7339;9199;1;30
25;география;731;;184;547;681;;50
26;физика;4006;;2396;1610;4006;;
27;химия;3050;;1158;1892;3050;;
28;биология;6395;;2578;3817;6394;1;
29;основы безопасности и защиты Родины;30;;30;;30;;
