;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
№ строки;Наименование профессии по Перечню профессий рабочих, должностей служащих, по которым осуществляется профессиональное обучение, утвержденному приказом  Минпросвещения России от 14 июля 2023 г. № 534;Код  профессии (при наличии);"Всего  обучено за период с 20.09 прошлого года по 19.09 текущего года (сумма граф 5 – 10; сумма граф 18-20)";В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований федерального бюджета;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований бюджета субъекта Российской Федерации;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований местного бюджета;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств лиц, зачисляе- мых на обуче- ние (родителей (законных пре- дставителей) несовершенно- летних обучающихся);В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств иных физических лиц;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств юридических лиц;Из общей численности обученных (из графы 4) девушки;Из общей численности обученных (из графы 4) прошли ускоренное обучение по индивидуаль-ным учебным планам;Из общей численности обученных (из графы 4) лица с ограни-ченными воз-можностями здоровья;Из общей численности обученных (из графы 4) из них (из графы 13): инвалиды;Из общей численности обученных (из графы 4) из них (из графы 13): дети-инвалиды;Из общей численности обученных (из графы 4) инвалиды  (кроме учтенных в графе 14);Из общей численности обученных (из графы 4) дети-инвалиды (кроме учтенных в графе 15);Из общей численности обученных (из графы 4) обучались (обучаются) очно;Из общей численности обученных (из графы 4) обучались (обучаются) очно-заочно;Из общей численности обученных (из графы 4) обучались (обучаются) заочно
1;Программы профессиональной подготовки по профессиям рабочих, должностям служащих – всего;;256;147;95;14;;;;137;6;14;;;;2;221;31;4
2;Водитель автомобиля;11442;11;;11;;;;;;;;;;;;11;;
3;Замерщик на топографо-геодезических и маркшейдерских работах;12192;5;5;;;;;;2;;;;;;;5;;
4;Кондитер;12901;28;18;10;;;;;26;2;1;;;;1;18;10;
5;Контролер-кассир;12965;5;5;;;;;;5;;;;;;;5;;
6;Лаборант по физико-механическим испытаниям;13302;3;3;;;;;;3;;;;;;;3;;
7;Облицовщик-плиточник;15220;1;1;;;;;;;;;;;;;1;;
8;Оператор электронно-вычислительных и вычислительных машин;16199;3;;;3;;;;;;;;;;;3;;
9;Парикмахер;16437;1;;1;;;;;1;;;;;;;1;;
10;Повар;16675;31;18;13;;;;;25;;;;;;1;31;;
11;Портной;16909;4;;4;;;;;3;;3;;;;;4;;
12;Рабочий по комплексному обслуживанию и ремонту зданий;17544;6;;6;;;;;;;6;;;;;6;;
13;Слесарь по ремонту автомобилей;18511;19;16;1;2;;;;;;;;;;;19;;
14;Слесарь-ремонтник;18559;3;3;;;;;;;;;;;;;3;;
15;Слесарь-сантехник;18560;2;2;;;;;;;;;;;;;2;;
16;Столяр;18874;4;4;;;;;;;;;;;;;4;;
17;Столяр строительный;18880;5;;5;;;;;;;;;;;;5;;
18;Токарь;19149;8;5;3;;;;;;4;1;;;;;4;4;
19;Электромонтажник по освещению и осветительным сетям;19806;2;2;;;;;;;;;;;;;2;;
20;Электромонтер по обслуживанию электроустановок;19850;2;2;;;;;;;;;;;;;2;;
21;Электромонтер по ремонту и обслуживанию электрооборудования;19861;7;6;;1;;;;;;;;;;;7;;
22;Агент;20001;19;1;16;2;;;;15;;;;;;;3;12;4
23;Вожатый;20434;43;39;;4;;;;34;;;;;;;43;;
24;Кассир;23369;2;2;;;;;;;;;;;;;2;;
25;Младшая медицинская сестра по уходу за больными;24232;10;8;;2;;;;8;;;;;;;10;;
