;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);2164;50;32;14;158;196;230;248;223;258;270;342;82;57;4
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);2162;50;32;14;158;196;230;248;223;257;270;341;82;57;4
3;в том числе (из строки 02) обучались:       очно;2101;48;32;14;154;193;222;245;211;253;260;337;77;55;
4;очно-заочно;61;2;;;4;3;8;3;12;4;10;4;5;2;4
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;1360;37;;;103;130;132;169;147;180;182;280;;;
7;10 лет;167;;12;13;10;16;12;;16;15;10;39;24;;
8;11 лет;136;1;1;1;3;;1;3;1;5;;15;51;54;
9;12 лет;412;12;;;33;41;72;62;51;56;71;7;1;2;4
10;13 лет;87;;19;;9;9;13;14;8;1;7;;6;1;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);2;;;;;;;;;1;;1;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;2;;;;;;;;;1;;1;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;2;;;;;;;;;1;;1;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
