;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);13136.61;12550.8;11989.48;8280;1225;300;505;1239;1204;8266;327
2;в том числе:       руководящие работники – всего;567.21;531.96;520.01;472;68;2;32;84;78;452;23
3;из них:             директор;142.5;134.5;131.5;135;19;;10;26;23;135;7
4;заместители директора;382.41;355.16;345.01;307;40;1;20;48;44;294;14
5;руководитель филиала;12.3;8.8;7;5;1;;;1;1;5;2
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);8903.66;8550.25;8184.51;5317;727;108;434;713;699;5329;206
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);6823.39;6609.69;6340.15;3930;541;72;330;510;499;3964;129
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1800.48;1753.53;1727.73;1275;122;26;65;138;135;1254;12
9;русского языка и литературы;812.69;791.45;761.56;477;65;5;42;68;68;471;18
10;языка народов России и литературы;3.21;3.21;3.1;;;;;;;;
11;истории, экономики, права, обществознания;409.22;398.97;377.37;229;50;5;28;39;39;243;4
12;информатики;165.14;155.99;141.81;97;17;4;9;11;10;102;2
13;физики;187.65;172.39;161.09;105;14;;10;11;11;114;6
14;математики;680.38;664.72;620.48;342;63;3;40;53;53;350;34
15;химии;120.51;116.66;102.98;74;16;2;12;6;5;81;1
16;географии;193.98;190.03;180.65;102;17;;13;19;18;101;2
17;биологии;194.88;188.52;179.57;123;19;1;15;15;15;127;5
18;иностранных языков;668.09;644.05;614.67;396;57;3;38;46;46;406;24
19;из них:                         английского языка;595.24;573.43;550.17;342;50;2;31;37;37;357;19
20;немецкого языка;67.31;64.14;57.87;51;1;;;6;5;44;4
21;французского языка;2.51;2.51;1.37;1;1;;1;;;2;
22;китайского языка;1;1;1;;1;;1;;;1;
23;физической культуры;464.35;450.05;427.47;289;32;10;14;35;33;285;7
24;труда (технологии);346.05;328.03;314.91;195;26;6;15;27;26;194;6
25;музыки и пения;125.35;119.23;111.88;66;10;1;5;7;7;71;6
26;изобразительного искусства, черчения;89.7;88.2;81;53;6;;4;7;7;55;
27;основ безопасности и защиты Родины;63.47;60.51;56.74;32;3;;3;3;3;31;
28;основ духовно-нравственной культуры народов России;20.15;19.41;18.09;;2;;2;;;4;
29;прочих предметов;478.09;464.74;459.05;75;22;6;15;25;23;75;2
30;учителя-логопеды;191.72;183.23;175.29;98;27;2;21;9;9;117;5
31;учителя-дефектологи;98.41;86.01;79.64;46;11;;11;6;6;52;5
32;из них:                      олигофренопедагог;17.05;15.6;13;13;2;;2;2;2;16;2
33;тифлопедагог;1.1;1.1;0.1;;;;;;;;
34;сурдопедагог;5.03;5.03;4.78;;;;;;;;
35;социальные педагоги;95.2;81.9;79.9;56;7;;4;9;9;55;9
36;педагоги дополнительного образования;208.6;189.41;170.28;46;5;1;2;6;6;42;4
37;педагоги-психологи;147.5;123.6;114.14;81;19;1;13;20;20;80;23
38;воспитатели;930.66;890.96;860.58;797;56;23;21;102;100;746;18
39;мастера производственного обучения;2.5;2.5;2.5;2;;;;;;2;
40;тьюторы;49.3;46.8;45.6;31;20;4;8;14;14;37;2
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;36.16;35.66;33.66;16;18;2;9;;;37;
42;другие;320.22;300.49;282.77;214;23;3;15;37;36;197;11
