;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 40,41);1547;863;792.4
2;в том числе:       руководящие работники – всего;45;39;24.7
3;педагогические работники - всего (сумма строк 04, 27, 28, 32-39);794;549;350.3
4;в том числе:          учителя–всего (сумма строк 05-15, 20-26);535;377;253.2
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;20;19;22.7
6;русского языка и литературы;26;24;13.2
7;языка народов России и литературы;;;
8;истории, экономики, права, обществознания;42;26;18.8
9;информатики;31;17;10.8
10;физики;54;34;26.8
11;математики;34;30;19.9
12;химии;42;36;17.9
13;географии;21;20;9.1
14;биологии;27;26;11.5
15;иностранных языков;50;45;25.3
16;из них:                      английского языка;36;31;21.3
17;немецкого языка;10;10;5.5
18;французского языка;1;1;
19;китайского языка;;;
20;физической культуры;49;18;36.2
21;труда (технологии);28;14;11.3
22;музыки и пения;40;34;20
23;изобразительного искусства, черчения;7;5;3.5
24;основ безопасности и защиты Родины;28;4;10.5
25;основ духовно-нравственной культуры народов России;1;;1
26;прочих предметов;35;25;14.5
27;учителя-логопеды;18;16;6.4
28;учителя-дефектологи;5;5;2.1
29;из них:                олигофренопедагог;1;1;0.8
30;тифлопедагог;;;
31;сурдопедагог;;;1
32;социальные педагоги;7;7;3
33;педагоги дополнительного образования;147;81;56.4
34;педагоги-психологи;26;26;9.8
35;воспитатели;8;8;5.3
36;мастера производственного обучения;6;3;0.8
37;тьюторы;3;3;2
38;советники директора по воспитанию и взаимодействию          с детскими общественными объединениям;13;8;4.3
39;другие;26;15;15.3
40;учебно-вспомогательный персонал;118;51;65.6
41;иной персонал;590;224;337.5
42;из них:             ассистент(помощник);1;1;0.5
43;сурдопереводчик;;;
44;тифлосурдопереводчик;;;
45;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;7;5;4
46;из них воспитатели;3;3;1.8
47;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;23;19;7.5
48;из них учителя;22;19;7.5
49;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;27;;
50;Из общей численности мастеров производственного обучения (из строки 36 графы 3) - работники организаций – всего;;;
51;Из общей численности учителей-дефектологов (стр.28 гр.3) - учителя, имеющие специальное дефектологическое образование;1;;
52;Справочно. Код по ОКЕИ: человек – 792  Кроме того (кроме строки 01), численность медицинских работников (сумма строк 54-55);55;;
53;из них женщин;52;;
54;в том числе:          врачи всех специальностей;22;;
55;медицинские сестры;33;;
56;.Из строки 04 графы 3 – численность учителей, использующих в учебном процессе персональные компьютеры;334;;
