;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);18430;9349;7913;1;50;;4;6133;2857;1857;3275;2707;26;111;15809;
2;в том числе:       руководящие работники – всего;1173;1029;793;1;8;;1;128;61;8;38;28;;2;1070;
3;из них:             директор;435;401;349;;4;;1;34;30;;15;14;;1;381;
4;заместители директора;633;547;415;1;3;;;66;24;7;15;9;;1;582;
5;руководитель филиала;14;9;9;;;;;5;2;;;;;;13;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);10806;7597;7018;;42;;3;3044;2723;41;3233;2675;26;109;9938;7229.7
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);8850;6557;6160;;34;;3;2199;2050;22;2954;2371;24;102;8106;5806.5
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2657;1559;1534;;;;;1091;1080;;884;801;2;44;2647;1972.4
9;русского языка и литературы;1107;967;940;;12;;1;131;123;2;448;290;7;15;1092;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;581;507;476;;4;;1;68;63;;196;140;3;7;487;
12;информатики;182;136;107;;3;;1;42;30;1;56;45;;;133;
13;физики;252;240;224;;3;;;11;10;;102;54;2;4;197;
14;математики;852;750;705;;3;;;94;86;2;309;242;3;8;809;
15;химии;206;194;175;;1;;;7;4;;82;44;;;192;
16;географии;305;267;246;;;;;34;30;1;106;82;1;4;274;
17;биологии;311;262;244;;4;;;46;34;;115;83;1;2;296;
18;иностранных языков;961;844;804;;2;;;109;101;;262;252;4;9;912;
19;из них:                         английского языка;776;691;655;;2;;;66;60;;191;197;4;6;730;
20;немецкого языка;172;132;128;;;;;37;35;;57;48;;3;168;
21;французского языка;12;11;10;;;;;1;1;;8;1;;;11;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;582;356;331;;;;;215;202;3;185;143;1;7;376;
24;труда (технологии);361;193;147;;1;;;153;110;10;84;96;;1;257;
25;музыки и пения;183;84;73;;1;;;96;90;;56;45;;;177;
26;изобразительного искусства, черчения;107;57;46;;;;;47;41;2;30;26;;;100;
27;основ безопасности и защиты Родины;81;52;34;;;;;27;21;;21;14;;;40;
28;основ духовно-нравственной культуры народов России;15;12;9;;;;;3;2;;5;1;;;14;
29;прочих предметов;107;77;65;;;;;25;23;1;13;13;;1;103;
30;учителя-логопеды;133;115;114;;1;;;17;16;;38;25;;3;133;93.8
31;учителя-дефектологи;49;43;43;;;;;6;4;;8;10;;;49;36
32;из них:                   олигофренопедагог;10;10;10;;;;;;;;4;1;;;10;7
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;3;3;2;;;;;;;;;1;;;3;3
35;социальные педагоги;133;75;55;;;;;55;42;1;9;12;;;130;88.1
36;педагоги дополнительного образования;175;104;71;;3;;;65;43;4;21;14;;;126;120.9
37;педагоги-психологи;227;207;173;;3;;;15;12;;45;29;;4;222;147.3
38;воспитатели;884;291;250;;;;;553;463;11;129;174;;;860;530.1
39;мастера производственного обучения;11;4;3;;;;;5;4;1;;2;;;2;4.5
40;тьюторы;28;20;14;;;;;8;4;;;3;;;27;16.5
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;66;48;36;;;;;18;14;;1;3;;;60;45.9
42;другие;250;133;99;;1;;;103;71;2;28;32;2;;223;139.3
43;учебно-вспомогательный персонал;1003;343;54;;;;;441;29;131;2;3;;;896;
44;иной персонал;5448;380;48;;;;;2520;44;1677;2;1;;;3905;
45;из них:             ассистент (помощник);3;;;;;;;2;;1;;;;;3;1
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;486;154;133;;;;;276;230;5;88;74;;;486;
49;из них воспитатели;435;124;105;;;;;243;203;5;69;67;;;435;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;52;46;42;;;;;4;2;;24;6;;;49;
51;из них учителя;49;44;41;;;;;3;2;;24;6;;;46;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;472;246;230;;;;;100;89;;93;83;;1;374;
53;из них учителя - всего;362;206;192;;;;;78;70;;71;68;;;270;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;82;33;31;;;;;28;26;;16;19;;;69;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;649;414;378;;1;;;127;115;1;173;129;2;3;484;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;15;10;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;823;;;;;;;;;;;;;;;
58;из них директор;382;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;9246;;;;;;;;;;;;;;;
60;из них учителя;7336;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);47;;;;;;;;;;;;;;;
62;из них женщин;45;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;6;;;;;;;;;;;;;;;
64;медицинские сестры;41;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;7995;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;6546;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;5968;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;578;;;;;;;;;;;;;;;
