;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Код государства  по ОКСМ;Всего (сумма граф 5–8);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам начального об-щего образова-ния (1-4 классы);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам основного об-щего образова-ния (5–9 классы);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам среднего общего образования (10–11(12) классы);Численность обучающихся в классах для обучающихся с ограниченными возможностями здоровья
1;Численность обучающихся иностранных граждан - всего;;4779;2102;2445;225;7
2;Афганистан;4;33;19;13;1;
3;Азербайджан;31;149;79;66;4;
4;Бахрейн;48;1;;1;;
5;Армения;51;2110;856;1150;102;2
6;Беларусь;112;127;45;66;15;1
7;Канада;124;1;;1;;
8;Китай;156;4;2;2;;
9;Куба;192;1;1;;;
10;Дания;208;2;2;;;
11;Доминиканская Республика;214;1;;1;;
12;Франция;250;3;3;;;
13;Грузия;268;71;29;39;3;
14;Палестина, Государство;275;4;2;2;;
15;Германия;276;38;18;17;3;
16;Греция;300;6;1;5;;
17;Индия;356;2;1;1;;
18;Ирак;368;1;;1;;
19;Израиль;376;6;1;5;;
20;Италия;380;1;1;;;
21;Япония;392;1;1;;;
22;Казахстан;398;324;133;162;29;
23;Корея, Народно-Демократическая Республика;408;1;;1;;
24;Киргизия;417;118;59;55;3;1
25;Латвия;428;2;2;;;
26;Литва;440;9;4;4;1;
27;Молдова, Республика;498;45;22;20;3;
28;Румыния;642;2;1;1;;
29;Сербия;688;1;;1;;
30;Вьетнам;704;19;5;10;4;
31;Испания;724;1;1;;;
32;Сирийская Арабская Республика;760;5;;5;;
33;Таджикистан;762;660;340;304;14;2
34;Того;768;1;1;;;
35;Турция;792;16;10;4;2;
36;Туркменистан;795;43;15;26;2;
37;Украина;804;483;191;270;22;
38;Соединенное Королевство Великобритании и Северной Ирландии;826;2;2;;;
39;Соединенные Штаты;840;7;5;1;1;
40;Узбекистан;860;452;239;196;16;1
41;Йемен;887;2;2;;;
42;Абхазия;895;24;9;15;;
43;;;;;;;
44;;;;;;;
45;;;;;;;
46;;;;;;;
47;;;;;;;
48;;;;;;;
49;;;;;;;
50;;;;;;;
51;;;;;;;
52;;;;;;;
53;;;;;;;
54;;;;;;;
55;;;;;;;
56;;;;;;;
57;;;;;;;
58;;;;;;;
59;;;;;;;
60;;;;;;;
61;;;;;;;
62;;;;;;;
63;;;;;;;
64;;;;;;;
65;;;;;;;
66;;;;;;;
67;;;;;;;
68;;;;;;;
69;;;;;;;
70;;;;;;;
71;;;;;;;
72;;;;;;;
73;;;;;;;
74;;;;;;;
75;;;;;;;
76;;;;;;;
77;;;;;;;
78;;;;;;;
79;;;;;;;
80;;;;;;;
81;;;;;;;
82;;;;;;;
83;;;;;;;
84;;;;;;;
85;;;;;;;
86;;;;;;;
87;;;;;;;
88;;;;;;;
89;;;;;;;
90;;;;;;;
91;;;;;;;
92;;;;;;;
93;;;;;;;
94;;;;;;;
95;;;;;;;
96;;;;;;;
97;;;;;;;
98;;;;;;;
99;;;;;;;
100;;;;;;;
101;;;;;;;
102;;;;;;;
103;;;;;;;
104;;;;;;;
105;;;;;;;
106;;;;;;;
107;;;;;;;
108;;;;;;;
109;;;;;;;
110;;;;;;;
111;;;;;;;
112;;;;;;;
113;;;;;;;
114;;;;;;;
115;;;;;;;
116;;;;;;;
117;;;;;;;
118;;;;;;;
119;;;;;;;
120;;;;;;;
121;;;;;;;
122;;;;;;;
123;;;;;;;
124;;;;;;;
125;;;;;;;
126;;;;;;;
127;;;;;;;
128;;;;;;;
129;;;;;;;
130;;;;;;;
