;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);16934.4;15044.41;14562.01;12870;1827;334;698;1609;1475;13088;361
2;в том числе:       руководящие работники – всего;841.1;776.1;754.6;842;85;7;45;70;65;866;5
3;из них:             директор;168.15;157.15;152.15;167;7;;3;7;7;171;1
4;заместители директора;547.5;493.5;477.5;545;55;5;30;53;51;570;3
5;руководитель филиала;19;17.5;17.5;17;3;;3;2;2;22;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);10760.22;9483.76;9185.71;7018;1057;109;588;952;902;7087;279
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8519.97;7561.03;7312.88;5322;753;78;432;735;704;5292;198
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1953.92;1726.66;1678.55;1414;137;17;60;143;136;1387;29
9;русского языка и литературы;917.67;819.44;791.62;581;79;;48;64;62;593;24
10;языка народов России и литературы;392.25;353.6;336.94;274;14;;7;26;24;263;4
11;истории, экономики, права, обществознания;481.39;429.57;415.52;326;52;4;33;53;49;321;15
12;информатики;173.31;149.25;147.07;134;27;2;20;28;27;131;4
13;физики;226.25;203.7;194.15;147;20;;12;22;19;146;10
14;математики;771.42;685.39;660.29;452;88;3;55;70;68;472;34
15;химии;155.98;139.06;135.83;125;25;1;20;24;23;123;7
16;географии;235.58;207.72;203.16;149;19;1;10;17;15;150;8
17;биологии;236.56;212.69;201.93;160;34;2;26;28;28;164;4
18;иностранных языков;695.66;611.1;592.59;467;77;3;55;81;80;451;28
19;из них:                         английского языка;681.5;584.4;552.26;446;72;2;52;73;72;443;24
20;немецкого языка;1.78;1.78;1.78;5;;;;2;2;3;
21;французского языка;5.34;5.34;5.34;4;;;;1;1;3;1
22;китайского языка;;;;;;;;;;;
23;физической культуры;470.66;425.53;416.23;415;51;18;20;66;64;403;4
24;труда (технологии);293.28;257.7;252.14;219;35;9;16;24;23;224;9
25;музыки и пения;148.65;134.43;127.68;116;27;11;7;29;27;112;7
26;изобразительного искусства, черчения;95.09;83.64;80.88;81;13;3;4;14;14;77;4
27;основ безопасности и защиты Родины;93.17;81.28;77.88;90;16;3;12;10;10;99;1
28;основ духовно-нравственной культуры народов России;28.03;24.67;23.19;10;7;;6;2;2;12;2
29;прочих предметов;1151.1;1015.6;977.23;162;32;1;21;34;33;164;4
30;учителя-логопеды;120.17;106.67;103.67;105;12;1;8;9;8;108;7
31;учителя-дефектологи;18.5;14.5;14.5;17;6;1;3;;;22;2
32;из них:                      олигофренопедагог;3;1;1;7;1;;;;;8;1
33;тифлопедагог;1;1;1;;;;;;;1;
34;сурдопедагог;2;2;2;2;;;;;;2;
35;социальные педагоги;311.56;278.06;270.56;267;37;5;20;28;25;269;8
36;педагоги дополнительного образования;294.04;268.89;261.69;227;41;;21;47;46;221;13
37;педагоги-психологи;276.96;233.96;227.51;195;44;1;24;28;24;222;32
38;воспитатели;513.49;459.73;448.23;481;58;13;25;54;53;477;6
39;мастера производственного обучения;22.75;20;20;22;2;2;;8;2;12;2
40;тьюторы;26.5;24;24;8;9;1;4;;;21;3
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;60.11;51.61;48.61;24;33;3;17;1;1;81;2
42;другие;596.17;465.31;454.06;350;62;4;34;42;39;362;6
43;учебно-вспомогательный персонал;879.88;774.05;746.3;722;119;31;41;91;83;760;8
44;иной персонал;4453.2;4010.5;3875.4;4288;566;187;24;496;425;4375;69
45;из них:             ассистент (помощник);;;;3;;;;;;;
46;сурдопереводчик;;;;3;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;163.6;138.85;132.1;174;5;;3;4;3;188;
49;из них воспитатели;147.85;125.85;119.6;149;5;;3;4;3;169;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;14.6;5.05;5.05;33;;;;;;40;
51;из них учителя;14.3;5.05;5.05;33;;;;;;40;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
