;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 37,38);155382;104915;
2;в том числе:       руководящие работники – всего;4524;3722;
3;педагогические работники - всего (сумма строк 04, 25, 26, 30-36);99291;75090;44975.48
4;в том числе:          учителя–всего (сумма строк 05-15,19-24);72221;56638;33143.04
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;9749;9548;5738.49
6;русского языка и литературы;5650;5444;3377.88
7;языка народов России и литературы;940;887;422.7
8;истории, экономики, права, обществознания;4972;3628;2547.48
9;информатики и ИКТ;3505;2050;1709.43
10;физики;4289;2721;2153
11;математики;5006;4383;3072.71
12;химии;3794;3337;1791.61
13;географии;2270;1899;1149.96
14;биологии;2504;2209;1257.16
15;иностранных языков;7795;7290;4158.79
16;из них:                      английского языка;6183;5727;3334.11
17;немецкого языка;981;906;513.54
18;французского языка;227;208;166.99
19;физической культуры;5814;2072;3567.72
20;трудового обучения (технологии);3929;1918;1958.06
21;музыки и пения;4537;3863;2198.18
22;изобразительного искусства, черчения;1718;1524;793.36
23;основ безопасности жизнедеятельности;1180;230;542.53
24;прочих предметов;4569;3635;2002.92
25;учителя-логопеды;1375;1349;752.68
26;учителя-дефектологи;429;418;249.32
27;из них:                олигофренопедагог;110;104;67
28;тифлопедагог;17;15;10.3
29;сурдопедагог;28;28;18.9
30;социальные педагоги;710;650;414.89
31;педагоги дополнительного образования;13953;7945;6347.73
32;педагоги-психологи;1967;1820;1044.43
33;воспитатели;3204;2796;1924.13
34;мастера производственного обучения;206;76;77.2
35;тьюторы;197;156;116.25
36;другие;5029;3242;2666.77
37;учебно-вспомогательный персонал;10266;5957;
38;иной персонал;41303;20148;
39;из них:             ассистент(помощник);29;17;16.2
40;сурдопереводчик;1;1;4.5
41;тифлосурдопереводчик;4;2;17
42;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;1782;1562;966.42
43;из них воспитатели;964;883;594.66
44;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;994;769;451.14
45;из них учителя;876;668;391.6
46;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;5232;;
47;Из общей численности мастеров производственного обучения (из строки 34 графы 3) - работники организаций – всего;30;;
48;Из общей численности учителей-дефектологов (стр.26 гр.3) - учителя, имеющие специальное дефектологическое образование;149;;
49;Справка 3. Кроме того (кроме стр.01), численность медицинских работников (сумма строк 51.52) (чел);7728;;
50;из них женщин (чел);6999;;
51;в том числе:          врачи всех специальностей (чел);2780;;
52;медицинские сестры (чел);4969;;
53;.Из строки 04 гр. 3 – численность учителей, использующих в учебном процессе персональные компьютеры (чел);36771;;
