;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);251971;867938;261358
2;В том числе по профилям обучения:       гуманитарный – всего;189540;465316;90937
3;из них с изучением языков:             английского;145696;313633;60484
4;французского;8180;22756;4268
5;немецкого;11379;33080;5398
6;других европейских;3714;6834;1416
7;восточных;2065;7502;1101
8;естественнонаучный;7125;74340;37695
9;социально-экономический;354;18778;32131
10;технологический;1631;18972;13874
11;технический;1761;15805;6720
12;сельскохозяйственный;181;3832;1422
13;математический;16323;159502;37170
14;другие;26354;105946;53591
