;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);33264.05;31628.57;29921.17;21524;2104;554;907;2663;2453;20965;1057
2;в том числе:       руководящие работники – всего;1690.08;1617.24;1570.99;1343;77;6;49;138;123;1239;55
3;из них:             директор;436.3;427.6;423.6;439;14;;9;28;21;431;5
4;заместители директора;1122.33;1053.49;1001.99;754;56;6;37;85;79;710;44
5;руководитель филиала;35.8;31.3;27.8;25;;;;6;3;22;5
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);21345.15;20470.8;19323.46;13102;1359;202;788;1577;1470;12904;461
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);16369.74;15878.92;15022.34;10843;1019;134;594;1236;1140;10648;195
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3963.51;3895.87;3737.94;3172;225;74;78;286;271;3104;12
9;русского языка и литературы;2005.04;1961.55;1861.43;1345;130;6;82;168;155;1308;12
10;языка народов России и литературы;18.11;17.8;17.09;4;;;;;;2;
11;истории, экономики, права, обществознания;989.82;969.33;921.44;668;67;1;48;66;61;671;2
12;информатики;319.49;309.61;285.39;235;24;1;11;34;29;222;6
13;физики;448.63;437.39;404.72;319;34;1;23;44;42;313;7
14;математики;1594.3;1559.76;1469.19;930;126;4;87;123;112;941;23
15;химии;311.94;303.87;282.48;258;28;1;17;30;27;255;8
16;географии;487.8;478.3;459.32;385;28;1;19;40;31;381;2
17;биологии;465.29;456.53;426.63;298;33;2;20;39;35;295;2
18;иностранных языков;1468.36;1434.46;1363.95;1025;115;3;86;166;157;974;18
19;из них:                         английского языка;1204.43;1178.68;1113.9;801;94;2;74;118;114;787;11
20;немецкого языка;209.62;195.87;182.8;161;6;;4;19;13;146;2
21;французского языка;34.46;32.85;30.7;38;1;;1;9;9;31;2
22;китайского языка;;;;;;;;;;;
23;физической культуры;1081.35;1065.73;1015.66;848;53;12;26;96;83;805;3
24;труда (технологии);713.91;686.59;647.97;489;32;6;16;40;37;484;9
25;музыки и пения;323.67;316.52;289.29;241;31;11;15;28;26;245;5
26;изобразительного искусства, черчения;244.86;238.73;223.81;187;15;4;10;19;18;187;
27;основ безопасности и защиты Родины;235.53;226.26;212.48;179;20;2;13;25;25;183;4
28;основ духовно-нравственной культуры народов России;67.49;66.72;61.05;19;7;;7;1;1;34;
29;прочих предметов;1630.64;1453.9;1342.5;241;51;5;36;31;30;244;82
30;учителя-логопеды;292.18;275.08;262.68;217;16;2;12;20;19;212;15
31;учителя-дефектологи;118.23;106.88;96.33;68;7;;6;6;6;68;6
32;из них:                      олигофренопедагог;41.52;38.52;37.02;25;2;;2;;;24;1
33;тифлопедагог;;;;;;;;;;;
34;сурдопедагог;15.05;15.05;7;8;;;;1;1;7;
35;социальные педагоги;197.5;186;179.85;132;12;;9;12;12;134;8
36;педагоги дополнительного образования;1114.98;1017.78;888.89;251;75;16;38;55;54;286;55
37;педагоги-психологи;387.96;363.71;347.71;272;41;3;32;30;30;286;20
38;воспитатели;1210.21;1104.62;1051.66;755;87;33;37;117;114;694;72
39;мастера производственного обучения;24.25;24.25;23.75;10;1;1;;3;3;10;
40;тьюторы;193.75;166.6;164.15;79;31;4;13;13;13;101;22
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;158;153.75;143.5;51;20;1;15;4;4;87;1
42;другие;1278.35;1193.21;1142.6;424;50;8;32;81;75;378;67
43;учебно-вспомогательный персонал;1365.05;1270.26;1198.26;836;80;28;22;151;136;778;63
44;иной персонал;8863.77;8270.27;7828.46;6243;588;318;48;797;724;6044;478
45;из них:             ассистент (помощник);6;6;6;4;;;;;;4;
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;180.88;138.78;136.53;157;10;2;;10;9;178;2
49;из них воспитатели;142.5;113.4;111.4;137;7;2;;8;7;151;2
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;16.56;16.56;15.56;11;1;;;;;12;
51;из них учителя;15.56;15.56;15.56;11;1;;;;;12;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
