;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);7628;81;659;745;723;735;746;714;720;679;331;723;345;332;95
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);7602;81;658;741;717;731;743;711;717;679;330;723;345;331;95
3;в том числе (из строки 02) обучались:       очно;7566;81;655;736;715;728;741;706;715;674;329;718;344;329;95
4;очно-заочно;36;;3;5;2;3;2;5;2;5;1;5;1;2;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;455;39;;;43;30;28;37;32;26;33;187;;;
7;10 лет;1731;;186;243;176;173;207;180;165;198;53;127;23;;
8;11 лет;836;37;17;20;46;54;55;77;66;86;25;99;119;135;
9;12 лет;687;5;;;7;34;22;47;45;53;36;116;137;113;72
10;13 лет;3893;;455;478;445;440;431;370;409;316;183;194;66;83;23
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);26;;1;4;6;4;3;3;3;;1;;;1;
12;в том числе по программам с нормативным сроком освоения:       9 лет;1;;;;;;;;1;;;;;;
13;10 лет;3;;;;;;2;;1;;;;;;
14;11 лет;1;;;;;1;;;;;;;;;
15;12 лет;3;;;;;;1;;;;1;;;1;
16;13 лет;18;;1;4;6;3;;3;1;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;12;;;1;3;2;3;;2;;1;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
