;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);113586.3;103924.5;100385.71;66269;12731;337;1021;11328;10942;67672;6662
2;в том числе:       руководящие работники – всего;6879.64;6339.17;6244.44;5830;736;2;44;655;624;5712;452
3;из них:             директор;687;642;642;630;47;;4;42;33;636;40
4;заместители директора;5196.34;4792.12;4697.23;4135;558;1;33;466;451;4309;273
5;руководитель филиала;1;1;1;3;;;;2;1;1;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);75913.88;72425.06;70563.18;46256;8845;276;889;7551;7294;47817;2223
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);53072.75;51676.12;50903.13;33738;5436;192;612;4847;4681;34504;743
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;13178.94;12938.92;12884.86;9195;1424;147;90;1163;1132;9506;124
9;русского языка и литературы;5727.62;5599.66;5541.85;3601;618;2;82;558;541;3683;74
10;языка народов России и литературы;;;;;2;;;3;3;;
11;истории, экономики, права, обществознания;3185.9;3129.81;3076.2;2074;320;1;56;293;280;2090;28
12;информатики;1543.83;1485.69;1438.33;924;175;;13;158;148;941;38
13;физики;1468.73;1423.98;1378.48;897;172;1;16;138;135;930;23
14;математики;5272.68;5097.94;5020.79;3036;533;2;74;444;429;3141;97
15;химии;919.74;884.05;848.67;604;98;2;6;84;83;625;19
16;географии;1285.38;1251.61;1227.21;785;127;1;12;112;108;811;15
17;биологии;1344.84;1306.93;1275.74;846;159;3;24;129;123;870;16
18;иностранных языков;7459.44;7337.32;7274.64;5279;778;2;139;753;724;5327;66
19;из них:                         английского языка;6600.35;6462.96;6362.46;4579;694;2;121;629;609;4679;54
20;немецкого языка;351.34;345.51;343.5;303;24;;4;52;49;277;1
21;французского языка;290.45;286.4;284.24;237;24;;6;36;33;229;1
22;китайского языка;34.71;32.37;31.37;20;10;;2;3;2;29;
23;физической культуры;3707.93;3653.39;3601.77;2795;348;14;41;376;365;2777;22
24;труда (технологии);1806.9;1741.48;1711.24;1063;191;2;10;163;159;1105;46
25;музыки и пения;1161.42;1138.58;1109.4;839;151;12;13;125;119;867;18
26;изобразительного искусства, черчения;816.78;793.73;776.05;616;118;2;13;115;111;631;11
27;основ безопасности и защиты Родины;508.86;478.88;467.75;322;67;;9;63;62;336;14
28;основ духовно-нравственной культуры народов России;123.93;116.8;111.09;26;21;;3;4;4;50;5
29;прочих предметов;3559.83;3297.35;3159.06;836;134;1;11;166;155;814;127
30;учителя-логопеды;1205.68;1079.32;1043.42;770;164;1;27;119;117;815;89
31;учителя-дефектологи;558.37;494.68;477.5;297;60;;12;33;33;320;43
32;из них:                      олигофренопедагог;248.11;235.26;229.33;142;21;;4;10;10;152;7
33;тифлопедагог;25.92;25.92;25.92;29;1;;;1;1;28;
34;сурдопедагог;65.8;53.55;53.05;32;3;;2;1;1;36;12
35;социальные педагоги;890.79;794.11;766.75;631;121;1;3;119;116;638;69
36;педагоги дополнительного образования;5244.52;4925.07;4353.78;2179;637;14;82;488;467;2375;195
37;педагоги-психологи;1519.66;1322.51;1279.27;983;279;1;31;234;231;1023;155
38;воспитатели;7581.96;6995.65;6858.83;4817;1044;42;48;935;908;4920;457
39;мастера производственного обучения;7.5;7.5;7.5;6;;;;;;6;
40;тьюторы;517.78;426.46;423.45;271;124;6;4;92;87;309;77
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;417.47;402.22;394.5;131;322;6;29;34;33;494;11
42;другие;4897.4;4301.42;4055.05;2433;658;13;41;650;621;2413;384
43;учебно-вспомогательный персонал;6419.12;5507.42;5235.76;3635;773;10;33;853;820;3481;672
44;иной персонал;24373.66;19652.85;18342.33;10548;2377;49;55;2269;2204;10662;3315
