;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);250231;822304;226243
2;В том числе по профилям обучения:       гуманитарный – всего;186068;463562;88761
3;из них с изучением языков:             английского;145861;309730;57318
4;французского;9581;26513;4925
5;немецкого;11705;32893;5503
6;других европейских;3685;7431;1511
7;восточных;2479;7102;1327
8;естественнонаучный;7259;72760;33010
9;социально-экономический;1342;16314;23519
10;технологический;1089;13771;7584
11;технический;2622;17260;6752
12;сельскохозяйственный;748;3929;1485
13;математический;15295;136513;33442
14;другие;27797;95730;42318
