;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);568;1284;471
2;В том числе по профилям обучения:       гуманитарный – всего;568;808;264
3;из них с изучением языков:             английского;568;808;256
4;французского;;;
5;немецкого;;;
6;других европейских;;;
7;восточных;;;
8;естественнонаучный;;;
9;социально-экономический;;;
10;технологический;;83;58
11;технический;;;
12;сельскохозяйственный;;20;
13;математический;;45;
14;другие;;152;56
