;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 37,38);116237;73059;
2;в том числе:       руководящие работники – всего;2158;1739;
3;педагогические работники - всего (сумма строк 04, 25, 26, 30-36);75300;54224;
4;в том числе:          учителя–всего (сумма строк 05-15,19-24);52395;39192;
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;3996;3755;
6;русского языка и литературы;3309;3128;
7;языка народов России и литературы;530;473;
8;истории, экономики, права, обществознания;3759;2632;
9;информатики и ИКТ;3010;1677;
10;физики;3703;2330;
11;математики;3163;2636;
12;химии;3381;2955;
13;географии;1714;1408;
14;биологии;1939;1670;
15;иностранных языков;5667;5229;
16;из них:                      английского языка;4326;3983;
17;немецкого языка;785;732;
18;французского языка;198;181;
19;физической культуры;4380;1524;
20;трудового обучения (технологии);3123;1433;
21;музыки и пения;4454;3697;
22;изобразительного искусства, черчения;1448;1271;
23;основ безопасности жизнедеятельности;955;194;
24;прочих предметов;3864;3180;
25;учителя-логопеды;1144;1120;
26;учителя-дефектологи;320;310;
27;из них:                олигофренопедагог;90;88;
28;тифлопедагог;12;11;
29;сурдопедагог;18;11;
30;социальные педагоги;344;309;
31;педагоги дополнительного образования;13409;7843;
32;педагоги-психологи;1430;1326;
33;воспитатели;1305;1036;
34;мастера производственного обучения;208;86;
35;тьюторы;160;131;
36;другие;4585;2871;
37;учебно-вспомогательный персонал;7707;3902;
38;иной персонал;31072;13194;
39;из них:             ассистент(помощник);27;9;
40;сурдопереводчик;1;1;
41;тифлосурдопереводчик;;;
42;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;949;813;
43;из них воспитатели;258;240;
44;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;1044;850;
45;из них учителя;856;680;
46;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;5420;;
47;Из общей численности мастеров производственного обучения (из строки 34 графы 3) - работники организаций – всего;32;;
48;Из общей численности учителей-дефектологов (стр.26 гр.3) - учителя, имеющие специальное дефектологическое образование;112;;
49;Справка 3. Кроме того (кроме стр.01), численность медицинских работников (сумма строк 51.52) (чел);8924;;
50;из них женщин (чел);7751;;
51;в том числе:          врачи всех специальностей (чел);3216;;
52;медицинские сестры (чел);5708;;
53;.Из строки 04 гр. 3 – численность учителей, использующих в учебном процессе персональные компьютеры (чел);26561;;
