;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
10;языка народов России и литературы;18492;573;524;1329;1213;2027;1926;2654;2561;3460;3325;2677;2577;2430;2355;1925;1834;875;803;542;407
11;истории, экономики, права, обществознания;65426;4166;3007;7091;4874;6078;4667;6944;5782;8678;7407;9378;8162;8799;7477;7648;6353;4320;3564;2324;1795
12;информатики и ИКТ;28725;2362;1548;5020;3223;4276;2952;4036;3120;3961;3160;3440;2816;2434;1841;1766;1301;959;688;471;322
13;физики;32655;1154;763;1979;1220;1768;1237;2340;1816;3270;2624;4880;4165;5628;4643;5438;4235;3573;2638;2625;1805
14;математики;98884;3409;2836;6546;5555;6304;5669;7537;7055;10608;10065;14624;14094;17474;16855;16613;15861;9862;9262;5907;5334
15;химии;25326;777;666;1377;1200;1582;1393;1943;1797;2828;2640;3892;3724;4164;3961;4127;3902;2671;2480;1965;1789
16;географии;31672;1041;792;2175;1660;2189;1847;3033;2734;4650;4234;5063;4665;4734;4304;4563;4060;2585;2282;1639;1427
17;биологии;32327;1155;1014;2255;1975;2316;2090;2955;2756;4212;3970;4937;4718;5137;4917;4828;4599;2759;2592;1773;1627
18;иностранных языков;113978;8990;8362;18169;17127;16539;15861;13647;13204;10512;10175;9987;9730;11828;11497;12192;11824;7469;7237;4645;4470
19;из них:                         английского языка;97363;8264;7664;16723;15747;15199;14535;12253;11851;9050;8731;8150;7914;9281;8979;9386;9069;5615;5428;3442;3302
20;немецкого языка;12614;517;481;1047;983;1019;984;1077;1042;1162;1124;1410;1377;1913;1878;2159;2097;1385;1340;925;889
21;французского языка;3208;143;133;248;233;209;203;222;198;217;212;365;357;548;531;567;552;439;428;250;242
22;физической культуры;76703;6611;2621;11029;3966;8140;3405;7740;3915;9234;5238;9878;5517;9512;4577;7597;3172;4397;1719;2565;856
23;трудового обучения (технологии);45081;951;534;2133;1116;2361;1414;3721;2615;5629;4042;6748;4696;7973;5139;8012;4768;4677;2584;2876;1384
24;музыки и пения;20913;1038;932;1281;1111;1318;1178;1932;1797;3199;3040;3438;3261;3526;3276;2901;2590;1519;1280;761;566
25;изобразительного искусства, черчения;16902;800;730;1262;1163;1262;1146;1650;1552;2502;2375;2799;2634;2706;2500;2232;1999;1117;986;572;481
26;основ безопасности жизнедеятельности;13540;462;148;1033;245;925;235;1056;364;1494;536;1954;614;2221;582;2166;518;1319;232;910;130
27;прочих предметов;12267;672;560;1058;890;1264;1067;1289;1141;1564;1404;1526;1394;1378;1250;1356;1242;1053;947;1107;1003
28;учителя-логопеды;13025;605;588;1202;1189;1657;1640;2122;2106;2485;2465;1852;1842;1160;1150;929;920;549;545;464;455
29;учителя-дефектологи;3305;217;209;360;341;392;384;400;392;511;499;477;467;343;336;272;267;173;170;160;154
30;из них:                      олигофренопедагог;855;56;56;107;100;113;108;107;105;141;137;125;119;89;83;56;53;30;28;31;28
31;тифлопедагог;211;9;6;23;20;21;20;26;24;32;32;33;33;21;20;19;19;19;19;8;8
32;сурдопедагог;464;11;11;39;38;29;29;31;31;69;69;73;73;57;57;62;62;48;48;45;44
33;социальные педагоги;17840;1021;922;1995;1851;2233;2129;2262;2176;2297;2217;2069;1998;1954;1885;1958;1879;1151;1089;900;830
34;педагоги дополнительного образования;22117;1985;1422;2325;1669;2186;1658;2216;1752;2373;1898;2368;1855;2419;1908;2442;1872;1848;1332;1955;1248
35;педагоги-психологи;22935;2012;1872;3653;3408;3886;3749;3703;3593;3493;3394;2360;2277;1750;1681;1171;1121;617;586;290;261
36;воспитатели;114068;5451;5125;9705;9226;12902;12490;15056;14619;16890;16414;16820;16273;15148;14593;12180;11684;5956;5678;3960;3778
37;мастера производственного обучения;1410;31;10;61;12;86;23;92;22;150;41;180;50;269;62;290;68;153;41;98;20
38;тьюторы;1710;241;209;237;186;190;156;174;154;196;177;162;143;161;135;155;137;94;87;100;90
39;другие;39223;3109;2549;4045;3336;4023;3419;4447;3891;4946;4356;4871;4263;4734;3972;4309;3591;2746;2168;1993;1541
40;учебно-вспомогательный персонал;140902;6709;5293;12967;10736;17225;15294;17876;16210;18008;16393;16618;15147;18752;17013;17523;15762;9709;8517;5515;4710
41;иной персонал;525952;11805;7894;24417;18205;39714;30948;52179;41133;62695;48178;68391;49918;84497;59376;86737;57253;57955;37437;37562;24411
42;из них:             ассистент (помощник);434;20;17;34;28;44;42;56;47;51;43;51;43;53;46;56;51;45;43;24;21
43;сурдопереводчик;11;;;;;1;1;1;1;1;1;;;1;1;1;1;3;3;3;3
44;тифлосурдопереводчик;0;;;;;;;;;;;;;;;;;;;;
45;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;80964;3007;2904;7010;6864;10375;10269;12264;12173;13322;13196;12392;12289;10413;10330;7613;7532;3181;3145;1387;1349
46;из них воспитатели;65534;2461;2413;5794;5740;8636;8595;9984;9929;10702;10596;10102;10056;8502;8441;6075;6028;2342;2327;936;909
47;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;6798;195;158;385;290;484;391;559;471;788;689;965;850;993;869;1020;887;742;644;667;560
48;из них учителя;6328;171;138;340;254;440;349;510;430;729;637;907;801;923;806;967;839;696;606;645;540
;;;;;;;;;;;;;;;;;;;;;;
;;Данные гр. 3 по стр. 01–48 равны данным гр.3 подраздела 3.1 по соответствующим строкам 01-48.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответ-ственное за предоставление статистической информа-ции (лицо, уполномоченное предоставлять статистичес-кую информацию от имени;Должностное лицо, ответ-ственное за предоставление статистической информа-ции (лицо, уполномоченное предоставлять статистичес-кую информацию от имени;;;;;;;;;;;;;;;;;;;
;;юридического лица);юридического лица);;;;;;;;;;;;;;;;;;;
;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;(номер контактного телефона);(номер контактного телефона);(номер контактного телефона);;(дата составления документа);(дата составления документа);(дата составления документа);;;;;;;;;;;;
