;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Код государства  по ОКСМ;Всего (сумма граф 5–8);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам начального об-щего образова-ния (1-4 классы);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам основного об-щего образова-ния (5–9 классы);Численность обучающихся во всех классах кроме классов для обучающихся с ограниченными возможностями здоровья, по программам среднего общего образования (10–11(12) классы);Численность обучающихся в классах для обучающихся с ограниченными возможностями здоровья
1;Численность обучающихся иностранных граждан - всего;;25147;10491;13060;1507;89
2;Афганистан;4;72;35;32;4;1
3;Ангола;24;7;2;4;1;
4;Азербайджан;31;1090;421;560;105;4
5;Австралия;36;6;3;3;;
6;Австрия;40;5;3;2;;
7;Бангладеш;50;1;1;;;
8;Армения;51;1094;374;592;121;7
9;Бельгия;56;2;2;;;
10;Босния и Герцеговина;70;1;1;;;
11;Бразилия;76;3;1;2;;
12;Болгария;100;13;5;6;2;
13;Беларусь;112;1278;429;700;147;2
14;Камбоджа;116;1;1;;;
15;Канада;124;5;2;2;1;
16;Чад;148;1;;1;;
17;Чили;152;3;2;1;;
18;Китай;156;119;34;69;16;
19;Тайвань (Китай);158;18;7;11;;
20;Конго, Демократическая Республика;180;2;1;1;;
21;Куба;192;17;5;8;4;
22;Чехия;203;5;2;3;;
23;Доминиканская Республика;214;1;1;;;
24;Экваториальная Гвинея;226;6;2;1;3;
25;Эфиопия;231;1;;1;;
26;Эстония;233;7;5;2;;
27;Франция;250;13;7;5;1;
28;Грузия;268;114;41;59;13;1
29;Палестина, Государство;275;3;2;1;;
30;Германия;276;39;16;18;4;1
31;Греция;300;4;3;1;;
32;Венгрия;348;6;1;5;;
33;Индия;356;37;26;9;1;1
34;Индонезия;360;4;;1;3;
35;Иран (Исламская Республика);364;11;4;6;1;
36;Ирак;368;7;;5;2;
37;Израиль;376;36;12;19;5;
38;Италия;380;10;4;4;2;
39;Япония;392;1;;1;;
40;Казахстан;398;672;239;370;62;1
41;Корея, Народно-Демократическая Республика;408;20;8;11;1;
42;Корея, Республика;410;26;7;16;3;
43;Киргизия;417;7818;3628;3887;281;22
44;Ливан;422;4;1;3;;
45;Латвия;428;82;34;32;16;
46;Ливия;434;1;;;1;
47;Литва;440;23;2;15;6;
48;Макао;446;1;;1;;
49;Мексика;484;5;2;3;;
50;Монголия;496;36;16;17;3;
51;Молдова, Республика;498;750;216;449;82;3
52;Непал;524;2;;2;;
53;Нидерланды, Королевство;528;4;2;2;;
54;Нигерия;566;3;1;2;;
55;Панама;591;1;1;;;
56;Парагвай;600;1;;1;;
57;Перу;604;2;;2;;
58;Филиппины;608;3;1;2;;
59;Польша;616;7;3;4;;
60;Румыния;642;2;;2;;
61;Саудовская Аравия;682;3;2;1;;
62;Сербия;688;44;14;18;12;
63;Сейшелы;690;1;1;;;
64;Сингапур;702;1;1;;;
65;Словакия;703;2;;1;1;
66;Вьетнам;704;380;112;192;76;
67;Словения;705;1;;1;;
68;Зимбабве;716;1;;1;;
69;Испания;724;8;6;1;1;
70;Швеция;752;3;3;;;
71;Швейцария;756;1;1;;;
72;Сирийская Арабская Республика;760;15;3;8;3;1
73;Таджикистан;762;6887;3187;3492;180;28
74;Таиланд;764;1;;1;;
75;Тунис;788;1;1;;;
76;Турция;792;42;20;21;1;
77;Туркменистан;795;112;40;59;13;
78;Украина;804;1713;421;1088;196;8
79;Египет;818;6;6;;;
80;Соединенное Королевство Великобритании и Северной Ирландии;826;10;4;5;;1
81;Соединенные Штаты;840;59;34;22;3;
82;Узбекистан;860;2330;1008;1184;130;8
83;Венесуэла, Боливарианская Республика;862;2;1;1;;
84;Абхазия;895;17;10;7;;
85;Южная Осетия;896;1;;1;;
86;;;;;;;
87;;;;;;;
88;;;;;;;
89;;;;;;;
90;;;;;;;
91;;;;;;;
92;;;;;;;
93;;;;;;;
94;;;;;;;
95;;;;;;;
96;;;;;;;
97;;;;;;;
98;;;;;;;
99;;;;;;;
100;;;;;;;
101;;;;;;;
102;;;;;;;
103;;;;;;;
104;;;;;;;
105;;;;;;;
106;;;;;;;
107;;;;;;;
108;;;;;;;
109;;;;;;;
110;;;;;;;
111;;;;;;;
112;;;;;;;
113;;;;;;;
114;;;;;;;
115;;;;;;;
116;;;;;;;
117;;;;;;;
118;;;;;;;
119;;;;;;;
120;;;;;;;
121;;;;;;;
122;;;;;;;
123;;;;;;;
124;;;;;;;
125;;;;;;;
126;;;;;;;
127;;;;;;;
128;;;;;;;
129;;;;;;;
130;;;;;;;
