;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);196971.01;196391.39;193559.3;149802;24957;566;2267;30406;24704;144353;291
2;в том числе:       руководящие работники – всего;2587.75;2555.75;2545.25;2414;345;;31;409;276;2362;15
3;из них:             директор;536.75;531.75;529.25;525;124;;10;139;42;510;2
4;заместители директора;2008.5;1995.5;1990;1847;212;;20;265;228;1822;7
5;руководитель филиала;14.5;4;2;14;;;;;;14;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);149020.06;148685.64;146676.51;113047;15921;359;1944;19475;16632;109617;135
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);78315.68;78125.92;77379.01;60075;8666;142;1273;9234;8451;59649;57
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;18670.29;18661.29;18622.93;17150;1746;100;178;1975;1785;16955;1
9;русского языка и литературы;9603.46;9594.96;9558.88;7027;1189;2;173;1188;1078;7030;5
10;языка народов России и литературы;1;1;1;1;;;;;;1;
11;истории, экономики, права, обществознания;5114.92;5108.67;5059.91;3831;616;1;109;642;582;3825;4
12;информатики;3707.71;3703.21;3660.03;2685;523;6;62;546;510;2644;5
13;физики;2406.8;2398.3;2335.37;1668;325;1;44;321;294;1678;10
14;математики;9430.93;9420.93;9314.46;6572;1433;4;222;1330;1248;6741;7
15;химии;1602.72;1600.5;1561.15;1115;208;;31;175;159;1139;3
16;географии;2027.43;2024.99;2002.05;1488;248;;45;244;220;1501;2
17;биологии;2322.55;2319.61;2284.21;1717;279;1;53;274;256;1730;1
18;иностранных языков;12020.46;12012.96;11964.58;9796;1260;5;257;1622;1498;9399;5
19;из них:                         английского языка;10852.73;10848.23;10815.16;8783;1143;3;216;1358;1264;8585;4
20;немецкого языка;383.92;383.92;380.62;399;12;;1;85;68;307;
21;французского языка;312.28;312.28;305.98;319;20;;5;54;48;259;
22;китайского языка;129.78;128.68;128.68;7;45;1;15;22;21;97;
23;физической культуры;4527.46;4523.81;4509.07;3641;313;13;28;425;379;3509;2
24;труда (технологии);1963.82;1960.92;1941.33;1154;235;5;18;160;145;1287;3
25;музыки и пения;1327.28;1324.83;1280.13;1012;135;1;13;156;145;986;2
26;изобразительного искусства, черчения;1055.66;1053.96;1040.43;764;91;2;12;107;97;755;1
27;основ безопасности и защиты Родины;401.78;399.71;395.85;158;28;;7;19;18;171;1
28;основ духовно-нравственной культуры народов России;100.62;100.62;100.02;1;2;;;1;1;10;
29;прочих предметов;2030.79;1915.65;1747.61;295;35;1;21;49;36;288;5
30;учителя-логопеды;4439.09;4427.09;4410.39;3361;284;1;28;350;310;3287;6
31;учителя-дефектологи;2370.71;2358.61;2317.11;1300;201;3;43;161;150;1395;5
32;из них:                      олигофренопедагог;68.25;64.25;60.75;3;2;;;2;2;5;
33;тифлопедагог;3;3;3;;;;;;;;
34;сурдопедагог;39.5;39.5;39.5;5;;;;;;3;
35;социальные педагоги;1640.21;1638.96;1633.21;1239;229;1;19;232;206;1240;2
36;педагоги дополнительного образования;10140.73;10116.96;9225.87;3926;1412;35;156;1521;879;3889;19
37;педагоги-психологи;3931.71;3917.31;3888.21;3003;485;;65;566;524;2962;5
38;воспитатели;29235.86;29199.96;29090.33;28335;2151;113;104;4838;4021;25343;21
39;мастера производственного обучения;1.75;1.75;;;;;;;;;
40;тьюторы;2798.24;2787.74;2769.64;1969;720;32;98;585;384;2111;8
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;1126.1;1126.1;1125.6;12;428;6;53;151;140;1092;
42;другие;15019.98;14985.24;14837.14;9827;1345;26;105;1837;1567;8649;12
43;учебно-вспомогательный персонал;16975.28;16909.18;16743.44;14583;3477;54;124;4789;2599;13051;40
44;иной персонал;28387.92;28240.82;27594.1;19758;5214;153;168;5733;5197;19323;101
45;из них:             ассистент (помощник);607.83;607.83;554.39;479;290;31;12;252;139;549;2
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;113.11;112.31;90.2;92;1;;1;4;4;89;
49;из них воспитатели;79.58;79.58;76.2;78;1;;1;4;3;75;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;;;;;;;;;;;
51;из них учителя;;;;;;;;;;;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
