;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;"Всего  (сумма граф 4-6; сумма граф 7-9)";Из графы 3 обучающихся по образовательным программам начального общего образования (1–4 классы);Из графы 3 обучающихся по образовательным программам основного общего образования (5–9 классы);Из графы 3 обучающихся по образовательным программам среднего общего образования (10–11(12) классы);Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, углубленно изучающих  учебные предметы - всего;61622;9328;29355;22939;60445;1031;146
2;из них:        русский язык;3322;645;2467;210;3320;;2
3;литературное чтение;622;622;;;622;;
4;родной язык и (или) государственный язык       республики Российской Федерации;;;;;;;
5;литературное чтение на родном языке;144;144;;;144;;
6;окружающий мир;404;404;;;404;;
7;математика;24158;3653;10398;10107;23962;157;39
8;изобразительное искусство;2070;697;1292;81;2069;;1
9;музыка;965;250;715;;965;;
10;труд (технология);185;;185;;185;;
11;физическая культура;;;;;;;
12;литература;5125;;1791;3334;4568;498;59
13;родная литература;;;;;;;
14;иностранный язык;10756;2955;6153;1648;10694;51;11
15;из них:              английский;9768;2547;5674;1547;9706;51;11
16;немецкий;167;49;103;15;167;;
17;французский;771;359;311;101;771;;
18;испанский;;;;;;;
19;другие европейские языки;;;;;;;
20;китайский;65;;65;;65;;
21;другие восточные языки;;;;;;;
22;информатика;8808;;4180;4628;8769;35;4
23;история;2974;;342;2632;2772;202;
24;обществознание;12864;;2125;10739;12217;585;62
25;география;1420;;87;1333;1044;281;95
26;физика;6933;;3467;3466;6932;1;
27;химия;3817;;1397;2420;3734;83;
28;биология;6737;;2488;4249;6584;153;
29;основы безопасности и защиты Родины;;;;;;;
