;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);14413;9390;7956;;38;;;2539;970;1123;4493;2862;6;6;12251;
2;в том числе:       руководящие работники – всего;1219;1142;846;;9;;;56;4;9;169;78;;;1030;
3;из них:             директор;323;322;285;;5;;;;;;64;28;;;268;
4;заместители директора;827;755;539;;4;;;48;4;8;97;49;;;693;
5;руководитель филиала;;;;;;;;;;;;;;;;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);9058;7643;7006;;29;;;1146;922;16;4319;2779;6;6;8114;8747.2
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);7922;6860;6383;;28;;;867;733;10;3972;2430;6;6;7099;7647.1
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2457;1935;1840;;;;;471;442;5;1180;843;1;2;2453;2361.6
9;русского языка и литературы;951;899;865;;5;;;30;27;1;535;265;1;;927;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;471;452;420;;5;;;9;8;;250;130;1;;404;
12;информатики;179;160;123;;2;;;13;5;;89;48;;;124;
13;физики;231;220;205;;2;;;1;1;;135;59;;1;189;
14;математики;729;691;651;;6;;;18;15;1;382;207;1;;693;
15;химии;169;166;153;;2;;;3;3;;106;39;;;161;
16;географии;211;203;191;;2;;;4;3;;121;58;;;190;
17;биологии;249;236;223;;;;;8;4;;155;56;;1;235;
18;иностранных языков;864;813;764;;1;;;28;25;;324;330;;2;817;
19;из них:                         английского языка;749;698;651;;1;;;26;23;;263;288;;2;706;
20;немецкого языка;96;93;83;;;;;1;1;;49;32;;;92;
21;французского языка;19;19;19;;;;;;;;10;8;;;19;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;556;407;375;;1;;;122;99;2;258;162;;;262;
24;труда (технологии);347;288;231;;;;;52;20;1;196;90;1;;227;
25;музыки и пения;147;103;94;;;;;38;30;;79;28;;;135;
26;изобразительного искусства, черчения;139;104;95;;1;;;33;28;;67;43;;;127;
27;основ безопасности и защиты Родины;86;74;53;;1;;;11;5;;35;30;;;27;
28;основ духовно-нравственной культуры народов России;4;3;3;;;;;1;1;;2;1;;;3;
29;прочих предметов;132;106;97;;;;;25;17;;58;41;1;;125;
30;учителя-логопеды;67;62;62;;;;;3;1;;25;23;;;66;70.8
31;учителя-дефектологи;46;43;42;;;;;2;2;;15;21;;;46;48.5
32;из них:                   олигофренопедагог;10;9;9;;;;;;;;4;4;;;10;12
33;тифлопедагог;1;1;1;;;;;;;;;1;;;1;1
34;сурдопедагог;1;1;1;;;;;;;;1;;;;1;1
35;социальные педагоги;136;107;78;;;;;24;12;2;39;39;;;132;105.9
36;педагоги дополнительного образования;110;64;49;;;;;31;12;;33;17;;;74;58.8
37;педагоги-психологи;183;165;137;;1;;;11;8;;59;58;;;179;143.7
38;воспитатели;313;159;130;;;;;137;118;2;106;120;;;297;281.1
39;мастера производственного обучения;1;1;;;;;;;;;;;;;;
40;тьюторы;5;2;2;;;;;2;;1;;1;;;5;3.5
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;39;30;25;;;;;5;4;;3;5;;;36;28
42;другие;236;150;98;;;;;64;32;1;67;65;;;180;177.6
43;учебно-вспомогательный персонал;587;245;60;;;;;197;14;65;4;5;;;553;
44;иной персонал;3549;360;44;;;;;1140;30;1033;1;;;;2554;
45;из них:             ассистент (помощник);14;3;1;;;;;7;1;;;;;;14;10.5
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;114;45;42;;;;;53;48;1;33;44;;;114;
49;из них воспитатели;106;39;34;;;;;52;47;1;28;41;;;106;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;61;61;58;;;;;;;;36;19;;;50;
51;из них учителя;58;58;55;;;;;;;;36;17;;;47;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;412;309;253;;;;;35;29;1;123;117;;;299;
53;из них учителя - всего;372;281;232;;;;;31;28;1;115;108;;;273;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;86;50;38;;;;;16;16;;27;15;;;59;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;173;155;148;;;;;11;8;;51;51;;;124;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;13;11;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;826;;;;;;;;;;;;;;;
58;из них директор;268;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;6696;;;;;;;;;;;;;;;
60;из них учителя;5830;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);53;;;;;;;;;;;;;;;
62;из них женщин;49;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;9;;;;;;;;;;;;;;;
64;медицинские сестры;44;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;7919;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;5998;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;5595;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;403;;;;;;;;;;;;;;;
