;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);25416.92;24329.26;23066.64;14408;2397;564;855;2392;2251;14413;789
2;в том числе:       руководящие работники – всего;1500.07;1414.92;1398.32;1266;156;6;93;199;186;1219;67
3;из них:             директор;342;325.5;321.5;327;21;1;10;25;25;323;12
4;заместители директора;1071.43;1010.68;987.95;859;125;5;75;152;138;827;52
5;руководитель филиала;;;;5;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);17104.69;16550.41;15673.06;9011;1423;256;672;1364;1277;9058;362
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);14130;13966.78;13270.42;7940;1091;197;523;1096;1026;7922;142
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3530.92;3519.2;3449.19;2484;287;95;111;310;279;2457;20
9;русского языка и литературы;1713.34;1700.1;1628.12;936;131;8;65;116;109;951;14
10;языка народов России и литературы;7.67;7.67;7.42;;;;;2;2;;
11;истории, экономики, права, обществознания;816.31;810.73;765;465;64;5;34;58;55;471;8
12;информатики;298.46;292.73;265.13;191;27;4;13;37;35;179;6
13;физики;371.03;366.96;334.75;233;34;2;17;35;33;231;6
14;математики;1442.19;1427.15;1363.79;711;116;7;66;100;95;729;13
15;химии;243.8;240.18;221.38;167;23;;12;17;14;169;4
