;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);9574;5885;5444;;17;;1;2021;959;868;1743;626;5;9;8408;
2;в том числе:       руководящие работники – всего;554;510;438;;4;;;37;14;6;92;17;;;491;
3;из них:             директор;180;175;166;;2;;;4;4;;31;3;;;162;
4;заместители директора;363;321;262;;1;;;31;10;6;56;11;;;318;
5;руководитель филиала;3;2;2;;;;;1;;;;;;;2;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);6067;5076;4925;;13;;1;956;871;13;1651;607;5;9;5627;5266.5
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);4838;4299;4210;;12;;1;522;483;4;1464;510;2;9;4448;4111
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1355;1115;1108;;;;;238;235;1;452;153;;3;1353;1252
9;русского языка и литературы;557;537;534;;1;;;19;18;;183;50;;;550;
10;языка народов России и литературы;15;12;12;;;;;3;3;;3;2;;;15;
11;истории, экономики, права, обществознания;321;311;303;;4;;1;10;8;;90;36;;1;259;
12;информатики;128;119;112;;1;;;8;6;;58;15;;1;114;
13;физики;146;145;139;;;;;;;;39;14;1;;115;
14;математики;452;438;427;;1;;;12;12;;126;47;1;;425;
15;химии;109;107;104;;1;;;2;2;;45;13;;;105;
16;географии;148;147;146;;;;;1;;;38;22;;;133;
17;биологии;136;136;133;;;;;;;;42;17;;;129;
18;иностранных языков;573;554;547;;2;;;17;17;;165;73;;2;555;
19;из них:                         английского языка;547;523;505;;2;;;16;16;;149;64;;2;528;
20;немецкого языка;10;10;10;;;;;;;;4;;;;10;
21;французского языка;5;5;5;;;;;;;;2;;;;5;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;362;281;276;;2;;;79;75;;95;29;;;260;
24;труда (технологии);200;157;145;;;;;39;25;3;42;15;;1;136;
25;музыки и пения;103;64;62;;;;;39;33;;32;4;;1;99;
26;изобразительного искусства, черчения;80;50;46;;;;;30;28;;24;8;;;80;
27;основ безопасности и защиты Родины;60;52;45;;;;;8;5;;14;3;;;31;
28;основ духовно-нравственной культуры народов России;6;5;5;;;;;1;1;;1;;;;6;
29;прочих предметов;87;69;66;;;;;16;15;;15;9;;;83;
30;учителя-логопеды;125;122;118;;;;;3;3;;37;9;;;125;103.7
31;учителя-дефектологи;25;24;24;;;;;1;1;;7;3;;;25;22
32;из них:                   олигофренопедагог;4;4;4;;;;;;;;1;;;;4;4
33;тифлопедагог;2;2;2;;;;;;;;1;1;;;2;
34;сурдопедагог;;;;;;;;;;;;;;;;
35;социальные педагоги;118;74;66;;;;;42;35;2;8;8;;;117;94.2
36;педагоги дополнительного образования;107;68;61;;;;;38;27;;26;9;;;96;86.9
37;педагоги-психологи;125;123;119;;;;;2;2;;24;8;;;120;93
38;воспитатели;417;145;127;;;;;264;257;3;55;43;;;406;318.8
39;мастера производственного обучения;2;1;1;;;;;1;;;;;;;;
40;тьюторы;49;36;32;;;;;12;10;;2;2;;;48;29.5
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;33;28;24;;;;;5;4;;2;;;;28;24.8
42;другие;228;156;143;;1;;;66;49;4;26;15;3;;214;178
43;учебно-вспомогательный персонал;743;157;50;;;;;294;41;154;;1;;;648;
44;иной персонал;2210;142;31;;;;;734;33;695;;1;;;1642;
45;из них:             ассистент (помощник);15;3;;;;;;6;1;5;;;;;14;16.5
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;334;106;100;;;;;219;205;1;49;34;;;331;
49;из них воспитатели;293;82;76;;;;;203;192;1;38;33;;;293;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;51;47;47;;;;;4;3;;20;7;;;45;
51;из них учителя;51;47;47;;;;;1;1;;16;5;;;45;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;266;193;190;;2;;;16;12;1;21;8;;;110;
53;из них учителя - всего;218;171;169;;2;;;15;11;;17;8;;;96;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;39;25;25;;;;;;;;1;1;;;9;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;168;143;140;;2;;;19;16;1;35;14;;;116;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;8;5;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;350;;;;;;;;;;;;;;;
58;из них директор;126;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;4226;;;;;;;;;;;;;;;
60;из них учителя;2990;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);4;;;;;;;;;;;;;;;
62;из них женщин;4;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;1;;;;;;;;;;;;;;;
64;медицинские сестры;3;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;3553;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;2656;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;2528;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;128;;;;;;;;;;;;;;;
