;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);12199.95;11639.31;11103.06;9537;1066;199;368;1029;894;9574;326
2;в том числе:       руководящие работники – всего;620.29;602.73;595.48;544;49;6;26;44;42;554;11
3;из них:             директор;185.97;181.97;180.97;179;9;;5;10;9;180;2
4;заместители директора;419.82;397.26;386.51;338;37;6;19;31;30;363;9
5;руководитель филиала;3.5;3.5;3.5;3;;;;;;3;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);8214.29;7777.84;7369.19;5992;707;79;322;635;575;6067;271
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);6574.96;6253.45;5930.53;4812;524;42;250;496;454;4838;204
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1601.54;1560.13;1506.56;1354;110;15;36;106;96;1355;16
9;русского языка и литературы;798.02;756.15;723.55;547;73;4;42;62;54;557;30
10;языка народов России и литературы;13.89;13.88;13.88;14;3;1;2;2;2;15;
11;истории, экономики, права, обществознания;441.04;415.99;395.96;326;37;1;19;39;38;321;12
12;информатики;182.8;171.74;158.21;126;15;1;8;11;10;128;8
13;физики;195.86;182.69;169.43;149;15;;9;16;15;146;14
14;математики;668.52;644.23;613.47;445;54;;28;54;52;452;45
15;химии;133.74;126.03;121.52;106;11;;5;9;8;109;11
16;географии;199.52;192.44;183.13;149;17;1;11;16;15;148;3
17;биологии;187.69;177.33;164.24;127;19;;7;13;11;136;8
18;иностранных языков;741.91;714.35;684.16;564;70;2;43;56;55;573;27
