;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;"Всего  (сумма граф 4-6; сумма граф 7-9)";Из графы 3 обучающихся по образовательным программам начального общего образования (1–4 классы);Из графы 3 обучающихся по образовательным программам основного общего образования (5–9 классы);Из графы 3 обучающихся по образовательным программам среднего общего образования (10–11(12) классы);Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);1774685;269110;1017436;488139;1769606;3391;1688
2;В том числе по профилям обучения:       гуманитарный – всего;768346;190906;463434;114006;766724;819;803
3;из них с изучением языков:             английского;553261;149364;327237;76660;551824;720;717
4;французского;39514;8304;26593;4617;39393;85;36
5;немецкого;49131;9909;33604;5618;49036;63;32
6;других европейских;13373;2961;8959;1453;13308;28;37
7;восточных;9977;818;7824;1335;9962;12;3
8;естественнонаучный;143946;4952;78475;60519;143518;188;240
9;социально-экономический;99870;264;24790;74816;99365;385;120
10;технологический;138345;2139;58614;77592;137965;297;83
11;технический;23714;1061;14545;8108;23659;40;15
12;сельскохозяйственный;3932;94;3073;765;3932;;
13;математический;275986;28741;219653;27592;275691;221;74
14;другие;280911;25462;119384;136065;279192;1363;356
