;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Всего, человек;Из гр.3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 03, 37,38);117516;71294;53487.3
2;в том числе:       руководящие работники – всего;1436;1146;822.2
3;педагогические работники - всего (сумма строк 04, 25, 26, 30-36);72354;51293;33505.8
4;в том числе:          учителя–всего (сумма строк 05-15,19-24);47205;34914;22368.6
5;в том числе:                учителя, осуществляющие деятельность по реализации                программ начального общего образования;3261;3125;1984.9
6;русского языка и литературы;2943;2781;1620.5
7;языка народов России и литературы;507;470;263
8;истории, экономики, права, обществознания;3200;2169;1718.1
9;информатики и ИКТ;2723;1436;1153.8
10;физики;3374;2030;1677.8
11;математики;3054;2522;1683.9
12;химии;3102;2679;1364.1
13;географии;1479;1168;710.3
14;биологии;1917;1681;940.7
15;иностранных языков;5533;5074;2703.8
16;из них:                      английского языка;3978;3615;2075
17;немецкого языка;990;909;435.4
18;французского языка;240;220;103.9
19;физической культуры;4083;1270;2400.4
20;трудового обучения (технологии);2222;996;1089.5
21;музыки и пения;3244;2734;1605
22;изобразительного искусства, черчения;1077;968;517.8
23;основ безопасности жизнедеятельности;794;128;366.1
24;прочих предметов;4692;3683;2128.8
25;учителя-логопеды;1588;1561;832.3
26;учителя-дефектологи;754;733;408.4
27;из них:                олигофренопедагог;161;157;93.6
28;тифлопедагог;24;23;9.2
29;сурдопедагог;13;12;6.3
30;социальные педагоги;339;302;177.5
31;педагоги дополнительного образования;14391;7839;6521.9
32;педагоги-психологи;1669;1553;850.5
33;воспитатели;1204;991;643.3
34;мастера производственного обучения;125;51;55.5
35;тьюторы;290;213;147.8
36;другие;4789;3136;2261.4
37;учебно-вспомогательный персонал;8440;4099;3933.2
38;иной персонал;35286;14756;17407.4
39;из них:             ассистент(помощник);48;36;30.1
40;сурдопереводчик;4;4;11.5
41;тифлосурдопереводчик;;;1.5
42;Из общей численности педагогических работников (стр.03):    персонал, работающий в подразделениях (группах)    дошкольного образования;742;643;370.7
43;из них воспитатели;248;229;121.9
44;персонал , работающий в классах очно-заочного и заочного       обучения, учебно-консультационных пунктах;663;540;277.6
45;из них учителя;625;508;254.2
46;Из общей численности учителей (из строки 04 графы 3) - работники организаций - всего;2320;;
47;Из общей численности мастеров производственного обучения (из строки 34 графы 3) - работники организаций – всего;11;;
48;Из общей численности учителей-дефектологов (стр.26 гр.3) - учителя, имеющие специальное дефектологическое образование;234;;
49;Справочно. Код по ОКЕИ: человек – 792  Кроме того (кроме строки 01), численность медицинских работников (сумма строк 51-52);6242;;
50;из них женщин;5705;;
51;в том числе:          врачи всех специальностей;2116;;
52;медицинские сестры;4126;;
53;.Из строки 04 графы 3 – численность учителей, использующих в учебном процессе персональные компьютеры;25948;;
