;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);10182;467;161;163;861;980;1059;1139;1260;1321;1249;1351;125;5;41
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);10160;467;161;163;861;980;1059;1139;1260;1320;1248;1331;125;5;41
3;в том числе (из строки 02) обучались:       очно;10150;467;161;163;860;980;1059;1136;1259;1318;1247;1329;125;5;41
4;очно-заочно;9;;;;1;;;3;1;2;1;1;;;
5;заочно;1;;;;;;;;;;;1;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;7507;373;;;596;695;767;869;992;1048;1054;1113;;;
7;10 лет;1108;;96;112;100;119;105;117;80;114;45;136;84;;
8;11 лет;59;1;3;12;18;6;1;12;1;1;;2;1;1;
9;12 лет;972;93;;;103;101;112;97;134;99;96;67;28;1;41
10;13 лет;514;;62;39;44;59;74;44;53;58;53;13;12;3;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);22;;;;;;;;;1;1;20;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;22;;;;;;;;;1;1;20;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;4;;;;;;;;;1;1;2;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
