;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);4496;3371;2984;1;10;;5;606;305;241;968;543;6;9;3870;
2;в том числе:       руководящие работники – всего;310;310;243;;3;;2;;;;91;20;1;1;254;
3;из них:             директор;63;62;60;;2;;2;;;;25;2;;;54;
4;заместители директора;247;238;174;;1;;;;;;63;18;1;1;200;
5;руководитель филиала;;;;;;;;;;;;;;;;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);3147;2790;2697;1;7;;3;311;286;1;877;520;5;8;2888;1521.9
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);2623;2374;2310;;6;;3;218;199;1;802;465;5;7;2401;1214.2
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;802;642;639;;;;;153;145;;273;150;;2;799;406.5
9;русского языка и литературы;299;292;291;;;;;2;2;;75;56;1;;296;
10;языка народов России и литературы;4;4;4;;;;;;;;;;;;4;
11;истории, экономики, права, обществознания;165;157;152;;1;;;6;4;;56;27;1;1;140;
12;информатики;63;62;51;;1;;;1;;;22;10;;;43;
13;физики;75;70;66;;2;;1;3;3;;24;8;;;65;
14;математики;237;228;220;;;;;5;5;;60;39;3;3;223;
15;химии;52;52;49;;1;;1;;;;22;9;;;48;
16;географии;70;69;69;;;;;1;1;;18;9;;1;64;
17;биологии;67;66;64;;;;;1;1;;29;7;;;66;
18;иностранных языков;374;360;356;;1;;;10;8;;98;84;;;352;
19;из них:                         английского языка;329;315;312;;;;;10;8;;82;70;;;308;
20;немецкого языка;26;26;25;;;;;;;;9;7;;;26;
21;французского языка;13;13;13;;;;;;;;2;3;;;13;
22;китайского языка;1;1;1;;;;;;;;;;;;1;
23;физической культуры;174;167;162;;;;;6;6;;43;33;;;119;
24;труда (технологии);97;80;71;;;;;14;9;1;32;17;;;64;
25;музыки и пения;48;37;37;;;;;10;10;;18;4;;;46;
26;изобразительного искусства, черчения;38;36;31;;;;1;1;1;;18;7;;;37;
27;основ безопасности и защиты Родины;27;25;22;;;;;2;1;;13;3;;;8;
28;основ духовно-нравственной культуры народов России;3;3;3;;;;;;;;1;;;;3;
29;прочих предметов;28;24;23;;;;;3;3;;;2;;;24;
30;учителя-логопеды;51;50;49;;;;;;;;14;2;;;51;21.1
31;учителя-дефектологи;14;14;14;;;;;;;;;1;;;14;6.1
32;из них:                   олигофренопедагог;6;6;6;;;;;;;;;;;;6;2
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;;;;;;;;;;;;;;;;
35;социальные педагоги;36;35;34;;;;;1;1;;5;6;;;33;15.1
36;педагоги дополнительного образования;75;56;50;;;;;18;15;;23;12;;;58;41.8
