;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);10296;5919;5430;;16;;;2168;711;1065;1009;2588;3;22;8405;
2;в том числе:       руководящие работники – всего;562;548;516;;3;;;10;7;2;86;168;1;2;511;
3;из них:             директор;182;179;173;;;;;1;1;;22;57;;;150;
4;заместители директора;373;360;330;;3;;;8;5;2;59;102;1;2;355;
5;руководитель филиала;6;5;5;;;;;1;1;;;3;;;5;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);5787;4960;4816;;13;;;769;648;7;921;2409;2;20;5126;5650.3
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);4657;4104;4017;;10;;;524;466;;828;2088;2;20;4107;4593.4
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1453;1158;1151;;1;;;289;270;;232;679;2;8;1435;1473.2
9;русского языка и литературы;546;535;534;;5;;;10;9;;118;247;;3;540;
10;языка народов России и литературы;62;61;61;;;;;1;;;16;23;;;52;
11;истории, экономики, права, обществознания;284;276;264;;2;;;5;4;;63;124;;2;225;
12;информатики;115;106;105;;;;;7;5;;30;60;;1;77;
13;физики;116;114;107;;;;;2;2;;20;46;;;80;
14;математики;440;425;415;;1;;;8;7;;61;204;;1;411;
15;химии;87;86;86;;;;;;;;26;40;;1;82;
16;географии;130;123;120;;;;;7;5;;17;58;;;116;
