;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
16;географии;651;30;26;34;27;48;35;47;44;64;62;80;75;123;114;79;75;79;73;67;67
17;биологии;660;21;19;43;40;64;60;66;65;66;63;79;76;117;113;89;86;58;55;57;55
18;иностранных языков;2458;163;154;228;216;356;338;424;404;361;352;231;228;157;157;162;158;196;192;180;173
19;из них:                         английского языка;2249;159;150;218;206;337;319;406;387;339;331;210;207;140;140;140;136;161;157;139;134
20;немецкого языка;172;3;3;3;3;15;15;15;14;13;13;21;21;16;16;20;20;30;30;36;34
21;французского языка;32;1;1;4;4;4;4;2;2;8;7;;;1;1;2;2;5;5;5;4
22;китайского языка;3;;;2;2;;;;;1;1;;;;;;;;;;
23;физической культуры;1654;113;63;145;81;231;109;225;117;184;111;162;103;228;146;158;79;117;57;91;37
24;труда (технологии);1172;31;21;39;27;58;39;90;53;120;84;165;125;206;150;176;120;163;104;124;70
25;музыки и пения;472;45;42;38;35;27;25;32;26;29;28;46;45;77;76;81;77;59;57;38;35
26;изобразительного искусства, черчения;331;18;17;14;13;27;27;32;32;29;29;40;39;47;46;53;53;35;35;36;35
27;основ безопасности и защиты Родины;208;8;6;13;6;16;7;9;3;19;8;24;12;34;14;35;8;30;10;20;6
28;основ духовно-нравственной культуры народов России;13;1;;2;2;2;2;1;1;;;1;1;1;1;1;1;1;1;3;3
29;прочих предметов;286;16;14;17;16;20;13;35;32;35;32;28;24;39;38;32;27;25;23;39;33
30;учителя-логопеды;431;12;12;28;28;54;54;74;73;66;65;56;56;65;65;43;43;15;15;18;17
31;учителя-дефектологи;218;24;24;33;33;27;27;39;39;32;31;17;17;20;20;14;14;7;7;5;5
32;из них:                      олигофренопедагог;47;3;3;6;6;2;2;12;12;8;7;2;2;6;6;4;4;3;3;1;1
33;тифлопедагог;11;1;1;;;1;1;2;2;2;2;1;1;1;1;2;2;;;1;1
34;сурдопедагог;16;;;1;1;3;3;2;2;1;1;3;3;2;2;2;2;1;1;1;1
35;социальные педагоги;444;18;17;28;27;43;42;59;59;81;79;60;57;64;61;35;34;37;36;19;18
36;педагоги дополнительного образования;676;80;62;60;43;68;54;66;51;59;47;59;49;64;50;55;41;59;44;106;66
37;педагоги-психологи;671;28;26;76;72;85;81;115;112;125;122;93;92;65;65;40;38;27;25;17;17
38;воспитатели;1213;61;60;74;74;83;82;137;137;166;165;176;170;202;197;152;148;106;99;56;55
39;мастера производственного обучения;8;;;;;;;;;;;;;1;;3;1;2;;2;1
40;тьюторы;157;26;25;19;14;22;22;20;20;11;11;17;14;11;9;11;11;4;4;16;16
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;66;8;7;12;12;14;12;15;15;7;7;2;2;4;4;3;3;1;1;;
42;другие;1066;85;70;87;79;119;110;110;97;107;103;116;110;119;107;113;96;109;96;101;87
43;учебно-вспомогательный персонал;2858;88;62;120;100;247;208;409;376;400;369;413;387;358;319;298;269;267;237;258;229
44;иной персонал;11276;141;88;175;147;429;361;796;679;1127;953;1330;1098;1539;1195;1723;1207;1968;1194;2048;1316
45;из них:             ассистент (помощник);2;1;1;;;;;;;;;;;;;;;;;1;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;870;39;39;63;63;72;72;141;141;147;144;139;139;132;132;73;72;39;39;25;25
49;из них воспитатели;673;35;35;50;50;59;59;103;103;111;108;110;110;102;102;57;56;29;29;17;17
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;85;2;2;1;;4;3;7;6;9;8;13;10;14;9;11;9;9;7;15;12
51;из них учителя;80;2;2;1;;3;2;7;6;9;8;11;8;13;9;10;8;9;7;15;12
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
