;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);78414.88;73238.62;68983.37;46217;6565;1704;2103;7469;7141;45313;1461
2;в том числе:       руководящие работники – всего;3904.8;3724.94;3612.44;3285;366;18;185;398;382;3277;59
3;из них:             директор;797.77;779.27;774.5;785;55;;30;73;72;777;7
4;заместители директора;2919.67;2750.51;2645.76;2341;282;15;138;297;282;2357;48
5;руководитель филиала;55.7;48.7;47.2;42;7;1;3;5;4;43;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);50941.86;48286.34;45529.72;28542;3847;686;1741;4474;4266;27902;710
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);40153.6;38818.84;36951.56;23499;2861;499;1308;3405;3243;22952;304
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;10404.87;10180.61;9934.36;7322;759;276;242;938;901;7124;30
9;русского языка и литературы;4753.02;4643.23;4450.47;2661;348;26;180;371;352;2643;34
10;языка народов России и литературы;33.15;32.29;30.09;16;4;;2;3;3;16;
11;истории, экономики, права, обществознания;2381.84;2296.6;2174.38;1396;169;12;80;188;180;1381;8
12;информатики;1126.84;1091.76;1023.31;703;80;13;40;112;104;661;17
13;физики;1117.39;1085.8;995.93;652;84;5;53;99;95;644;18
14;математики;4100.34;3996.07;3788.69;2133;303;22;159;332;321;2112;53
15;химии;736.94;706.16;651.43;484;62;2;35;78;73;466;11
