;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);45313;28212;24540;5;182;3;21;10077;4304;3630;11843;7152;6;10;38994;
2;в том числе:       руководящие работники – всего;3277;3114;2499;1;52;1;6;136;53;10;754;172;1;;2871;
3;из них:             директор;777;765;722;1;32;1;4;6;5;;206;46;;;649;
4;заместители директора;2357;2202;1680;;18;;2;116;41;8;519;109;1;;2077;
5;руководитель филиала;43;37;35;;1;;;4;3;;9;8;;;39;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);27902;23063;21663;4;126;2;15;4505;4077;66;11070;6957;5;8;25329;27613.8
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);22952;19373;18468;2;113;2;13;3398;3166;27;9912;5890;5;8;20744;23022.9
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;7124;5030;4940;;6;;;2029;2002;7;3061;1896;;3;7097;6967
9;русского языка и литературы;2643;2521;2462;1;27;;3;107;97;1;1289;605;1;1;2591;
