;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
№ строки;Наименование профессии по Перечню профессий рабочих, должностей служащих, по которым осуществляется профессиональное обучение, утвержденному приказом  Минпросвещения России от 14 июля 2023 г. № 534;Код  профессии (при наличии);"Всего  обучено за период с 20.09 прошлого года по 19.09 текущего года (сумма граф 5 – 10; сумма граф 18-20)";В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований федерального бюджета;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований бюджета субъекта Российской Федерации;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований местного бюджета;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств лиц, зачисляе- мых на обуче- ние (родителей (законных пре- дставителей) несовершенно- летних обучающихся);В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств иных физических лиц;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств юридических лиц;Из общей численности обученных (из графы 4) девушки;Из общей численности обученных (из графы 4) прошли ускоренное обучение по индивидуаль-ным учебным планам;Из общей численности обученных (из графы 4) лица с ограни-ченными воз-можностями здоровья;Из общей численности обученных (из графы 4) из них (из графы 13): инвалиды;Из общей численности обученных (из графы 4) из них (из графы 13): дети-инвалиды;Из общей численности обученных (из графы 4) инвалиды  (кроме учтенных в графе 14);Из общей численности обученных (из графы 4) дети-инвалиды (кроме учтенных в графе 15);Из общей численности обученных (из графы 4) обучались (обучаются) очно;Из общей численности обученных (из графы 4) обучались (обучаются) очно-заочно;Из общей численности обученных (из графы 4) обучались (обучаются) заочно
1;Программы профессиональной подготовки по профессиям рабочих, должностям служащих – всего;;509;22;430;50;7;;;268;;34;9;15;;3;509;;
2;Кондитер;12901;22;;22;;;;;16;;;;;;;22;;
3;Кроликовод;13205;11;;11;;;;;7;;;;;;;11;;
4;Лаборант химического анализа;13321;35;;35;;;;;27;;;;;;;35;;
5;Маляр;13450;5;;5;;;;;;;5;1;;;;5;;
6;Няня;15135;7;;7;;;;;7;;;;;;;7;;
7;Оператор электронно-вычислительных и вычислительных машин;16199;142;;127;15;;;;52;;1;;1;;1;142;;
8;Повар;16675;16;;16;;;;;13;;;;;;;16;;
9;Портной;16909;16;;16;;;;;14;;;;;;;16;;
10;Рабочий по комплексному обслуживанию и ремонту зданий;17544;14;;14;;;;;;;14;2;8;;;14;;
11;Слесарь по ремонту автомобилей;18511;3;;3;;;;;1;;;;;;;3;;
12;Столяр строительный;18880;4;;4;;;;;;;;;;;;4;;
13;Токарь;19149;3;;3;;;;;;;;;;;;3;;
14;Тракторист;19203;13;3;5;5;;;;4;;;;;;;13;;
15;Швея;19601;32;;22;3;7;;;29;;14;6;6;;;32;;
16;Электромонтер по ремонту и обслуживанию электрооборудования;19861;14;;14;;;;;;;;;;;;14;;
17;Электросварщик ручной сварки;19906;2;;2;;;;;;;;;;;;2;;
18;Вожатый;20434;98;19;60;19;;;;66;;;;;;;98;;
19;Чертежник;27530;6;;6;;;;;3;;;;;;;6;;
20;Другие;99999;14;;14;;;;;9;;;;;;;14;;
21;Оператор беспилотных авиационных систем (с максимальной взлетной массой 30 килограммов и менее);777184;8;;;8;;;;2;;;;;;;8;;
22;Инструктор-проводник по пешеходному туризму и трекингу;890145;5;;5;;;;;;;;;;;;5;;
23;Консультант в области развития цифровой грамотности населения (цифровой куратор);890166;32;;32;;;;;12;;;;;;2;32;;
24;Секретарь-администратор;890203;7;;7;;;;;6;;;;;;;7;;
25;;;;;;;;;;;;;;;;;;;
26;;;;;;;;;;;;;;;;;;;
27;;;;;;;;;;;;;;;;;;;
28;;;;;;;;;;;;;;;;;;;
29;;;;;;;;;;;;;;;;;;;
30;;;;;;;;;;;;;;;;;;;
31;;;;;;;;;;;;;;;;;;;
32;;;;;;;;;;;;;;;;;;;
33;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;
35;;;;;;;;;;;;;;;;;;;
36;;;;;;;;;;;;;;;;;;;
37;;;;;;;;;;;;;;;;;;;
38;;;;;;;;;;;;;;;;;;;
39;;;;;;;;;;;;;;;;;;;
40;;;;;;;;;;;;;;;;;;;
41;;;;;;;;;;;;;;;;;;;
42;;;;;;;;;;;;;;;;;;;
43;;;;;;;;;;;;;;;;;;;
44;;;;;;;;;;;;;;;;;;;
45;;;;;;;;;;;;;;;;;;;
46;;;;;;;;;;;;;;;;;;;
47;;;;;;;;;;;;;;;;;;;
48;;;;;;;;;;;;;;;;;;;
49;;;;;;;;;;;;;;;;;;;
50;;;;;;;;;;;;;;;;;;;
51;;;;;;;;;;;;;;;;;;;
52;;;;;;;;;;;;;;;;;;;
53;;;;;;;;;;;;;;;;;;;
54;;;;;;;;;;;;;;;;;;;
55;;;;;;;;;;;;;;;;;;;
56;;;;;;;;;;;;;;;;;;;
57;;;;;;;;;;;;;;;;;;;
