;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);2983;95;78;68;251;305;315;354;304;332;271;432;101;77;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);2969;95;78;68;250;304;315;353;302;332;270;425;100;77;
3;в том числе (из строки 02) обучались:       очно;2960;95;78;68;250;304;313;350;301;330;270;424;100;77;
4;очно-заочно;5;;;;;;1;2;1;;;1;;;
5;заочно;4;;;;;;1;1;;2;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;1415;58;;;121;161;161;177;177;166;136;258;;;
7;10 лет;462;;45;27;31;43;55;52;11;60;50;53;35;;
8;11 лет;258;9;2;2;18;10;14;20;22;16;22;20;26;77;
9;12 лет;335;28;;;37;22;33;55;37;35;22;27;39;;
10;13 лет;499;;31;39;43;68;52;49;55;55;40;67;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);14;;;;1;1;;1;2;;1;7;1;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;10;;;;;;;1;1;;1;7;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;4;;;;1;1;;;1;;;;1;;
17;Из строки 11 – обучались:       в форме семейного образования;14;;;;1;1;;1;2;;1;7;1;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
