;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);29137.49;28457.5;27612.02;20611;2574;657;934;2603;2377;20582;612
2;в том числе:       руководящие работники – всего;1532.85;1494.3;1461.75;1361;91;12;57;149;143;1243;25
3;из них:             директор;511.75;502.25;494.25;495;27;1;22;33;31;510;4
4;заместители директора;984.85;934.4;887.6;815;56;7;32;107;101;722;20
5;руководитель филиала;18;17;16.5;7;;;;1;1;6;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);18446.19;17971.43;17369.3;11080;1467;370;840;1239;1173;11347;500
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);15162.36;14858.14;14411.08;9408;1144;275;676;989;938;9639;379
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3803.25;3752.7;3708.2;2927;250;94;112;255;244;2918;33
9;русского языка и литературы;1957.44;1924.67;1879.7;1143;149;28;98;129;120;1182;54
10;языка народов России и литературы;90.59;89.77;86.72;34;3;;2;;;35;
11;истории, экономики, права, обществознания;1013.63;997.46;962.3;619;72;11;49;62;59;631;15
12;информатики;358.76;353.26;337.92;259;38;15;16;30;29;267;17
13;физики;452.41;442.21;423.88;275;29;4;21;31;29;295;32
14;математики;1639.5;1607.16;1560.32;824;147;13;105;87;82;910;78
15;химии;293.35;287.39;266.86;217;33;3;26;22;22;232;22
16;географии;447.15;440.92;425.67;301;24;3;18;25;25;306;6
17;биологии;442.28;433.87;418.64;271;36;3;28;28;25;273;17
18;иностранных языков;1497.8;1471.76;1418.02;905;112;19;69;108;105;902;62
19;из них:                         английского языка;1383.65;1358.24;1289.41;813;98;18;56;90;87;833;54
20;немецкого языка;39.45;39.27;37.57;30;1;;;2;1;26;1
21;французского языка;7.79;7.46;7.13;6;;;;1;1;6;
22;китайского языка;34.44;34.44;33.94;18;4;;3;2;2;29;1
23;физической культуры;959.58;944.72;918.47;703;87;42;29;93;87;693;11
24;труда (технологии);616.62;601.84;578.67;407;62;12;43;42;40;439;13
25;музыки и пения;247.73;240.67;222.46;145;33;11;18;25;22;156;6
26;изобразительного искусства, черчения;203.21;198.61;189.38;147;19;7;8;19;19;138;4
27;основ безопасности и защиты Родины;203.07;198.17;186.8;144;18;5;9;17;16;147;8
28;основ духовно-нравственной культуры народов России;68.69;67.83;63.32;7;6;;6;;;12;
29;прочих предметов;867.3;805.13;763.75;80;26;5;19;16;14;103;1
30;учителя-логопеды;123.55;112.75;107.65;71;13;2;10;6;6;78;16
31;учителя-дефектологи;101.05;92.05;90.3;55;11;1;10;4;4;61;8
32;из них:                      олигофренопедагог;3;3;3;6;;;;;;5;
33;тифлопедагог;1;1;1;1;;;;;;1;
34;сурдопедагог;6.5;6.5;6.5;4;;;;;;3;
35;социальные педагоги;284.17;277;267.45;204;26;12;11;18;17;202;5
36;педагоги дополнительного образования;716.94;681.09;621.74;167;47;16;23;43;41;157;16
37;педагоги-психологи;331.92;303.72;291.87;214;37;8;23;35;33;210;33
38;воспитатели;518.89;496.75;486.5;446;81;22;37;57;53;443;5
39;мастера производственного обучения;41.88;36.38;30.98;24;1;;1;5;5;22;3
40;тьюторы;163.29;152.9;140;64;16;2;9;7;6;73;11
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;95.5;89;84;21;25;6;15;5;5;66;4
42;другие;906.64;871.65;837.73;406;66;26;25;70;65;396;20
43;учебно-вспомогательный персонал;675.46;645.96;638.84;587;90;28;20;79;75;569;11
44;иной персонал;8482.99;8345.81;8142.13;7583;926;247;17;1136;986;7423;76
45;из них:             ассистент (помощник);;;;3;;;;;;3;
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;295.81;285.87;280.33;247;36;12;5;17;15;286;1
49;из них воспитатели;259.75;251.31;245.22;217;32;12;5;15;14;263;1
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;39.66;39.66;24;37;2;;2;2;2;34;
51;из них учителя;39.66;39.66;24;33;2;;2;2;2;34;
;;;;;;;;;;;;
