;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);12908;404;75;23;805;913;1295;1626;1834;1780;2273;1880;;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);12850;401;66;21;801;912;1291;1617;1824;1776;2269;1872;;;
3;в том числе (из строки 02) обучались:       очно;12777;401;66;21;800;909;1281;1609;1814;1774;2248;1854;;;
4;очно-заочно;73;;;;1;3;10;8;10;2;21;18;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;11510;340;;;643;793;1119;1454;1660;1672;2024;1805;;;
7;10 лет;97;;27;14;14;6;10;12;5;3;5;1;;;
8;11 лет;11;;1;;;1;;5;4;;;;;;
9;12 лет;1045;61;;;112;91;141;127;143;82;226;62;;;
10;13 лет;187;;38;7;32;21;21;19;12;19;14;4;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);58;3;9;2;4;1;4;9;10;4;4;8;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;31;3;;;2;1;1;2;7;4;3;8;;;
13;10 лет;3;;1;1;;;;1;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;12;;;;2;;2;5;2;;1;;;;
16;13 лет;12;;8;1;;;1;1;1;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;55;3;8;2;4;1;4;8;10;4;3;8;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
