;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);273885;944579;422789
2;В том числе по профилям обучения:       гуманитарный – всего;202428;463457;106698
3;из них с изучением языков:             английского;157285;320591;73730
4;французского;8486;24431;5248
5;немецкого;10745;34675;6371
6;других европейских;3536;8637;1420
7;восточных;1377;6912;1359
8;естественнонаучный;5630;74954;57229
9;социально-экономический;123;22906;61845
10;технологический;1425;39714;59063
11;технический;446;14899;8152
12;сельскохозяйственный;483;3193;1035
13;математический;26400;194166;33305
14;другие;23940;108811;108020
