;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
94;Бурятский;033;83074;2237;9955;9608;9557;49984;1733;108;;100;;8
95;Вепсский;039;244;30;23;24;33;123;11;;;;;
96;Грузинский;049;57;8;2;4;4;32;7;;;;;
97;Даргинский;055;62888;7317;7619;7509;6918;29723;3802;67;16;45;6;
98;Долганский;283;691;;94;78;90;390;39;;;;;
99;Еврейский (идиш);061;242;38;33;29;26;93;23;;;;;
100;Ительменский;071;;;;;;;;;;;;
101;Ингушский;066;75123;8773;9050;8970;8659;35372;4299;419;143;173;36;67
102;Казахский;076;239;32;35;23;23;118;8;;;;;
103;Калмыцкий;078;21688;2248;2372;2345;2286;10372;2065;75;;;;75
104;Кабардинский;075;76971;8823;9396;9004;8189;35159;6400;85;28;37;11;9
105;Карачаевский;085;24626;2867;2870;2577;2529;12011;1772;;;;;
106;Карельский;086;469;36;32;42;33;301;25;3;3;;;
107;Кетский;089;;;;;;;;;;;;
108;Коми;096;21511;1425;2386;2252;2346;12964;138;20;9;;;11
109;Коми-пермяцкий;097;1452;124;130;149;186;842;21;1;;;;1
110;Корейский;098;53;;;;;50;3;;;;;
111;Корякский;099;394;35;41;49;38;218;13;;;;;
112;Крымско-татарский;102;13260;1966;1957;1895;1107;5723;612;;;;;
113;Кумыкский;105;57775;7091;7143;7093;6599;27334;2515;51;15;33;3;
114;Лакский;112;12484;1461;1462;1423;1267;6131;740;21;3;13;5;
115;Лезгинский;114;42273;4932;5008;4963;4522;19855;2993;21;2;13;6;
116;Латышский;113;25;2;5;4;7;6;1;;;;;
117;Литовский;116;;;;;;;;;;;;
118;Марийский горный;121;2001;193;225;217;212;1104;50;;;;;
119;Марийский луговой;321;10773;1146;1131;1137;1170;5714;475;23;;;;23
120;Мордовский мокша;126;16733;142;3254;3169;3011;7036;121;;;;;
121;Мордовский эрзя;326;18442;138;3406;3194;3305;8223;176;63;26;37;;
122;Манси;899;;;;;;;;;;;;
123;Нанайский;132;721;119;106;106;99;267;24;41;35;6;;
124;Ненецкий;136;4564;395;505;493;493;2653;25;211;62;68;;81
125;Ногайский;138;5640;737;657;739;605;2547;355;;;;;
126;Немецкий;135;78;;6;5;7;24;36;;;;;
127;Новогреческий;898;;;;;;;;;;;;
128;Нивхский (на двух диалектах);137;6;1;2;;3;;;;;;;
129;Осетинский;146;69425;7796;8031;7499;7304;33594;5201;225;;;;225
130;Польский;150;;;;;;;;;;;;
131;Рутульский;157;1350;159;149;137;145;662;98;;;;;
132;Саамский;164;;;;;;;;;;;;
133;Селькупский;168;144;14;9;16;23;82;;4;2;2;;
134;Табасаранский;174;17951;1931;1964;1978;2004;8604;1470;;;;;
135;Татарский;181;207673;23842;25239;23797;22857;98041;13897;1821;304;230;18;1269
136;Татский;185;;;;;;;;101;;;;101
137;Тофаларский;192;219;12;38;33;26;86;24;;;;;
138;Тувинский;196;44196;4847;4864;4949;4888;21525;3123;566;94;210;6;256
139;Турецкий;197;;;;;;;;;;;;
140;Туркменский;199;;;;;;;;;;;;
141;Удмуртский;202;18385;1832;1924;1912;1898;9962;857;9;9;;;
142;Украинский;206;1471;130;163;148;129;775;126;;;;;
143;Хакасский;217;7121;780;872;819;801;3376;473;108;;;;108
144;Хантыйский (на трех диалектах);219;1165;131;155;136;108;604;31;76;10;;;66
145;Финский;211;1737;182;160;185;121;929;160;2;2;;;
146;Чеченский;238;306870;31241;33242;35574;34003;153523;19287;531;339;125;;67
147;Черкесский;897;6295;734;677;656;675;3067;486;;;;;
148;Чувашский;243;64236;6777;7402;7149;8145;33149;1614;1095;443;311;;341
149;Чукотский;244;524;51;68;76;76;253;;17;;;;17
150;Эвенский;262;522;56;71;53;54;254;34;;;;;
151;Эскимосский;265;31;1;6;4;3;17;;;;;;
152;Эвенкийский;261;1002;98;132;122;90;519;41;;;;;
153;Эстонский;267;;;;;;;;;;;;
154;Юкагирский;271;41;4;3;1;8;23;2;;;;;
155;Якутский;275;30420;2686;3419;3354;3334;14708;2919;45;;;;45
156;Агульский;005;1456;174;162;162;149;686;123;;;;;
157;Греческий;048;22;4;3;3;3;9;;;;;;
158;Китайский;092;;;;;;;;;;;;
159;Негидальский;134;;;;;;;;;;;;
160;Удэгейский;203;1;;1;;;;;;;;;
161;Ульчский;207;4;2;2;;;;;;;;;
162;Цахурский;227;439;48;59;56;47;193;36;;;;;
163;Шорский;253;51;;;;12;39;;;;;;
164;Энецкий;263;;;;;;;;;;;;
165;Орокский (Уйльта);144;;;;;;;;;;;;
166;Телеутский;186;;;;;;;;;;;;
167;Сойотский;;49;;12;11;14;12;;;;;;
168;Численность обучающихся, изучающих родной (нерусский) язык факультативно или в кружках;;91654;;;;;;;;;;;
