;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);33635;20318;18035;4;131;2;9;7353;2605;2758;5410;6327;57;77;28037;
2;в том числе:       руководящие работники – всего;2049;1964;1703;1;29;;5;69;35;5;332;301;3;5;1791;
3;из них:             директор;531;523;482;1;12;;2;2;2;;97;74;;1;447;
4;заместители директора;1263;1187;969;;16;;3;44;14;5;195;140;3;3;1112;
5;руководитель филиала;245;218;193;;;;;18;16;;28;64;;1;219;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);19914;16856;16020;3;102;2;4;2772;2427;37;5063;6013;54;72;17866;11656.5
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);16731;14547;13971;2;90;1;3;1990;1785;26;4596;5439;49;69;14895;10068.1
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4785;3762;3697;;6;;1;961;931;5;1583;1520;9;29;4771;3103.1
9;русского языка и литературы;2053;1939;1909;;11;;;99;92;1;631;690;8;6;2008;
10;языка народов России и литературы;3;2;1;;;;;1;1;;1;;;;3;
11;истории, экономики, права, обществознания;1121;1071;1019;;19;;;41;35;1;353;346;4;5;943;
12;информатики;447;417;383;;5;;;29;19;;128;146;3;1;349;
13;физики;574;552;504;;5;;;19;14;;129;188;3;2;421;
14;математики;1629;1550;1492;;5;;;61;57;1;393;552;2;3;1529;
15;химии;452;441;426;;9;;;7;3;;125;162;4;1;424;
16;географии;568;530;512;;1;;;34;28;;139;226;1;4;520;
17;биологии;595;553;538;2;9;1;1;30;21;3;179;200;2;3;565;
18;иностранных языков;1738;1638;1593;;14;;;84;69;2;381;528;6;10;1666;
19;из них:                         английского языка;1418;1328;1273;;11;;;53;46;2;316;398;5;6;1359;
20;немецкого языка;297;269;261;;3;;;23;20;;45;111;1;3;284;
21;французского языка;17;17;17;;;;;;;;7;4;;1;17;
22;китайского языка;1;1;1;;;;;;;;;;;;1;
23;физической культуры;1205;946;905;;;;;241;212;3;213;433;5;;537;
24;труда (технологии);640;439;378;;1;;;188;143;7;116;221;1;;462;
25;музыки и пения;371;270;251;;3;;;92;77;;112;92;;2;353;
26;изобразительного искусства, черчения;161;104;87;;;;;54;43;;33;47;1;;153;
27;основ безопасности и защиты Родины;253;219;175;;1;;1;30;23;1;37;64;;1;62;
28;основ духовно-нравственной культуры народов России;13;12;11;;;;;1;1;;2;3;;1;13;
29;прочих предметов;123;102;90;;1;;;18;16;2;41;21;;1;116;
30;учителя-логопеды;186;179;172;;;;;5;4;;49;38;1;1;182;88.7
31;учителя-дефектологи;160;148;140;;;;;10;9;;38;30;;;152;60.7
32;из них:                   олигофренопедагог;62;59;57;;;;;2;2;;15;8;;;56;11
33;тифлопедагог;;;;;;;;;;;;;;;;
34;сурдопедагог;;;;;;;;;;;;;;;;
35;социальные педагоги;280;245;212;;1;;;31;21;2;41;62;;;270;150
36;педагоги дополнительного образования;231;170;135;1;2;1;1;58;35;;9;32;;;160;91
37;педагоги-психологи;377;358;339;;4;;;14;12;;83;72;1;;369;203.8
38;воспитатели;1324;740;662;;2;;;531;459;8;207;272;2;;1291;668.5
39;мастера производственного обучения;2;2;1;;;;;;;;;;;;1;4
40;тьюторы;25;19;18;;;;;6;3;;1;1;;;23;16
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;132;111;92;;;;;17;12;1;9;17;;;122;57
42;другие;466;337;278;;3;;;110;87;;30;50;1;2;401;266.1
43;учебно-вспомогательный персонал;1613;481;160;;;;;662;67;201;8;8;;;1333;
44;иной персонал;10059;1017;152;;;;;3850;76;2515;7;5;;;7047;
45;из них:             ассистент (помощник);2;1;;;;;;;;;;;;;1;37
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;766;416;372;;;;;302;255;4;149;140;2;2;760;
49;из них воспитатели;687;356;316;;;;;282;242;4;122;131;2;2;683;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;21;20;16;;;;;1;1;;11;5;;;20;
51;из них учителя;20;19;16;;;;;1;1;;11;5;;;19;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;94;57;54;;;;;12;10;;9;9;;;50;
53;из них учителя - всего;63;42;39;;;;;8;6;;4;7;;;29;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;7;5;4;;;;;2;2;;;1;;;6;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;181;104;103;;1;;;11;11;;13;33;;;56;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;42;23;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;1337;;;;;;;;;;;;;;;
58;из них директор;383;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;14380;;;;;;;;;;;;;;;
60;из них учителя;10641;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);133;;;;;;;;;;;;;;;
62;из них женщин;126;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;18;;;;;;;;;;;;;;;
64;медицинские сестры;115;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;11834;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;10274;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;9744;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;530;;;;;;;;;;;;;;;
